trial,duration_s,primary_samples,backup_samples,score_samples,event_messages,primary_changes,backup_changes,initial_primary,final_primary,initial_backup,final_backup,uav1_primary_time_percent,uav2_primary_time_percent,uav3_primary_time_percent
dynamic_trial1,69.842450,45,45,45,3,0,8,3,3,1,1,0.000,0.000,100.000
