Linux 5.15.0-186-generic (lenovo) 	08/27/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:39:51 PM  1002     81985   68.00    7.00    0.00    0.00   75.00    14  19390.00      0.00 9179492  809620   2.49  python3
07:39:51 PM  1002     82131    3.00    1.00    0.00    0.00    4.00    22   1319.00      0.00 2069300  166960   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:39:52 PM  1002     81985   69.00    5.00    0.00    0.00   74.00     8  20051.00      0.00 9179492  809604   2.49  python3
07:39:52 PM  1002     82131    3.00    2.00    0.00    0.00    5.00    10   1995.00      0.00 2069300  166960   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:39:53 PM  1002     81985   77.00    2.00    0.00    0.00   79.00    10  19381.00      0.00 9179492  809492   2.49  python3
07:39:53 PM  1002     82131    3.00    1.00    0.00    0.00    4.00     0   1995.00      0.00 2069300  166960   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:39:54 PM  1002     81985   52.00    4.00    0.00    0.00   56.00     8  16096.00      0.00 9179492  809708   2.49  python3
07:39:54 PM  1002     82131    1.00    4.00    0.00    0.00    5.00    18   1995.00      0.00 2069300  166960   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:39:55 PM  1002     81985   56.00    0.00    0.00    0.00   56.00    12  19388.00      0.00 9179492  809608   2.49  python3
07:39:55 PM  1002     82131    3.00    1.00    0.00    0.00    4.00     4   1995.00      0.00 2069300  166960   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:39:56 PM  1002     81985   59.00    5.00    0.00    0.00   64.00     8  19386.00      0.00 9179492  809200   2.49  python3
07:39:56 PM  1002     82131    1.00    4.00    0.00    0.00    5.00     4   1996.00      0.00 2069300  166964   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:39:57 PM  1002     81985   42.00    2.00    0.00    0.00   44.00     8  16224.00      0.00 9179492  809380   2.49  python3
07:39:57 PM  1002     82131    2.00    2.00    0.00    0.00    4.00    22   1995.00      0.00 2069300  166964   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:39:58 PM  1002     81985   67.00    1.00    0.00    0.00   68.00    10  16100.00      0.00 9179492  809360   2.49  python3
07:39:58 PM  1002     82131    3.00    2.00    0.00    0.00    5.00     4   2671.00      0.00 2072168  169868   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:39:59 PM  1002     81985   45.00    1.00    0.00    0.00   46.00    12  16096.00      0.00 9179492  809296   2.49  python3
07:39:59 PM  1002     82131    2.00    2.00    0.00    0.00    4.00    23   1319.00      0.00 2069300  166964   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:00 PM  1002     81985   54.00    4.00    0.00    0.00   58.00    14  19383.00      0.00 9179492  809712   2.49  python3
07:40:00 PM  1002     82131    2.00    2.00    0.00    0.00    4.00     4   1995.00      0.00 2069300  166964   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:01 PM  1002     81985   45.00    4.00    0.00    0.00   49.00    14  19382.00      0.00 9179492  809040   2.49  python3
07:40:01 PM  1002     82131    3.00    2.00    0.00    0.00    5.00    20   1995.00      0.00 2069300  166964   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:02 PM  1002     81985   53.00    5.00    0.00    0.00   58.00    14  19381.00      0.00 9179492  809596   2.49  python3
07:40:02 PM  1002     82131    3.00    0.00    0.00    0.00    3.00    18   1995.00      0.00 2069300  166964   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:03 PM  1002     81985   79.00    4.00    0.00    0.00   83.00    14  19383.00      0.00 9179492  809512   2.49  python3
07:40:03 PM  1002     82131    4.00    1.00    0.00    0.00    5.00    17   1995.00      0.00 2069300  166964   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:04 PM  1002     81985   46.00    7.00    0.00    0.00   53.00     8  20060.00      0.00 9179492  809208   2.49  python3
07:40:04 PM  1002     82131    5.00    0.00    0.00    0.00    5.00    23   1995.00      0.00 2069300  166964   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:05 PM  1002     81985   64.00    6.00    0.00    0.00   70.00     8  19379.00      0.00 9179492  809708   2.49  python3
07:40:05 PM  1002     82131    2.00    2.00    0.00    0.00    4.00     0   2127.00      0.00 2072168  167760   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:06 PM  1002     81985   51.00    6.00    0.00    0.00   57.00     8  19380.00      0.00 9179492  809444   2.49  python3
07:40:06 PM  1002     82131    4.00    1.00    0.00    0.00    5.00     4   1864.00      0.00 2069300  166968   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:07 PM  1002     81985   66.00    4.00    0.00    0.00   70.00     8  19384.00      0.00 9179492  809692   2.49  python3
07:40:07 PM  1002     82131    2.00    3.00    0.00    0.00    5.00    20   1995.00      0.00 2069300  166968   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:08 PM  1002     81985   66.00    4.00    0.00    0.00   70.00     8  20057.00      0.00 9179492  809652   2.49  python3
07:40:08 PM  1002     82131    3.00    1.00    0.00    0.00    4.00    21   1996.00      0.00 2069300  166968   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:09 PM  1002     81985   53.00    6.00    0.00    0.00   59.00    14  20051.00      0.00 9179492  809400   2.49  python3
07:40:09 PM  1002     82131    2.00    2.00    0.00    0.00    4.00     2   1995.00      0.00 2069300  166968   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:10 PM  1002     81985   74.00    1.00    0.00    0.00   75.00     2  20054.00      0.00 9179492  809624   2.49  python3
07:40:10 PM  1002     82131    4.00    1.00    0.00    0.00    5.00    14   2671.00      0.00 2072168  169872   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:11 PM  1002     81985   67.00    1.00    0.00    0.00   68.00     2  20054.00      0.00 9179492  809356   2.49  python3
07:40:11 PM  1002     82131    3.00    1.00    0.00    0.00    4.00     6   1964.00      0.00 2072168  169608   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:12 PM  1002     81985   60.00    6.00    0.00    0.00   66.00     2  16096.00      0.00 9179492  809556   2.49  python3
07:40:12 PM  1002     82131    3.00    2.00    0.00    0.00    5.00     8   1350.00      0.00 2069300  166968   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:13 PM  1002     81985   59.00    4.00    0.00    0.00   63.00    14  19381.00      0.00 9179492  809688   2.49  python3
07:40:13 PM  1002     82131    3.00    2.00    0.00    0.00    5.00    17   1995.00      0.00 2069300  166968   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:40:14 PM  1002     81985   41.00    2.00    0.00    0.00   43.00    14  16224.00      0.00 9179492  809856   2.49  python3
