time_s,assignment
61.834766,"{""assignments"": [{""gcs_snr_db"": 41.18, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9984, ""uav_id"": 1}, {""gcs_snr_db"": 14.36, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8238, ""uav_id"": 2}, {""gcs_snr_db"": 33.4, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9987, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
63.834528,"{""assignments"": [{""gcs_snr_db"": 41.26, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9986, ""uav_id"": 1}, {""gcs_snr_db"": 11.39, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.7944, ""uav_id"": 2}, {""gcs_snr_db"": 30.9, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9985, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
65.834583,"{""assignments"": [{""gcs_snr_db"": 42.07, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9988, ""uav_id"": 1}, {""gcs_snr_db"": 15.79, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8363, ""uav_id"": 2}, {""gcs_snr_db"": 31.16, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9971, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
67.834694,"{""assignments"": [{""gcs_snr_db"": 40.14, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9978, ""uav_id"": 1}, {""gcs_snr_db"": 12.83, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8069, ""uav_id"": 2}, {""gcs_snr_db"": 29.69, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.993, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
69.834535,"{""assignments"": [{""gcs_snr_db"": 41.75, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9971, ""uav_id"": 1}, {""gcs_snr_db"": 13.11, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8104, ""uav_id"": 2}, {""gcs_snr_db"": 20.31, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9009, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
71.834698,"{""assignments"": [{""gcs_snr_db"": 39.76, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9969, ""uav_id"": 1}, {""gcs_snr_db"": 20.63, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8848, ""uav_id"": 2}, {""gcs_snr_db"": 28.65, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9815, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
73.834592,"{""assignments"": [{""gcs_snr_db"": 43.34, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9986, ""uav_id"": 1}, {""gcs_snr_db"": 12.27, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8028, ""uav_id"": 2}, {""gcs_snr_db"": 35.7, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9987, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
75.834598,"{""assignments"": [{""gcs_snr_db"": 40.17, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9978, ""uav_id"": 1}, {""gcs_snr_db"": 21.11, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8904, ""uav_id"": 2}, {""gcs_snr_db"": 30.61, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9973, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
77.834653,"{""assignments"": [{""gcs_snr_db"": 39.72, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9983, ""uav_id"": 1}, {""gcs_snr_db"": 14.39, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8235, ""uav_id"": 2}, {""gcs_snr_db"": 26.55, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9633, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
79.834734,"{""assignments"": [{""gcs_snr_db"": 43.17, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9947, ""uav_id"": 1}, {""gcs_snr_db"": 3.39, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.7109, ""uav_id"": 2}, {""gcs_snr_db"": 31.78, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9962, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
81.834719,"{""assignments"": [{""gcs_snr_db"": 37.99, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9979, ""uav_id"": 1}, {""gcs_snr_db"": 17.61, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8547, ""uav_id"": 2}, {""gcs_snr_db"": 26.94, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9662, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
83.834547,"{""assignments"": [{""gcs_snr_db"": 40.38, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9943, ""uav_id"": 1}, {""gcs_snr_db"": 18.78, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8651, ""uav_id"": 2}, {""gcs_snr_db"": 27.49, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9711, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
85.834534,"{""assignments"": [{""gcs_snr_db"": 42.79, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9965, ""uav_id"": 1}, {""gcs_snr_db"": 16.32, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8398, ""uav_id"": 2}, {""gcs_snr_db"": 30.68, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9969, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
87.834719,"{""assignments"": [{""gcs_snr_db"": 42.54, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9974, ""uav_id"": 1}, {""gcs_snr_db"": 18.25, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8617, ""uav_id"": 2}, {""gcs_snr_db"": 32.81, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.997, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
89.834589,"{""assignments"": [{""gcs_snr_db"": 36.93, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9992, ""uav_id"": 1}, {""gcs_snr_db"": 17.12, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8515, ""uav_id"": 2}, {""gcs_snr_db"": 27.6, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9751, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
91.834635,"{""assignments"": [{""gcs_snr_db"": 40.85, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9989, ""uav_id"": 1}, {""gcs_snr_db"": 15.73, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8371, ""uav_id"": 2}, {""gcs_snr_db"": 34.99, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9983, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
93.834564,"{""assignments"": [{""gcs_snr_db"": 37.08, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9959, ""uav_id"": 1}, {""gcs_snr_db"": 14.65, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8248, ""uav_id"": 2}, {""gcs_snr_db"": 26.19, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9568, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
95.834620,"{""assignments"": [{""gcs_snr_db"": 43.03, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9981, ""uav_id"": 1}, {""gcs_snr_db"": 19.71, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8774, ""uav_id"": 2}, {""gcs_snr_db"": 27.31, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9717, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
97.834522,"{""assignments"": [{""gcs_snr_db"": 44.81, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9984, ""uav_id"": 1}, {""gcs_snr_db"": 10.86, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.7877, ""uav_id"": 2}, {""gcs_snr_db"": 34.29, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9981, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
99.834574,"{""assignments"": [{""gcs_snr_db"": 37.07, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.997, ""uav_id"": 1}, {""gcs_snr_db"": 12.17, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8008, ""uav_id"": 2}, {""gcs_snr_db"": 38.36, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.998, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
101.834650,"{""assignments"": [{""gcs_snr_db"": 40.04, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9942, ""uav_id"": 1}, {""gcs_snr_db"": 9.78, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.7749, ""uav_id"": 2}, {""gcs_snr_db"": 31.94, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9947, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
103.834654,"{""assignments"": [{""gcs_snr_db"": 38.37, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9978, ""uav_id"": 1}, {""gcs_snr_db"": 17.62, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8561, ""uav_id"": 2}, {""gcs_snr_db"": 32.35, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9987, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
105.834617,"{""assignments"": [{""gcs_snr_db"": 33.82, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9945, ""uav_id"": 1}, {""gcs_snr_db"": 21.79, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8941, ""uav_id"": 2}, {""gcs_snr_db"": 31.98, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9918, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
107.834595,"{""assignments"": [{""gcs_snr_db"": 40.73, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9991, ""uav_id"": 1}, {""gcs_snr_db"": 22.15, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.9022, ""uav_id"": 2}, {""gcs_snr_db"": 34.03, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9986, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
109.834586,"{""assignments"": [{""gcs_snr_db"": 39.14, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9956, ""uav_id"": 1}, {""gcs_snr_db"": 14.31, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8207, ""uav_id"": 2}, {""gcs_snr_db"": 31.88, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9947, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
111.834670,"{""assignments"": [{""gcs_snr_db"": 38.6, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9976, ""uav_id"": 1}, {""gcs_snr_db"": 18.19, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8592, ""uav_id"": 2}, {""gcs_snr_db"": 32.07, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9969, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
113.834526,"{""assignments"": [{""gcs_snr_db"": 42.01, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9976, ""uav_id"": 1}, {""gcs_snr_db"": 3.8, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.7159, ""uav_id"": 2}, {""gcs_snr_db"": 31.43, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9981, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
115.834641,"{""assignments"": [{""gcs_snr_db"": 37.49, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9948, ""uav_id"": 1}, {""gcs_snr_db"": 13.55, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8128, ""uav_id"": 2}, {""gcs_snr_db"": 34.91, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9943, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
117.834598,"{""assignments"": [{""gcs_snr_db"": 33.19, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9977, ""uav_id"": 1}, {""gcs_snr_db"": 11.81, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.7969, ""uav_id"": 2}, {""gcs_snr_db"": 32.3, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.998, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
119.834599,"{""assignments"": [{""gcs_snr_db"": 41.8, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 1], ""score"": 0.9697, ""uav_id"": 1}, {""gcs_snr_db"": 17.38, ""parent"": 1, ""role"": ""MEMBER"", ""route"": [0, 1, 2], ""score"": 0.8222, ""uav_id"": 2}, {""gcs_snr_db"": 36.57, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 3], ""score"": 0.9452, ""uav_id"": 3}], ""backup_ch"": 3, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 1, ""status"": ""ACTIVE""}"
