elapsed_s,log_timestamp_unix_s,source_time_boot_ms,seq,sysid,compid,north_x_m,east_y_m,down_z_m,velocity_north_mps,velocity_east_mps,velocity_down_mps
46.183272,1788179642.052778,154853,29,1,1,-0.4407809376716614,0.9780752062797546,0.046015992760658264,-0.008029691874980927,0.05903073027729988,0.0056828698143363
46.698741,1788179642.568247,155353,57,1,1,-0.4360169470310211,1.022216558456421,0.04916069656610489,-0.00647573359310627,0.05135015770792961,0.00707778288051486
47.278932,1788179643.148438,155856,86,1,1,-0.4322335422039032,1.0617611408233643,0.05042032524943352,-0.006260804831981659,0.043590277433395386,0.005182991735637188
47.730096,1788179643.599602,156356,114,1,1,-0.43390458822250366,1.0965222120285034,0.05181118845939636,-0.008704740554094315,0.03523126244544983,0.007177193649113178
48.198921,1788179644.068427,156856,143,1,1,-0.4306809604167938,1.126335859298706,0.05551547929644585,-0.00425674207508564,0.029263177886605263,0.008115138858556747
48.670005,1788179644.539511,157353,171,1,1,-0.42737123370170593,1.155455231666565,0.05536423623561859,-0.003653312101960182,0.024031920358538628,0.006987402681261301
49.242814,1788179645.112320,157856,200,1,1,-0.4227316081523895,1.1826971769332886,0.053361911326646805,-0.0038383961655199528,0.020090466365218163,0.005139036104083061
49.693619,1788179645.563125,158353,228,1,1,-0.41809001564979553,1.211681604385376,0.05095298960804939,-0.003396859159693122,0.019058139994740486,0.0040746829472482204
50.273916,1788179646.143422,158853,1,1,1,-0.41614893078804016,1.2234277725219727,0.04944852739572525,-0.0051154703833162785,0.0068780360743403435,0.0009081208845600486
50.695743,1788179646.565249,159356,29,1,1,-0.40798068046569824,1.2314714193344116,0.047995779663324356,-0.002819220069795847,-0.0020513932686299086,0.0007281851139850914
51.197103,1788179647.066609,159853,58,1,1,-0.40379953384399414,1.2377766370773315,0.046511661261320114,-0.004417793825268745,-0.009203404188156128,0.000623359635937959
51.759672,1788179647.629178,160356,87,1,1,-0.4051099717617035,1.248686671257019,0.04619647562503815,-0.008707016706466675,-0.012333597987890244,-0.0010975233744829893
52.225846,1788179648.095352,160856,116,1,1,-0.40999019145965576,1.2682826519012451,0.046486347913742065,-0.008383769541978836,-0.009182307869195938,-0.0019120462238788605
52.679161,1788179648.548667,161353,144,1,1,-0.4169430732727051,1.2976406812667847,0.04432200267910957,-0.010378755629062653,-0.0025713988579809666,-0.0030993607360869646
53.194586,1788179649.064092,161856,173,1,1,-0.421609491109848,1.3396583795547485,0.041208889335393906,-0.012667402625083923,0.008782175369560719,-0.004023685120046139
53.722586,1788179649.592092,162353,201,1,1,-0.43026360869407654,1.3772411346435547,0.038044076412916183,-0.016238322481513023,0.012772588059306145,-0.005524995271116495
