elapsed_s,log_timestamp_unix_s,source_time_boot_ms,seq,sysid,compid,north_x_m,east_y_m,down_z_m,velocity_north_mps,velocity_east_mps,velocity_down_mps
257.270427,1788179853.139933,365853,117,1,1,-6.962769985198975,2.2405691146850586,-2.923487901687622,-0.5831376314163208,0.024312002584338188,-0.03947808966040611
257.644186,1788179853.513692,366354,146,1,1,-7.261168479919434,2.2300705909729004,-2.9353790283203125,-0.5355961322784424,-0.04797927662730217,-0.020789075642824173
258.143531,1788179854.013037,366856,176,1,1,-7.547425746917725,2.210157632827759,-2.964505195617676,-0.5840857625007629,0.015826616436243057,-0.03787439316511154
258.721301,1788179854.590807,367354,207,1,1,-7.834597587585449,2.224665403366089,-3.007524251937866,-0.5564525723457336,0.07191092520952225,0.04438134282827377
259.191557,1788179855.061063,367854,237,1,1,-8.111189842224121,2.2648134231567383,-2.9635696411132812,-0.5631904006004333,0.07686371356248856,0.0753864273428917
259.688762,1788179855.558268,368351,10,1,1,-8.394664764404297,2.341181516647339,-2.942084789276123,-0.5375488996505737,0.18583568930625916,0.0074281953275203705
260.267120,1788179856.136626,368854,40,1,1,-8.680108070373535,2.441545009613037,-2.982461929321289,-0.5516547560691833,0.19438406825065613,-0.021325524896383286
260.641128,1788179856.510634,369354,69,1,1,-8.969944953918457,2.5033316612243652,-2.9981770515441895,-0.579281210899353,0.038217831403017044,0.025714321061968803
261.250910,1788179857.120416,369857,99,1,1,-9.265152931213379,2.5091357231140137,-2.9913837909698486,-0.5739786624908447,0.00800161063671112,0.06113218888640404
261.671109,1788179857.540615,370354,129,1,1,-9.564435005187988,2.5229668617248535,-2.9709484577178955,-0.5676803588867188,0.021190419793128967,0.03392335772514343
262.170962,1788179858.040468,370854,159,1,1,-9.876888275146484,2.5287370681762695,-2.971709966659546,-0.5946905612945557,-0.036274995654821396,0.056005001068115234
262.744877,1788179858.614383,371352,188,1,1,-10.192292213439941,2.5393993854522705,-2.9831416606903076,-0.6080886125564575,0.03398535028100014,0.025657935068011284
263.154009,1788179859.023515,371857,218,1,1,-10.502908706665039,2.5710110664367676,-2.998032569885254,-0.6021701097488403,0.07398127764463425,0.031110068783164024
263.860307,1788179859.729813,372353,247,1,1,-10.799665451049805,2.5965516567230225,-2.978705644607544,-0.5554208159446716,0.032913509756326675,0.06903883814811707
264.280738,1788179860.150244,372855,21,1,1,-11.090916633605957,2.615342140197754,-2.9544081687927246,-0.5358365178108215,0.05608516186475754,0.03665260970592499
264.698706,1788179860.568212,373355,53,1,1,-11.3875150680542,2.6424834728240967,-2.946013927459717,-0.5762612819671631,0.09235414862632751,-0.004336375743150711
265.168472,1788179861.037978,373855,83,1,1,-11.707149505615234,2.7043581008911133,-2.970243215560913,-0.6290733814239502,0.2025914490222931,-0.036878801882267
265.730065,1788179861.599571,374355,112,1,1,-12.007477760314941,2.763653039932251,-2.9760937690734863,-0.5847991704940796,0.15326473116874695,-0.0006598159670829773
266.152966,1788179862.022472,374853,142,1,1,-12.296398162841797,2.808070182800293,-2.950861692428589,-0.5421491265296936,0.14885415136814117,0.01437616627663374
266.647727,1788179862.517233,375353,171,1,1,-12.577795028686523,2.8500852584838867,-2.9460718631744385,-0.5472843050956726,0.08002550899982452,0.02712053619325161
267.227654,1788179863.097160,375858,201,1,1,-12.878828048706055,2.8727211952209473,-2.9703052043914795,-0.5615553259849548,0.03579622507095337,0.0012510581873357296
267.776914,1788179863.646420,376359,230,1,1,-13.16154670715332,2.8787786960601807,-2.9879653453826904,-0.5710071921348572,0.057586681097745895,-0.007985980249941349
268.199839,1788179864.069345,376854,7,1,1,-13.45838737487793,2.91265869140625,-2.9996039867401123,-0.5660462379455566,0.08167269825935364,0.06514756381511688
268.651941,1788179864.521447,377359,37,1,1,-13.764034271240234,2.9665920734405518,-2.921022891998291,-0.5644302368164062,0.13765229284763336,0.06019352376461029
269.181113,1788179865.050619,377857,67,1,1,-14.066987991333008,3.0405020713806152,-2.9121294021606445,-0.5594300627708435,0.13791732490062714,0.0002082355786114931
269.711277,1788179865.580783,378357,96,1,1,-14.366129875183105,3.1007306575775146,-2.949488401412964,-0.5877333283424377,0.10308758169412613,-0.042047347873449326
270.225196,1788179866.094702,378856,126,1,1,-14.669610977172852,3.1353890895843506,-2.99310302734375,-0.5948588252067566,0.033266376703977585,-0.006837104447185993
270.694803,1788179866.564309,379357,155,1,1,-14.966588020324707,3.1500508785247803,-2.9921603202819824,-0.5860902667045593,-0.018297262489795685,0.06131992116570473
271.193682,1788179867.063188,379855,188,1,1,-15.249606132507324,3.184701681137085,-2.9758386611938477,-0.5343039035797119,0.11680421978235245,0.050472378730773926
271.724960,1788179867.594466,380355,218,1,1,-15.527353286743164,3.2171056270599365,-2.974269151687622,-0.5933089852333069,0.055773913860321045,0.017558474093675613
272.175897,1788179868.045403,380855,248,1,1,-15.799522399902344,3.215471029281616,-2.9850146770477295,-0.5782641172409058,0.019534163177013397,-0.0011758096516132355
272.642193,1788179868.511699,381353,21,1,1,-16.06846809387207,3.2203354835510254,-2.963388442993164,-0.5947607159614563,0.05771753937005997,0.0026036244817078114
273.219993,1788179869.089499,381855,51,1,1,-16.37510108947754,3.25451397895813,-3.0021920204162598,-0.6461514234542847,0.07689014822244644,-0.0034099984914064407
273.687941,1788179869.557447,382355,80,1,1,-16.707502365112305,3.2963414192199707,-3.0011861324310303,-0.6208443641662598,0.1449728161096573,0.034872379153966904
274.188078,1788179870.057584,382855,110,1,1,-17.027862548828125,3.3494648933410645,-2.981022834777832,-0.5895442962646484,0.1719502955675125,0.056635696440935135
274.751490,1788179870.620996,383353,139,1,1,-17.336681365966797,3.4239726066589355,-2.969515085220337,-0.5717744827270508,0.12441887706518173,0.022083133459091187
275.172544,1788179871.042050,383855,169,1,1,-17.630348205566406,3.4870707988739014,-2.9512741565704346,-0.49479439854621887,0.1367895007133484,0.022844679653644562
275.687072,1788179871.556578,384355,198,1,1,-17.884504318237305,3.552217960357666,-2.9515674114227295,-0.47972238063812256,0.12048861384391785,0.02535320818424225
276.216381,1788179872.085887,384853,228,1,1,-18.13410758972168,3.6258084774017334,-2.953839063644409,-0.47160518169403076,0.1570805162191391,-0.021129794418811798
276.668000,1788179872.537506,385355,1,1,1,-18.40939712524414,3.677299737930298,-2.9654297828674316,-0.4918869137763977,0.136127769947052,0.01810508966445923
277.290350,1788179873.159856,385855,31,1,1,-18.68419647216797,3.741556406021118,-2.9554874897003174,-0.5145269632339478,0.18373045325279236,0.018952036276459694
277.669413,1788179873.538919,386353,60,1,1,-18.948823928833008,3.809480905532837,-2.945075511932373,-0.5330439805984497,0.16452310979366302,-0.021906951442360878
278.167117,1788179874.036623,386853,90,1,1,-19.238161087036133,3.8537113666534424,-2.9516212940216064,-0.5616562366485596,0.07556633651256561,-0.029103197157382965
278.666953,1788179874.536459,387353,119,1,1,-19.516450881958008,3.881542444229126,-2.951498031616211,-0.5652973651885986,-0.014302939176559448,0.003523528575897217
279.198176,1788179875.067682,387853,149,1,1,-19.801027297973633,3.904782295227051,-2.9528422355651855,-0.5864124894142151,0.047283053398132324,-0.007678409572690725
279.669518,1788179875.539024,388355,178,1,1,-20.102750778198242,3.914015531539917,-2.9625942707061768,-0.5985373258590698,0.00010902993381023407,0.01396041177213192
280.277700,1788179876.147206,388853,211,1,1,-20.397830963134766,3.930035352706909,-2.9532361030578613,-0.5964489579200745,0.1123257651925087,0.025991979986429214
280.683842,1788179876.553348,389350,240,1,1,-20.666385650634766,4.006146430969238,-2.95082950592041,-0.5693490505218506,0.23896628618240356,0.00519165676087141
281.150700,1788179877.020206,389851,14,1,1,-20.941553115844727,4.092406749725342,-2.95574688911438,-0.5607218146324158,0.16244855523109436,-0.003427401650696993
281.696138,1788179877.565644,390353,45,1,1,-21.226484298706055,4.135984420776367,-2.96142578125,-0.6045656204223633,0.08076873421669006,-0.003013545647263527
282.195875,1788179878.065381,390853,74,1,1,-21.444034576416016,4.1709513664245605,-2.955530881881714,-0.2540939152240753,0.06647205352783203,0.025896169245243073
282.664609,1788179878.534115,391354,102,1,1,-21.48247528076172,4.218939781188965,-2.954516649246216,-0.07850457727909088,0.059942930936813354,-0.02249760925769806
283.272768,1788179879.142274,391854,131,1,1,-21.51984214782715,4.2722649574279785,-2.971249580383301,-0.10149940103292465,0.008683111518621445,-0.009803734719753265
283.647986,1788179879.517492,392353,159,1,1,-21.55187225341797,4.297641277313232,-2.9628138542175293,-0.037096574902534485,-0.03710084408521652,0.037033628672361374
284.211062,1788179880.080568,392856,188,1,1,-21.533430099487305,4.28394079208374,-2.9603018760681152,0.05442054569721222,-0.08261806517839432,0.01706169918179512
284.725519,1788179880.595025,393354,216,1,1,-21.480907440185547,4.267502307891846,-2.9452433586120605,0.03813296929001808,-0.09456062316894531,-0.017260830849409103
285.188712,1788179881.058218,393854,245,1,1,-21.428709030151367,4.2409491539001465,-2.941014289855957,0.055995117872953415,-0.09318985790014267,0.004848910495638847
285.640885,1788179881.510391,394355,17,1,1,-21.376134872436523,4.204270362854004,-2.944901704788208,0.07952795177698135,-0.04962865635752678,-0.021900203078985214
286.141570,1788179882.011076,394854,46,1,1,-21.359506607055664,4.1720805168151855,-2.97088885307312,-0.015406451188027859,-0.02543780207633972,-0.04959544911980629
286.673317,1788179882.542823,395362,74,1,1,-21.396533966064453,4.153677463531494,-2.9928414821624756,-0.06932997703552246,-0.054673079401254654,0.03284739702939987
287.188611,1788179883.058117,395860,103,1,1,-21.419219970703125,4.1324968338012695,-2.994109869003296,-0.02275119349360466,-0.02206488326191902,0.006807517260313034
287.797140,1788179883.666646,396355,131,1,1,-21.427852630615234,4.096304893493652,-2.982450485229492,-0.041657984256744385,-0.033848829567432404,0.017250165343284607
288.173305,1788179884.042811,396858,160,1,1,-21.437862396240234,4.081724643707275,-2.9806764125823975,-0.025513596832752228,0.029482431709766388,-0.0016175545752048492
288.675310,1788179884.544816,397355,190,1,1,-21.43967628479004,4.08836555480957,-2.965343952178955,0.0009881316218525171,0.010107297450304031,0.00745962793007493
289.252215,1788179885.121721,397860,219,1,1,-21.43504524230957,4.122005462646484,-2.955156087875366,-0.01333907525986433,0.0815759152173996,-0.018757162615656853
289.673293,1788179885.542799,398354,247,1,1,-21.45551872253418,4.133867263793945,-2.9735984802246094,-0.010186910629272461,0.06872822344303131,-0.02725498005747795
290.238715,1788179886.108221,398855,20,1,1,-21.45848846435547,4.137641429901123,-2.983274459838867,0.03614188730716705,0.08776716887950897,0.008364095352590084
290.660912,1788179886.530418,399355,48,1,1,-21.435842514038086,4.136829376220703,-2.963156223297119,0.026560094207525253,0.02817561849951744,0.01633012667298317
291.129002,1788179886.998508,399857,77,1,1,-21.438199996948242,4.1430182456970215,-2.9664056301116943,-0.013966694474220276,0.08043454587459564,-0.01222129538655281
291.673182,1788179887.542688,400358,106,1,1,-21.436635971069336,4.158141136169434,-2.9624974727630615,0.00456923246383667,0.0232290830463171,-0.01254158653318882
292.204711,1788179888.074217,400853,135,1,1,-21.423372268676758,4.144902229309082,-2.9593608379364014,0.005292825400829315,-0.03509525954723358,-0.022840285673737526
292.656143,1788179888.525649,401355,163,1,1,-21.41242790222168,4.139958381652832,-2.965935230255127,-0.0016233846545219421,0.017313823103904724,0.01364782266318798
293.244044,1788179889.113550,401853,192,1,1,-21.406143188476562,4.165394306182861,-2.957265853881836,0.0016221966361626983,0.06757678091526031,-0.014708722941577435
293.651831,1788179889.521337,402358,220,1,1,-21.409059524536133,4.197754383087158,-2.95780873298645,0.00285084149800241,0.04427983611822128,0.08912764489650726
294.152896,1788179890.022402,402853,250,1,1,-21.39705467224121,4.204635143280029,-2.8145065307617188,0.02858312614262104,-0.0052434708923101425,0.554390549659729
294.729396,1788179890.598902,403356,23,1,1,-21.40270233154297,4.20402193069458,-2.4342193603515625,-0.033378966152668,-0.06156696379184723,0.7582603693008423
295.182176,1788179891.051682,403853,53,1,1,-21.426267623901367,4.181070804595947,-2.043370485305786,-0.10017997771501541,-0.10789233446121216,0.6782132983207703
295.635761,1788179891.505267,404356,82,1,1,-21.447900772094727,4.155386924743652,-1.7343635559082031,-0.014757230877876282,-0.05074058845639229,0.5506255626678467
296.228171,1788179892.097677,404853,112,1,1,-21.45897674560547,4.142446041107178,-1.4994999170303345,0.0038357190787792206,-0.013776122592389584,0.5342406630516052
296.694644,1788179892.564150,405356,141,1,1,-21.467700958251953,4.1525797843933105,-1.2428452968597412,0.006652729585766792,-0.023092318326234818,0.5797164440155029
297.144951,1788179893.014457,405853,171,1,1,-21.472347259521484,4.157386779785156,-0.9687897562980652,-0.0007370635867118835,0.025053050369024277,0.40765178203582764
297.724158,1788179893.593664,406356,200,1,1,-21.46786117553711,4.162421703338623,-0.8338048458099365,0.06484153121709824,0.038309480994939804,-0.0002707727253437042
298.144921,1788179894.014427,406853,230,1,1,-21.439773559570312,4.186089515686035,-0.8785499334335327,0.06666228175163269,-0.03017721325159073,-0.1929480880498886
298.752771,1788179894.622277,407353,3,1,1,-21.40741539001465,4.207042694091797,-0.9397157430648804,0.029473833739757538,0.01834016479551792,-0.1143312156200409
299.221550,1788179895.091056,407853,33,1,1,-21.416690826416016,4.22852897644043,-0.8953658938407898,-0.02657383680343628,-0.032327454537153244,0.1647500842809677
299.672314,1788179895.541820,408356,62,1,1,-21.421630859375,4.209009170532227,-0.8199787735939026,0.08030536770820618,0.015778105705976486,0.08681578934192657
300.213266,1788179896.082772,408853,92,1,1,-21.42264747619629,4.200131416320801,-0.7977163195610046,0.01027289591729641,0.0018891023937612772,-0.0029921887908130884
300.667747,1788179896.537253,409353,121,1,1,-21.43306541442871,4.211404800415039,-0.8171785473823547,0.0024359282106161118,0.00955703854560852,-0.08207153528928757
301.168481,1788179897.037987,409853,151,1,1,-21.43912124633789,4.21665620803833,-0.8419492840766907,-0.003382541239261627,-0.043459031730890274,-0.04126309975981712
301.671026,1788179897.540532,410355,181,1,1,-21.460969924926758,4.194639682769775,-0.8504571318626404,-0.0060530733317136765,-0.05276649445295334,0.01527013536542654
302.202081,1788179898.071587,410853,211,1,1,-21.469457626342773,4.185412883758545,-0.8649835586547852,0.04773250222206116,-0.00331732421182096,-0.005365505814552307
302.668886,1788179898.538392,411355,240,1,1,-21.469755172729492,4.1816253662109375,-0.8867397904396057,0.00855052750557661,-0.05194079130887985,0.050458572804927826
303.168411,1788179899.037917,411853,14,1,1,-21.48647117614746,4.164045333862305,-0.8756278157234192,-0.013251684606075287,-0.03099014051258564,0.04611707478761673
303.746939,1788179899.616445,412353,43,1,1,-21.494672775268555,4.153319835662842,-0.8743306398391724,0.025798983871936798,0.036980174481868744,0.05562707781791687
304.157353,1788179900.026859,412853,73,1,1,-21.497066497802734,4.146651744842529,-0.9083833694458008,0.029969587922096252,0.04819691181182861,-0.27894169092178345
304.724052,1788179900.593558,413353,102,1,1,-21.49663543701172,4.135560989379883,-1.189033031463623,-0.04084395617246628,0.01634041965007782,-0.8638054728507996
305.163175,1788179901.032681,413853,132,1,1,-21.542451858520508,4.137880325317383,-1.7770031690597534,-0.09919319301843643,0.06708233803510666,-1.4107028245925903
305.845256,1788179901.714762,414359,161,1,1,-21.582061767578125,4.133697986602783,-2.4591546058654785,-0.09103795886039734,-0.0259484201669693,-1.1730183362960815
306.283522,1788179902.153028,414853,194,1,1,-21.620431900024414,4.121072292327881,-2.879765033721924,-0.06381089985370636,0.0028698286041617393,-0.5831843018531799
306.687519,1788179902.557025,415363,224,1,1,-21.61977767944336,4.083376884460449,-3.03780198097229,0.03939582407474518,0.017679138109087944,-0.10340127348899841
307.200981,1788179903.070487,415861,0,1,1,-21.582155227661133,4.09238862991333,-2.9824798107147217,0.10287158936262131,0.06977631896734238,0.11881397664546967
307.733976,1788179903.603482,416360,29,1,1,-21.561153411865234,4.112170696258545,-2.944214344024658,-0.02407713420689106,0.05669208616018295,-0.0021263454109430313
308.187814,1788179904.057320,416858,59,1,1,-21.63383674621582,4.145003318786621,-2.9697189331054688,-0.24464236199855804,0.06647565215826035,-0.07553138583898544
308.643251,1788179904.512757,417361,88,1,1,-21.805435180664062,4.1655778884887695,-3.004462957382202,-0.3955523371696472,0.08837973326444626,-0.07479535043239594
309.271323,1788179905.140829,417853,118,1,1,-22.01316261291504,4.170623302459717,-3.016822099685669,-0.395840585231781,0.04059290513396263,0.006926470436155796
309.647039,1788179905.516545,418355,147,1,1,-22.21009063720703,4.175877094268799,-3.0173180103302,-0.43426886200904846,0.06733795255422592,-0.03610319644212723
310.147435,1788179906.016941,418855,177,1,1,-22.4470157623291,4.189578533172607,-3.025333881378174,-0.47332191467285156,0.04072686657309532,-0.04244102165102959
310.725409,1788179906.594915,419361,206,1,1,-22.677114486694336,4.223999977111816,-3.0064127445220947,-0.4791850745677948,0.11679966002702713,-0.004531940445303917
311.254658,1788179907.124164,419853,236,1,1,-22.890504837036133,4.290212154388428,-2.9794509410858154,-0.5162705779075623,0.12455052137374878,0.001516968011856079
311.815641,1788179907.685147,420353,10,1,1,-23.158145904541016,4.355040073394775,-2.9875471591949463,-0.5500072836875916,0.09576950967311859,0.0009726433781906962
312.177672,1788179908.047178,420853,40,1,1,-23.42525863647461,4.396438121795654,-3.0194504261016846,-0.5475470423698425,0.05620719492435455,-0.050370827317237854
312.682161,1788179908.551667,421354,69,1,1,-23.711645126342773,4.419990539550781,-3.0493991374969482,-0.598056435585022,0.04259480535984039,0.03585846722126007
313.133281,1788179909.002787,421854,99,1,1,-24.035778045654297,4.464238166809082,-3.0485641956329346,-0.6768832206726074,0.08960217237472534,0.058325935155153275
313.709713,1788179909.579219,422354,128,1,1,-24.367223739624023,4.489767551422119,-3.0219202041625977,-0.5694239735603333,0.032819341868162155,0.06932880729436874
314.177996,1788179910.047502,422854,158,1,1,-24.645282745361328,4.49638557434082,-3.007249116897583,-0.5414067506790161,0.03130532056093216,0.04530875384807587
314.675424,1788179910.544930,423354,187,1,1,-24.901857376098633,4.520826816558838,-3.0031898021698,-0.5672110319137573,0.09571525454521179,0.023891566321253777
315.205262,1788179911.074768,423854,217,1,1,-25.17485237121582,4.5617241859436035,-2.9875950813293457,-0.5511536598205566,0.06974104046821594,0.03856756538152695
315.704199,1788179911.573705,424357,246,1,1,-25.447078704833984,4.572425842285156,-2.996306896209717,-0.5466728210449219,0.00426604226231575,0.020052991807460785
316.235382,1788179912.104888,424857,20,1,1,-25.7275447845459,4.590317726135254,-2.9744017124176025,-0.5804881453514099,0.07286740839481354,0.051537610590457916
316.661093,1788179912.530599,425357,49,1,1,-26.02243423461914,4.623559474945068,-2.9479942321777344,-0.5724784731864929,0.17136669158935547,0.018382642418146133
317.161225,1788179913.030731,425855,79,1,1,-26.306171417236328,4.675286293029785,-2.975374221801758,-0.5506376028060913,0.16541416943073273,-0.03234219178557396
317.737437,1788179913.606943,426355,108,1,1,-26.597745895385742,4.733264923095703,-2.959108591079712,-0.5824856758117676,0.1023038700222969,0.008337950333952904
318.159821,1788179914.029327,426855,138,1,1,-26.902101516723633,4.771554946899414,-2.9577372074127197,-0.5874213576316833,0.07192623615264893,0.03155963867902756
318.705218,1788179914.574724,427356,167,1,1,-27.14458465576172,4.797257423400879,-2.9652810096740723,-0.3546724021434784,0.037100136280059814,0.003938198089599609
319.157530,1788179915.027036,427853,199,1,1,-27.243362426757812,4.812587261199951,-2.963773250579834,-0.11619679629802704,0.05750783160328865,-0.013602311722934246
319.691453,1788179915.560959,428354,231,1,1,-27.263404846191406,4.854421138763428,-2.9831409454345703,-0.027527522295713425,0.09500636160373688,0.014213933609426022
320.270329,1788179916.139835,428856,5,1,1,-27.30348777770996,4.910816669464111,-2.953494071960449,-0.053058672696352005,0.04284531995654106,-0.010332207195460796
320.770690,1788179916.640196,429356,34,1,1,-27.320594787597656,4.939250946044922,-3.0204012393951416,-0.026376718655228615,0.020230596885085106,-0.038996413350105286
321.241383,1788179917.110889,429856,64,1,1,-27.27745819091797,4.950767517089844,-2.976064443588257,0.09232917428016663,-0.009012898430228233,0.04753751680254936
321.694174,1788179917.563680,430356,94,1,1,-27.209054946899414,4.940421104431152,-2.9333791732788086,0.10136950016021729,-0.08438387513160706,0.03724158555269241
322.222926,1788179918.092432,430854,123,1,1,-27.151281356811523,4.900920867919922,-2.8831212520599365,0.059215717017650604,-0.1257101446390152,0.36892229318618774
322.689426,1788179918.558932,431356,151,1,1,-27.120132446289062,4.866400718688965,-2.67258882522583,-0.049098119139671326,-0.07717268913984299,0.618183970451355
323.155039,1788179919.024545,431853,180,1,1,-27.145763397216797,4.881654262542725,-2.466884136199951,-0.0885406881570816,0.07095551490783691,0.6774686574935913
323.765640,1788179919.635146,432353,208,1,1,-27.17678451538086,4.92896032333374,-2.3261663913726807,-0.04670903831720352,0.051624514162540436,0.6998480558395386
324.140476,1788179920.009982,432855,237,1,1,-27.206010818481445,4.951132297515869,-2.164283037185669,-0.0029242909513413906,-0.0721745416522026,0.7774447798728943
324.686877,1788179920.556383,433360,9,1,1,-27.212757110595703,4.875988960266113,-2.0121686458587646,-0.010929597541689873,-0.2326163798570633,0.8332001566886902
325.223359,1788179921.092865,433852,38,1,1,-27.221817016601562,4.772768020629883,-1.9329662322998047,0.04237852618098259,-0.20113593339920044,0.8490139842033386
325.755658,1788179921.625164,434357,66,1,1,-27.19498062133789,4.673632621765137,-1.8648083209991455,0.12822240591049194,-0.22672629356384277,0.5691659450531006
326.288345,1788179922.157851,434857,95,1,1,-27.14568328857422,4.670262813568115,-2.318796157836914,0.1561954915523529,0.06290062516927719,-0.5837545990943909
326.633625,1788179922.503131,435357,123,1,1,-27.14265251159668,4.6519036293029785,-2.835296630859375,0.038453590124845505,0.011407722719013691,-0.6402655839920044
327.168911,1788179923.038417,435862,153,1,1,-27.157634735107422,4.647699356079102,-3.330061197280884,0.017571905627846718,0.000190407270565629,-0.717411458492279
327.621813,1788179923.491319,436357,182,1,1,-27.162328720092773,4.647148132324219,-3.5680150985717773,-0.0019697649404406548,0.004125220235437155,-0.6965442895889282
328.279152,1788179924.148658,436854,213,1,1,-27.16157341003418,4.648728370666504,-3.145026206970215,-0.006642243359237909,-0.007848446257412434,-0.6784881353378296
328.716476,1788179924.585982,437357,241,1,1,-27.163869857788086,4.667407989501953,-3.3000612258911133,-0.013535031117498875,-0.0012807867024093866,-0.6299343109130859
329.233164,1788179925.102670,437852,14,1,1,-27.168624877929688,4.674769401550293,-3.3680810928344727,-0.023337632417678833,0.0006860292050987482,-0.5628405213356018
329.699328,1788179925.568834,438360,42,1,1,-27.17435646057129,4.67039155960083,-3.374659538269043,-0.027081597596406937,-0.007065924815833569,-0.48478126525878906
330.276472,1788179926.145978,438854,71,1,1,-27.177513122558594,4.653585910797119,-3.352234363555908,-0.028595609590411186,-0.019828325137495995,-0.40977227687835693
330.665743,1788179926.535249,439355,99,1,1,-27.179031372070312,4.633490085601807,-3.294196605682373,-0.029518498107790947,-0.031955476850271225,-0.33517974615097046
331.198811,1788179927.068317,439854,128,1,1,-27.182554244995117,4.641928672790527,-3.2203755378723145,-0.02910582721233368,-0.01896987110376358,-0.26282215118408203
331.698354,1788179927.567860,440355,157,1,1,-27.193567276000977,4.660915851593018,-3.14302921295166,-0.03352722153067589,-0.004026044625788927,-0.19936417043209076
332.244980,1788179928.114486,440854,186,1,1,-27.196657180786133,4.672639846801758,-3.293076753616333,-0.03031007945537567,0.0014871166786178946,-0.22291132807731628
332.649890,1788179928.519396,441354,214,1,1,-27.187541961669922,4.676496982574463,-3.2552268505096436,-0.019367646425962448,4.736236951430328e-05,-0.2716168761253357
333.149766,1788179929.019272,441855,243,1,1,-27.176315307617188,4.677041530609131,-3.4138545989990234,-0.011951060965657234,-0.0017011036397889256,-0.27959153056144714
333.731612,1788179929.601118,442354,15,1,1,-27.17799186706543,4.678658962249756,-3.5294294357299805,-0.012985468842089176,-0.0001911642320919782,-0.2720130383968353
334.152236,1788179930.021742,442854,44,1,1,-27.181032180786133,4.6921234130859375,-3.619035005569458,-0.01318211667239666,0.0060846079140901566,-0.2615520656108856
334.712202,1788179930.581708,443355,72,1,1,-27.175077438354492,4.715368747711182,-3.676380157470703,-0.006432804279029369,0.01531281415373087,-0.2413998246192932
335.259779,1788179931.129285,443854,101,1,1,-27.17742347717285,4.734870910644531,-3.714247703552246,-0.008042686618864536,0.018253466114401817,-0.22045113146305084
335.679305,1788179931.548811,444354,129,1,1,-27.17605209350586,4.752845287322998,-3.72359299659729,-0.003931419923901558,0.02282974123954773,-0.19544647634029388
336.192694,1788179932.062200,444854,158,1,1,-27.181825637817383,4.769477367401123,-3.7200417518615723,-0.005821526050567627,0.023729421198368073,-0.172542005777359
336.726199,1788179932.595705,445354,186,1,1,-27.195472717285156,4.794809341430664,-3.7043516635894775,-0.01096107717603445,0.02850344590842724,-0.15008467435836792
337.175561,1788179933.045067,445852,215,1,1,-27.210634231567383,4.8179612159729,-3.6804044246673584,-0.014223746955394745,0.028930295258760452,-0.12895609438419342
337.676581,1788179933.546087,446354,243,1,1,-27.223665237426758,4.841104030609131,-3.648794651031494,-0.015002739615738392,0.029736412689089775,-0.10765141248703003
338.210384,1788179934.079890,446854,16,1,1,-27.240882873535156,4.87052059173584,-3.607741594314575,-0.019276542589068413,0.03147374838590622,-0.08680970966815948
338.664393,1788179934.533899,447355,44,1,1,-27.264019012451172,4.906927108764648,-3.5606908798217773,-0.02324259839951992,0.03597110137343407,-0.06706854701042175
339.176936,1788179935.046442,447854,73,1,1,-27.291208267211914,4.951688766479492,-3.5246005058288574,-0.028801918029785156,0.04244224354624748,-0.051292534917593
339.708670,1788179935.578176,448354,101,1,1,-27.318679809570312,5.003415107727051,-3.479707956314087,-0.03481927886605263,0.05043473839759827,-0.03670521453022957
340.192804,1788179936.062310,448852,130,1,1,-27.338729858398438,5.050471782684326,-3.4364848136901855,-0.034375861287117004,0.054663822054862976,-0.024733765050768852
340.674156,1788179936.543662,449355,158,1,1,-27.35358238220215,5.088831424713135,-3.4139251708984375,-0.03025742806494236,0.05359182506799698,-0.01859876699745655
341.204824,1788179937.074330,449855,187,1,1,-27.36876106262207,5.110905647277832,-3.4023520946502686,-0.0284006055444479,0.043245911598205566,-0.023851977661252022
341.655590,1788179937.525096,450357,216,1,1,-27.371204376220703,5.146053791046143,-3.393963575363159,-0.020404579117894173,0.04403764382004738,-0.024162841960787773
342.237321,1788179938.106827,450855,245,1,1,-27.361534118652344,5.17656946182251,-3.384016990661621,-0.007452215068042278,0.040298573672771454,-0.020789647474884987
342.719170,1788179938.588676,451355,17,1,1,-27.36197853088379,5.216404914855957,-3.377061128616333,-0.004713147878646851,0.04554319754242897,-0.020267978310585022
343.159666,1788179939.029172,451855,46,1,1,-27.363861083984375,5.256831645965576,-3.3781826496124268,-0.0030385886784642935,0.04554727301001549,-0.023883648216724396
343.848438,1788179939.717944,452357,74,1,1,-27.35077667236328,5.2975945472717285,-3.3781256675720215,0.0070842779241502285,0.04825884848833084,-0.025057850405573845
344.238715,1788179940.108221,452854,106,1,1,-27.333587646484375,5.328282833099365,-3.3677022457122803,0.01491251215338707,0.04143979400396347,-0.021540014073252678
344.704799,1788179940.574305,453354,135,1,1,-27.32329750061035,5.350367546081543,-3.3543879985809326,0.01812157779932022,0.0333099402487278,-0.020989129319787025
345.233634,1788179941.103140,453860,164,1,1,-27.319456100463867,5.403209686279297,-3.3216605186462402,0.015094812959432602,0.04030874744057655,-0.016156550496816635
345.688679,1788179941.558185,454354,192,1,1,-27.30445671081543,5.43580436706543,-3.292990207672119,0.007138858549296856,0.0487484447658062,-0.0050999815575778484
346.158011,1788179942.027517,454854,221,1,1,-27.289764404296875,5.45035457611084,-3.3715476989746094,0.013964456506073475,0.04381212964653969,-0.5252118110656738
