elapsed_s,log_timestamp_unix_s,source_message,source_time_boot_ms,packet_seq,sysid,compid,mission_item_seq,mission_total,mission_state,mission_mode,coordinate_frame,type_mask,target_lat_raw_e7,target_lon_raw_e7,target_lat_deg,target_lon_deg,target_alt_m,target_vx_mps,target_vy_mps,target_vz_mps,target_afx_mps2,target_afy_mps2,target_afz_mps2,target_yaw_rad,target_yaw_rate_rad_s
0.075705,1788179595.945211,MISSION_CURRENT,,211,1,1,0,7,2,0,,,,,,,,,,,,,,,
0.527782,1788179596.397288,MISSION_CURRENT,,239,1,1,0,7,2,0,,,,,,,,,,,,,,,
1.079098,1788179596.948604,MISSION_CURRENT,,12,1,1,0,7,2,0,,,,,,,,,,,,,,,
1.685156,1788179597.554662,MISSION_CURRENT,,42,1,1,0,7,2,0,,,,,,,,,,,,,,,
2.042071,1788179597.911577,MISSION_CURRENT,,71,1,1,0,7,2,0,,,,,,,,,,,,,,,
2.603541,1788179598.473047,MISSION_CURRENT,,99,1,1,0,7,2,0,,,,,,,,,,,,,,,
3.148512,1788179599.018018,MISSION_CURRENT,,128,1,1,0,7,2,0,,,,,,,,,,,,,,,
3.524408,1788179599.393914,MISSION_CURRENT,,156,1,1,0,7,2,0,,,,,,,,,,,,,,,
4.022662,1788179599.892168,MISSION_CURRENT,,185,1,1,0,7,2,0,,,,,,,,,,,,,,,
4.568833,1788179600.438339,MISSION_CURRENT,,219,1,1,0,7,2,0,,,,,,,,,,,,,,,
6.526368,1788179602.395874,MISSION_CURRENT,,32,1,1,0,7,2,0,,,,,,,,,,,,,,,
8.554403,1788179604.423909,MISSION_CURRENT,,95,1,1,0,7,2,0,,,,,,,,,,,,,,,
10.626730,1788179606.496236,MISSION_CURRENT,,153,1,1,0,7,2,0,,,,,,,,,,,,,,,
12.548033,1788179608.417539,MISSION_CURRENT,,211,1,1,0,7,2,0,,,,,,,,,,,,,,,
14.574148,1788179610.443654,MISSION_CURRENT,,6,1,1,0,7,2,0,,,,,,,,,,,,,,,
15.075595,1788179610.945101,MISSION_CURRENT,,35,1,1,0,7,2,0,,,,,,,,,,,,,,,
15.604210,1788179611.473716,MISSION_CURRENT,,60,1,1,0,7,2,0,,,,,,,,,,,,,,,
16.041962,1788179611.911468,MISSION_CURRENT,,89,1,1,0,7,2,0,,,,,,,,,,,,,,,
16.526050,1788179612.395556,MISSION_CURRENT,,117,1,1,0,7,2,0,,,,,,,,,,,,,,,
17.099536,1788179612.969042,MISSION_CURRENT,,146,1,1,0,7,2,0,,,,,,,,,,,,,,,
17.523089,1788179613.392595,MISSION_CURRENT,,174,1,1,0,7,2,0,,,,,,,,,,,,,,,
18.022377,1788179613.891883,MISSION_CURRENT,,203,1,1,0,7,2,0,,,,,,,,,,,,,,,
18.601285,1788179614.470791,MISSION_CURRENT,,231,1,1,0,7,2,0,,,,,,,,,,,,,,,
19.051888,1788179614.921394,MISSION_CURRENT,,4,1,1,0,7,2,0,,,,,,,,,,,,,,,
19.520547,1788179615.390053,MISSION_CURRENT,,32,1,1,0,7,2,0,,,,,,,,,,,,,,,
20.005908,1788179615.875414,MISSION_CURRENT,,61,1,1,0,7,2,0,,,,,,,,,,,,,,,
20.552790,1788179616.422296,MISSION_CURRENT,,89,1,1,0,7,2,0,,,,,,,,,,,,,,,
21.004506,1788179616.874012,MISSION_CURRENT,,118,1,1,0,7,2,0,,,,,,,,,,,,,,,
21.520405,1788179617.389911,MISSION_CURRENT,,147,1,1,0,7,2,0,,,,,,,,,,,,,,,
22.020764,1788179617.890270,MISSION_CURRENT,,176,1,1,0,7,2,0,,,,,,,,,,,,,,,
22.615639,1788179618.485145,MISSION_CURRENT,,204,1,1,0,7,2,0,,,,,,,,,,,,,,,
23.086912,1788179618.956418,MISSION_CURRENT,,233,1,1,0,7,2,0,,,,,,,,,,,,,,,
23.509494,1788179619.379000,MISSION_CURRENT,,5,1,1,0,7,2,0,,,,,,,,,,,,,,,
24.007221,1788179619.876727,MISSION_CURRENT,,34,1,1,0,7,2,0,,,,,,,,,,,,,,,
24.555171,1788179620.424677,MISSION_CURRENT,,62,1,1,0,7,2,0,,,,,,,,,,,,,,,
25.034999,1788179620.904505,MISSION_CURRENT,,91,1,1,0,7,2,0,,,,,,,,,,,,,,,
25.612440,1788179621.481946,MISSION_CURRENT,,119,1,1,0,7,2,0,,,,,,,,,,,,,,,
26.067007,1788179621.936513,MISSION_CURRENT,,148,1,1,0,7,2,0,,,,,,,,,,,,,,,
26.532316,1788179622.401822,MISSION_CURRENT,,176,1,1,0,7,2,0,,,,,,,,,,,,,,,
27.031077,1788179622.900583,MISSION_CURRENT,,205,1,1,0,7,2,0,,,,,,,,,,,,,,,
27.546366,1788179623.415872,MISSION_CURRENT,,233,1,1,0,7,2,0,,,,,,,,,,,,,,,
28.028457,1788179623.897963,MISSION_CURRENT,,6,1,1,0,7,2,0,,,,,,,,,,,,,,,
28.605322,1788179624.474828,MISSION_CURRENT,,34,1,1,0,7,2,0,,,,,,,,,,,,,,,
29.061421,1788179624.930927,MISSION_CURRENT,,63,1,1,0,7,2,0,,,,,,,,,,,,,,,
29.492711,1788179625.362217,MISSION_CURRENT,,91,1,1,0,7,2,0,,,,,,,,,,,,,,,
30.025260,1788179625.894766,MISSION_CURRENT,,120,1,1,0,7,2,0,,,,,,,,,,,,,,,
30.524728,1788179626.394234,MISSION_CURRENT,,148,1,1,0,7,2,0,,,,,,,,,,,,,,,
31.025450,1788179626.894956,MISSION_CURRENT,,177,1,1,0,7,2,0,,,,,,,,,,,,,,,
31.603447,1788179627.472953,MISSION_CURRENT,,206,1,1,0,7,2,0,,,,,,,,,,,,,,,
32.056527,1788179627.926033,MISSION_CURRENT,,235,1,1,0,7,2,0,,,,,,,,,,,,,,,
32.523367,1788179628.392873,MISSION_CURRENT,,7,1,1,0,7,2,0,,,,,,,,,,,,,,,
33.055415,1788179628.924921,MISSION_CURRENT,,36,1,1,0,7,2,0,,,,,,,,,,,,,,,
33.520117,1788179629.389623,MISSION_CURRENT,,65,1,1,0,7,2,0,,,,,,,,,,,,,,,
33.990435,1788179629.859941,MISSION_CURRENT,,94,1,1,0,7,2,0,,,,,,,,,,,,,,,
34.580512,1788179630.450018,MISSION_CURRENT,,122,1,1,0,7,2,0,,,,,,,,,,,,,,,
35.049946,1788179630.919452,MISSION_CURRENT,,151,1,1,0,7,2,0,,,,,,,,,,,,,,,
35.517616,1788179631.387122,MISSION_CURRENT,,179,1,1,0,7,2,0,,,,,,,,,,,,,,,
36.048173,1788179631.917679,MISSION_CURRENT,,208,1,1,0,7,2,0,,,,,,,,,,,,,,,
36.521208,1788179632.390714,MISSION_CURRENT,,236,1,1,0,7,2,0,,,,,,,,,,,,,,,
37.112172,1788179632.981678,MISSION_CURRENT,,9,1,1,0,7,2,0,,,,,,,,,,,,,,,
37.579140,1788179633.448646,MISSION_CURRENT,,37,1,1,0,7,2,0,,,,,,,,,,,,,,,
38.045709,1788179633.915215,MISSION_CURRENT,,66,1,1,0,7,2,0,,,,,,,,,,,,,,,
38.621939,1788179634.491445,MISSION_CURRENT,,94,1,1,0,7,2,0,,,,,,,,,,,,,,,
38.997765,1788179634.867271,MISSION_CURRENT,,123,1,1,0,7,2,0,,,,,,,,,,,,,,,
39.528958,1788179635.398464,MISSION_CURRENT,,154,1,1,0,7,2,0,,,,,,,,,,,,,,,
40.108027,1788179635.977533,MISSION_CURRENT,,184,1,1,0,7,2,0,,,,,,,,,,,,,,,
40.545454,1788179636.414960,MISSION_CURRENT,,212,1,1,0,7,2,0,,,,,,,,,,,,,,,
41.025296,1788179636.894802,MISSION_CURRENT,,241,1,1,0,7,2,0,,,,,,,,,,,,,,,
41.480233,1788179637.349739,MISSION_CURRENT,,14,1,1,0,7,2,0,,,,,,,,,,,,,,,
42.041628,1788179637.911134,MISSION_CURRENT,,43,1,1,0,7,2,0,,,,,,,,,,,,,,,
42.524154,1788179638.393660,MISSION_CURRENT,,71,1,1,0,7,2,0,,,,,,,,,,,,,,,
42.976599,1788179638.846105,MISSION_CURRENT,,100,1,1,0,7,2,0,,,,,,,,,,,,,,,
43.566954,1788179639.436460,MISSION_CURRENT,,128,1,1,0,7,2,0,,,,,,,,,,,,,,,
44.020468,1788179639.889974,MISSION_CURRENT,,157,1,1,0,7,2,0,,,,,,,,,,,,,,,
44.577147,1788179640.446653,MISSION_CURRENT,,186,1,1,0,7,2,0,,,,,,,,,,,,,,,
45.033117,1788179640.902623,MISSION_CURRENT,,215,1,1,0,7,2,0,,,,,,,,,,,,,,,
45.511749,1788179641.381255,MISSION_CURRENT,,243,1,1,0,7,2,0,,,,,,,,,,,,,,,
46.012403,1788179641.881909,MISSION_CURRENT,,16,1,1,0,7,2,0,,,,,,,,,,,,,,,
46.559865,1788179642.429371,MISSION_CURRENT,,44,1,1,0,7,2,0,,,,,,,,,,,,,,,
47.013511,1788179642.883017,MISSION_CURRENT,,73,1,1,0,7,2,0,,,,,,,,,,,,,,,
47.561019,1788179643.430525,MISSION_CURRENT,,101,1,1,0,7,2,0,,,,,,,,,,,,,,,
48.012371,1788179643.881877,MISSION_CURRENT,,130,1,1,0,7,2,0,,,,,,,,,,,,,,,
48.510898,1788179644.380404,MISSION_CURRENT,,158,1,1,0,7,2,0,,,,,,,,,,,,,,,
49.087772,1788179644.957278,MISSION_CURRENT,,187,1,1,0,7,2,0,,,,,,,,,,,,,,,
49.537769,1788179645.407275,MISSION_CURRENT,,215,1,1,0,7,2,0,,,,,,,,,,,,,,,
50.088047,1788179645.957553,MISSION_CURRENT,,244,1,1,0,7,2,0,,,,,,,,,,,,,,,
50.508901,1788179646.378407,MISSION_CURRENT,,16,1,1,0,7,2,0,,,,,,,,,,,,,,,
51.041596,1788179646.911102,MISSION_CURRENT,,45,1,1,0,7,2,0,,,,,,,,,,,,,,,
51.634265,1788179647.503771,MISSION_CURRENT,,74,1,1,0,7,2,0,,,,,,,,,,,,,,,
52.086015,1788179647.955521,MISSION_CURRENT,,103,1,1,0,7,2,0,,,,,,,,,,,,,,,
52.539133,1788179648.408639,MISSION_CURRENT,,131,1,1,0,7,2,0,,,,,,,,,,,,,,,
52.992763,1788179648.862269,MISSION_CURRENT,,160,1,1,0,7,2,0,,,,,,,,,,,,,,,
53.538894,1788179649.408400,MISSION_CURRENT,,188,1,1,0,7,2,0,,,,,,,,,,,,,,,
54.034953,1788179649.904459,MISSION_CURRENT,,217,1,1,0,7,2,0,,,,,,,,,,,,,,,
54.599341,1788179650.468847,MISSION_CURRENT,,245,1,1,0,7,2,0,,,,,,,,,,,,,,,
55.063313,1788179650.932819,MISSION_CURRENT,,18,1,1,0,7,2,0,,,,,,,,,,,,,,,
55.518859,1788179651.388365,MISSION_CURRENT,,46,1,1,0,7,2,0,,,,,,,,,,,,,,,
56.062624,1788179651.932130,MISSION_CURRENT,,75,1,1,0,7,2,0,,,,,,,,,,,,,,,
56.530191,1788179652.399697,MISSION_CURRENT,,103,1,1,0,7,2,0,,,,,,,,,,,,,,,
57.014199,1788179652.883705,MISSION_CURRENT,,132,1,1,0,7,2,0,,,,,,,,,,,,,,,
57.595159,1788179653.464665,MISSION_CURRENT,,160,1,1,0,7,2,0,,,,,,,,,,,,,,,
58.045366,1788179653.914872,MISSION_CURRENT,,189,1,1,0,7,2,0,,,,,,,,,,,,,,,
58.515406,1788179654.384912,MISSION_CURRENT,,217,1,1,0,7,2,0,,,,,,,,,,,,,,,
59.057005,1788179654.926511,MISSION_CURRENT,,246,1,1,0,7,2,0,,,,,,,,,,,,,,,
59.526515,1788179655.396021,MISSION_CURRENT,,18,1,1,0,7,2,0,,,,,,,,,,,,,,,
60.011370,1788179655.880876,MISSION_CURRENT,,47,1,1,0,7,2,0,,,,,,,,,,,,,,,
60.587657,1788179656.457163,MISSION_CURRENT,,75,1,1,0,7,2,0,,,,,,,,,,,,,,,
61.041625,1788179656.911131,MISSION_CURRENT,,104,1,1,0,7,2,0,,,,,,,,,,,,,,,
61.508737,1788179657.378243,MISSION_CURRENT,,133,1,1,0,7,2,0,,,,,,,,,,,,,,,
62.057496,1788179657.927002,MISSION_CURRENT,,162,1,1,0,7,2,0,,,,,,,,,,,,,,,
62.512946,1788179658.382452,MISSION_CURRENT,,190,1,1,0,7,2,0,,,,,,,,,,,,,,,
63.122002,1788179658.991508,MISSION_CURRENT,,219,1,1,0,7,2,0,,,,,,,,,,,,,,,
63.541641,1788179659.411147,MISSION_CURRENT,,247,1,1,0,7,2,0,,,,,,,,,,,,,,,
64.040641,1788179659.910147,MISSION_CURRENT,,20,1,1,0,7,2,0,,,,,,,,,,,,,,,
64.508213,1788179660.377719,MISSION_CURRENT,,48,1,1,0,7,2,0,,,,,,,,,,,,,,,
65.036359,1788179660.905865,MISSION_CURRENT,,77,1,1,0,7,2,0,,,,,,,,,,,,,,,
65.536864,1788179661.406370,MISSION_CURRENT,,105,1,1,0,7,2,0,,,,,,,,,,,,,,,
65.989633,1788179661.859139,MISSION_CURRENT,,134,1,1,0,7,2,0,,,,,,,,,,,,,,,
66.566831,1788179662.436337,MISSION_CURRENT,,162,1,1,0,7,2,0,,,,,,,,,,,,,,,
67.036947,1788179662.906453,MISSION_CURRENT,,191,1,1,0,7,2,0,,,,,,,,,,,,,,,
67.569045,1788179663.438551,MISSION_CURRENT,,219,1,1,0,7,2,0,,,,,,,,,,,,,,,
68.066106,1788179663.935612,MISSION_CURRENT,,248,1,1,0,7,2,0,,,,,,,,,,,,,,,
68.518473,1788179664.387979,MISSION_CURRENT,,20,1,1,0,7,2,0,,,,,,,,,,,,,,,
69.098148,1788179664.967654,MISSION_CURRENT,,49,1,1,0,7,2,0,,,,,,,,,,,,,,,
69.553765,1788179665.423271,MISSION_CURRENT,,77,1,1,0,7,2,0,,,,,,,,,,,,,,,
70.040210,1788179665.909716,MISSION_CURRENT,,106,1,1,0,7,2,0,,,,,,,,,,,,,,,
70.569605,1788179666.439111,MISSION_CURRENT,,134,1,1,0,7,2,0,,,,,,,,,,,,,,,
71.049771,1788179666.919277,MISSION_CURRENT,,163,1,1,0,7,2,0,,,,,,,,,,,,,,,
71.520141,1788179667.389647,MISSION_CURRENT,,192,1,1,0,7,2,0,,,,,,,,,,,,,,,
72.005058,1788179667.874564,MISSION_CURRENT,,221,1,1,0,7,2,0,,,,,,,,,,,,,,,
72.549965,1788179668.419471,MISSION_CURRENT,,249,1,1,0,7,2,0,,,,,,,,,,,,,,,
73.005140,1788179668.874646,MISSION_CURRENT,,22,1,1,0,7,2,0,,,,,,,,,,,,,,,
73.551108,1788179669.420614,MISSION_CURRENT,,50,1,1,0,7,2,0,,,,,,,,,,,,,,,
74.016898,1788179669.886404,MISSION_CURRENT,,79,1,1,0,7,2,0,,,,,,,,,,,,,,,
74.625925,1788179670.495431,MISSION_CURRENT,,107,1,1,0,7,2,0,,,,,,,,,,,,,,,
75.001837,1788179670.871343,MISSION_CURRENT,,136,1,1,0,7,2,0,,,,,,,,,,,,,,,
75.532040,1788179671.401546,MISSION_CURRENT,,165,1,1,0,7,2,0,,,,,,,,,,,,,,,
76.005016,1788179671.874522,MISSION_CURRENT,,194,1,1,0,7,2,0,,,,,,,,,,,,,,,
76.555204,1788179672.424710,MISSION_CURRENT,,222,1,1,0,7,2,0,,,,,,,,,,,,,,,
77.006582,1788179672.876088,MISSION_CURRENT,,251,1,1,0,7,2,0,,,,,,,,,,,,,,,
77.599549,1788179673.469055,MISSION_CURRENT,,26,1,1,0,7,2,0,,,,,,,,,,,,,,,
78.071368,1788179673.940874,MISSION_CURRENT,,56,1,1,0,7,2,0,,,,,,,,,,,,,,,
78.534594,1788179674.404100,MISSION_CURRENT,,84,1,1,0,7,2,0,,,,,,,,,,,,,,,
78.991800,1788179674.861306,MISSION_CURRENT,,113,1,1,0,7,2,0,,,,,,,,,,,,,,,
79.539256,1788179675.408762,MISSION_CURRENT,,141,1,1,0,7,2,0,,,,,,,,,,,,,,,
80.023772,1788179675.893278,MISSION_CURRENT,,170,1,1,0,7,2,0,,,,,,,,,,,,,,,
80.597905,1788179676.467411,MISSION_CURRENT,,198,1,1,0,7,2,0,,,,,,,,,,,,,,,
81.069524,1788179676.939030,MISSION_CURRENT,,227,1,1,0,7,2,0,,,,,,,,,,,,,,,
81.515636,1788179677.385142,MISSION_CURRENT,,0,1,1,0,7,2,0,,,,,,,,,,,,,,,
82.065662,1788179677.935168,MISSION_CURRENT,,29,1,1,0,7,2,0,,,,,,,,,,,,,,,
82.532192,1788179678.401698,MISSION_CURRENT,,57,1,1,0,7,2,0,,,,,,,,,,,,,,,
83.014136,1788179678.883642,MISSION_CURRENT,,86,1,1,0,7,2,0,,,,,,,,,,,,,,,
83.591370,1788179679.460876,MISSION_CURRENT,,114,1,1,0,7,2,0,,,,,,,,,,,,,,,
84.062280,1788179679.931786,MISSION_CURRENT,,143,1,1,0,7,2,0,,,,,,,,,,,,,,,
84.517867,1788179680.387373,MISSION_CURRENT,,171,1,1,0,7,2,0,,,,,,,,,,,,,,,
85.017283,1788179680.886789,MISSION_CURRENT,,200,1,1,0,7,2,0,,,,,,,,,,,,,,,
85.537177,1788179681.406683,MISSION_CURRENT,,228,1,1,0,7,2,0,,,,,,,,,,,,,,,
86.019292,1788179681.888798,MISSION_CURRENT,,1,1,1,0,7,2,0,,,,,,,,,,,,,,,
86.595300,1788179682.464806,MISSION_CURRENT,,29,1,1,0,7,2,0,,,,,,,,,,,,,,,
87.047509,1788179682.917015,MISSION_CURRENT,,58,1,1,0,7,2,0,,,,,,,,,,,,,,,
87.525642,1788179683.395148,MISSION_CURRENT,,86,1,1,0,7,2,0,,,,,,,,,,,,,,,
88.046721,1788179683.916227,MISSION_CURRENT,,115,1,1,0,7,2,0,,,,,,,,,,,,,,,
88.516526,1788179684.386032,MISSION_CURRENT,,143,1,1,0,7,2,0,,,,,,,,,,,,,,,
89.000224,1788179684.869730,MISSION_CURRENT,,172,1,1,0,7,2,0,,,,,,,,,,,,,,,
89.574527,1788179685.444033,MISSION_CURRENT,,200,1,1,0,7,2,0,,,,,,,,,,,,,,,
90.042731,1788179685.912237,MISSION_CURRENT,,229,1,1,0,7,2,0,,,,,,,,,,,,,,,
90.494211,1788179686.363717,MISSION_CURRENT,,1,1,1,0,7,2,0,,,,,,,,,,,,,,,
91.056135,1788179686.925641,MISSION_CURRENT,,30,1,1,0,7,2,0,,,,,,,,,,,,,,,
91.538838,1788179687.408344,MISSION_CURRENT,,59,1,1,0,7,2,0,,,,,,,,,,,,,,,
92.116049,1788179687.985555,MISSION_CURRENT,,88,1,1,0,7,2,0,,,,,,,,,,,,,,,
92.568557,1788179688.438063,MISSION_CURRENT,,116,1,1,0,7,2,0,,,,,,,,,,,,,,,
93.034616,1788179688.904122,MISSION_CURRENT,,145,1,1,0,7,2,0,,,,,,,,,,,,,,,
93.486435,1788179689.355941,MISSION_CURRENT,,173,1,1,0,7,2,0,,,,,,,,,,,,,,,
94.033119,1788179689.902625,MISSION_CURRENT,,202,1,1,0,7,2,0,,,,,,,,,,,,,,,
94.531719,1788179690.401225,MISSION_CURRENT,,230,1,1,0,7,2,0,,,,,,,,,,,,,,,
95.095164,1788179690.964670,MISSION_CURRENT,,3,1,1,0,7,2,0,,,,,,,,,,,,,,,
95.544678,1788179691.414184,MISSION_CURRENT,,31,1,1,0,7,2,0,,,,,,,,,,,,,,,
96.027567,1788179691.897073,MISSION_CURRENT,,60,1,1,0,7,2,0,,,,,,,,,,,,,,,
96.606230,1788179692.475736,MISSION_CURRENT,,88,1,1,0,7,2,0,,,,,,,,,,,,,,,
97.058436,1788179692.927942,MISSION_CURRENT,,117,1,1,0,7,2,0,,,,,,,,,,,,,,,
97.540759,1788179693.410265,MISSION_CURRENT,,145,1,1,0,7,2,0,,,,,,,,,,,,,,,
98.089136,1788179693.958642,MISSION_CURRENT,,174,1,1,0,7,2,0,,,,,,,,,,,,,,,
98.526437,1788179694.395943,MISSION_CURRENT,,202,1,1,0,7,2,0,,,,,,,,,,,,,,,
99.028280,1788179694.897786,MISSION_CURRENT,,231,1,1,0,7,2,0,,,,,,,,,,,,,,,
99.520539,1788179695.390045,MISSION_CURRENT,,3,1,1,0,7,2,0,,,,,,,,,,,,,,,
100.019374,1788179695.888880,MISSION_CURRENT,,32,1,1,0,7,2,0,,,,,,,,,,,,,,,
100.517124,1788179696.386630,MISSION_CURRENT,,60,1,1,0,7,2,0,,,,,,,,,,,,,,,
101.002978,1788179696.872484,MISSION_CURRENT,,89,1,1,0,7,2,0,,,,,,,,,,,,,,,
101.551012,1788179697.420518,MISSION_CURRENT,,118,1,1,0,7,2,0,,,,,,,,,,,,,,,
102.002624,1788179697.872130,MISSION_CURRENT,,147,1,1,0,7,2,0,,,,,,,,,,,,,,,
102.545709,1788179698.415215,MISSION_CURRENT,,175,1,1,0,7,2,0,,,,,,,,,,,,,,,
103.041405,1788179698.910911,MISSION_CURRENT,,204,1,1,0,7,2,0,,,,,,,,,,,,,,,
103.624241,1788179699.493747,MISSION_CURRENT,,232,1,1,0,7,2,0,,,,,,,,,,,,,,,
103.998509,1788179699.868015,MISSION_CURRENT,,5,1,1,0,7,2,0,,,,,,,,,,,,,,,
104.540739,1788179700.410245,MISSION_CURRENT,,33,1,1,0,7,2,0,,,,,,,,,,,,,,,
105.076693,1788179700.946199,MISSION_CURRENT,,62,1,1,0,7,2,0,,,,,,,,,,,,,,,
105.543981,1788179701.413487,MISSION_CURRENT,,90,1,1,0,7,2,0,,,,,,,,,,,,,,,
105.997236,1788179701.866742,MISSION_CURRENT,,119,1,1,0,7,2,0,,,,,,,,,,,,,,,
106.604868,1788179702.474374,MISSION_CURRENT,,148,1,1,0,7,2,0,,,,,,,,,,,,,,,
107.040733,1788179702.910239,MISSION_CURRENT,,177,1,1,0,7,2,0,,,,,,,,,,,,,,,
107.527097,1788179703.396603,MISSION_CURRENT,,205,1,1,0,7,2,0,,,,,,,,,,,,,,,
108.077376,1788179703.946882,MISSION_CURRENT,,234,1,1,0,7,2,0,,,,,,,,,,,,,,,
108.545321,1788179704.414827,MISSION_CURRENT,,6,1,1,0,7,2,0,,,,,,,,,,,,,,,
109.028625,1788179704.898131,MISSION_CURRENT,,35,1,1,0,7,2,0,,,,,,,,,,,,,,,
109.589947,1788179705.459453,MISSION_CURRENT,,63,1,1,0,7,2,0,,,,,,,,,,,,,,,
110.060017,1788179705.929523,MISSION_CURRENT,,92,1,1,0,7,2,0,,,,,,,,,,,,,,,
110.513969,1788179706.383475,MISSION_CURRENT,,120,1,1,0,7,2,0,,,,,,,,,,,,,,,
111.062010,1788179706.931516,MISSION_CURRENT,,149,1,1,0,7,2,0,,,,,,,,,,,,,,,
111.515079,1788179707.384585,MISSION_CURRENT,,178,1,1,0,7,2,0,,,,,,,,,,,,,,,
112.013396,1788179707.882902,MISSION_CURRENT,,207,1,1,0,7,2,0,,,,,,,,,,,,,,,
112.594564,1788179708.464070,MISSION_CURRENT,,235,1,1,0,7,2,0,,,,,,,,,,,,,,,
113.048095,1788179708.917601,MISSION_CURRENT,,8,1,1,0,7,2,0,,,,,,,,,,,,,,,
113.504572,1788179709.374078,MISSION_CURRENT,,36,1,1,0,7,2,0,,,,,,,,,,,,,,,
114.053217,1788179709.922723,MISSION_CURRENT,,65,1,1,0,7,2,0,,,,,,,,,,,,,,,
114.516725,1788179710.386231,MISSION_CURRENT,,93,1,1,0,7,2,0,,,,,,,,,,,,,,,
115.001159,1788179710.870665,MISSION_CURRENT,,122,1,1,0,7,2,0,,,,,,,,,,,,,,,
115.623360,1788179711.492866,MISSION_CURRENT,,152,1,1,0,7,2,0,,,,,,,,,,,,,,,
116.016771,1788179711.886277,MISSION_CURRENT,,183,1,1,0,7,2,0,,,,,,,,,,,,,,,
116.576562,1788179712.446068,MISSION_CURRENT,,211,1,1,0,7,2,0,,,,,,,,,,,,,,,
117.073747,1788179712.943253,MISSION_CURRENT,,240,1,1,0,7,2,0,,,,,,,,,,,,,,,
117.499000,1788179713.368506,MISSION_CURRENT,,12,1,1,0,7,2,0,,,,,,,,,,,,,,,
118.110457,1788179713.979963,MISSION_CURRENT,,41,1,1,0,7,2,0,,,,,,,,,,,,,,,
118.531630,1788179714.401136,MISSION_CURRENT,,69,1,1,0,7,2,0,,,,,,,,,,,,,,,
119.035036,1788179714.904542,MISSION_CURRENT,,98,1,1,0,7,2,0,,,,,,,,,,,,,,,
119.613894,1788179715.483400,MISSION_CURRENT,,126,1,1,0,7,2,0,,,,,,,,,,,,,,,
120.036452,1788179715.905958,MISSION_CURRENT,,155,1,1,0,7,2,0,,,,,,,,,,,,,,,
120.518708,1788179716.388214,MISSION_CURRENT,,183,1,1,0,7,2,0,,,,,,,,,,,,,,,
121.096331,1788179716.965837,MISSION_CURRENT,,212,1,1,0,7,2,0,,,,,,,,,,,,,,,
121.538302,1788179717.407808,MISSION_CURRENT,,241,1,1,0,7,2,0,,,,,,,,,,,,,,,
122.015351,1788179717.884857,MISSION_CURRENT,,14,1,1,0,7,2,0,,,,,,,,,,,,,,,
122.562309,1788179718.431815,MISSION_CURRENT,,42,1,1,0,7,2,0,,,,,,,,,,,,,,,
123.064511,1788179718.934017,MISSION_CURRENT,,71,1,1,0,7,2,0,,,,,,,,,,,,,,,
123.515184,1788179719.384690,MISSION_CURRENT,,99,1,1,0,7,2,0,,,,,,,,,,,,,,,
123.968172,1788179719.837678,MISSION_CURRENT,,128,1,1,0,7,2,0,,,,,,,,,,,,,,,
124.546718,1788179720.416224,MISSION_CURRENT,,156,1,1,0,7,2,0,,,,,,,,,,,,,,,
125.016528,1788179720.886034,MISSION_CURRENT,,185,1,1,0,7,2,0,,,,,,,,,,,,,,,
125.549849,1788179721.419355,MISSION_CURRENT,,213,1,1,0,7,2,0,,,,,,,,,,,,,,,
126.018094,1788179721.887600,MISSION_CURRENT,,242,1,1,0,7,2,0,,,,,,,,,,,,,,,
126.515079,1788179722.384585,MISSION_CURRENT,,14,1,1,0,7,2,0,,,,,,,,,,,,,,,
127.000420,1788179722.869926,MISSION_CURRENT,,43,1,1,0,7,2,0,,,,,,,,,,,,,,,
127.544985,1788179723.414491,MISSION_CURRENT,,71,1,1,0,7,2,0,,,,,,,,,,,,,,,
127.996081,1788179723.865587,MISSION_CURRENT,,100,1,1,0,7,2,0,,,,,,,,,,,,,,,
128.547636,1788179724.417142,MISSION_CURRENT,,128,1,1,0,7,2,0,,,,,,,,,,,,,,,
129.046873,1788179724.916379,MISSION_CURRENT,,157,1,1,0,7,2,0,,,,,,,,,,,,,,,
129.608199,1788179725.477705,MISSION_CURRENT,,185,1,1,0,7,2,0,,,,,,,,,,,,,,,
130.082392,1788179725.951898,MISSION_CURRENT,,214,1,1,0,7,2,0,,,,,,,,,,,,,,,
130.532624,1788179726.402130,MISSION_CURRENT,,242,1,1,0,7,2,0,,,,,,,,,,,,,,,
131.046058,1788179726.915564,MISSION_CURRENT,,15,1,1,0,7,2,0,,,,,,,,,,,,,,,
131.547376,1788179727.416882,MISSION_CURRENT,,44,1,1,0,7,2,0,,,,,,,,,,,,,,,
132.029800,1788179727.899306,MISSION_CURRENT,,73,1,1,0,7,2,0,,,,,,,,,,,,,,,
132.606161,1788179728.475667,MISSION_CURRENT,,101,1,1,0,7,2,0,,,,,,,,,,,,,,,
133.074379,1788179728.943885,MISSION_CURRENT,,130,1,1,0,7,2,0,,,,,,,,,,,,,,,
133.525173,1788179729.394679,MISSION_CURRENT,,158,1,1,0,7,2,0,,,,,,,,,,,,,,,
134.073183,1788179729.942689,MISSION_CURRENT,,187,1,1,0,7,2,0,,,,,,,,,,,,,,,
134.492593,1788179730.362099,MISSION_CURRENT,,215,1,1,0,7,2,0,,,,,,,,,,,,,,,
