elapsed_s,log_timestamp_unix_s,source_time_usec,seq,sysid,compid,fix_type,satellites_visible,lat_raw_e7,lon_raw_e7,alt_raw_mm,lat_deg,lon_deg,alt_m_msl,eph_raw,epv_raw,eph_scaled_1e_2,epv_scaled_1e_2,vel_raw_cm_s,ground_speed_mps,cog_raw_cdeg,cog_deg,alt_ellipsoid_raw_mm,alt_ellipsoid_m,h_acc_raw_mm,h_acc_m,v_acc_raw_mm,v_acc_m,vel_acc_raw_mm_s,vel_acc_mps,hdg_acc_raw_1e5_deg,hdg_acc_deg,yaw_raw_cdeg,yaw_deg
325.143960,1788179921.013466,433707000,31,1,1,4,30,60771235,801907823,22120,6.0771235,80.1907823,22.12,53,76,0.53,0.76,19,0.19,25637,256.37,-75944,-75.944,291,0.291,454,0.454,168,0.168,0,0.0,0,
325.724018,1788179921.593524,434307000,59,1,1,4,31,60771238,801907809,21430,6.0771238,80.1907809,21.43,53,76,0.53,0.76,32,0.32,28198,281.98,-76634,-76.634,296,0.296,462,0.462,187,0.187,0,0.0,0,
326.180053,1788179922.049559,434707000,88,1,1,4,31,60771244,801907809,21490,6.0771244,80.1907809,21.490000000000002,53,76,0.53,0.76,65,0.65,32280,322.8,-76574,-76.574,303,0.303,478,0.47800000000000004,198,0.198,0,0.0,0,
326.602055,1788179922.471561,435307000,116,1,1,4,31,60771242,801907806,21490,6.0771242,80.1907806,21.490000000000002,54,76,0.54,0.76,3,0.03,33719,337.19,-76574,-76.574,318,0.318,503,0.503,222,0.222,0,0.0,0,
327.104389,1788179922.973895,435707000,145,1,1,4,30,60771242,801907805,21500,6.0771242,80.1907805,21.5,54,76,0.54,0.76,3,0.03,33719,337.19,-76564,-76.56400000000001,322,0.322,511,0.511,196,0.196,0,0.0,0,
327.560757,1788179923.430263,436307000,175,1,1,4,30,60771243,801907805,21520,6.0771242999999995,80.1907805,21.52,52,73,0.52,0.73,4,0.04,33719,337.19,-76544,-76.544,324,0.324,520,0.52,128,0.128,0,0.0,0,
328.248159,1788179924.117665,436707000,206,1,1,4,30,60771242,801907807,21460,6.0771242,80.19078069999999,21.46,52,73,0.52,0.73,8,0.08,33719,337.19,-76604,-76.604,325,0.325,525,0.525,182,0.182,0,0.0,0,
328.623770,1788179924.493276,437307000,234,1,1,4,30,60771242,801907807,21500,6.0771242,80.19078069999999,21.5,52,73,0.52,0.73,3,0.03,33719,337.19,-76564,-76.56400000000001,326,0.326,533,0.533,131,0.131,0,0.0,0,
329.170368,1788179925.039874,437707000,7,1,1,4,30,60771242,801907806,21540,6.0771242,80.1907806,21.54,52,73,0.52,0.73,2,0.02,33719,337.19,-76524,-76.524,327,0.327,538,0.538,182,0.182,0,0.0,0,
329.636935,1788179925.506441,438307000,35,1,1,4,28,60771242,801907805,21560,6.0771242,80.1907805,21.56,54,74,0.54,0.74,6,0.06,33719,337.19,-76504,-76.504,329,0.329,546,0.546,181,0.181,0,0.0,0,
330.197527,1788179926.067033,438707000,64,1,1,4,29,60771242,801907803,21600,6.0771242,80.1907803,21.6,55,76,0.55,0.76,4,0.04,33719,337.19,-76464,-76.464,330,0.33,551,0.551,181,0.181,0,0.0,0,
330.572626,1788179926.442132,439307000,92,1,1,4,29,60771241,801907804,21540,6.0771241,80.1907804,21.54,53,73,0.53,0.73,5,0.05,33719,337.19,-76524,-76.524,331,0.331,559,0.559,172,0.17200000000000001,0,0.0,0,
331.119341,1788179926.988847,439707000,121,1,1,4,28,60771242,801907806,21550,6.0771242,80.1907806,21.55,53,73,0.53,0.73,4,0.04,33719,337.19,-76514,-76.514,332,0.332,563,0.5630000000000001,78,0.078,0,0.0,0,
331.619865,1788179927.489371,440307000,150,1,1,4,29,60771240,801907808,21550,6.0771239999999995,80.1907808,21.55,53,73,0.53,0.73,1,0.01,33719,337.19,-76514,-76.514,333,0.333,570,0.5700000000000001,190,0.19,0,0.0,0,
332.166998,1788179928.036504,440707000,179,1,1,4,29,60771241,801907807,21570,6.0771241,80.19078069999999,21.57,53,73,0.53,0.73,2,0.02,33719,337.19,-76494,-76.494,334,0.334,574,0.5740000000000001,185,0.185,0,0.0,0,
332.572358,1788179928.441864,441307000,207,1,1,4,29,60771242,801907807,21570,6.0771242,80.19078069999999,21.57,53,73,0.53,0.73,0,0.0,33719,337.19,-76494,-76.494,335,0.335,580,0.58,172,0.17200000000000001,0,0.0,0,
333.087158,1788179928.956664,441707000,236,1,1,4,29,60771242,801907808,21570,6.0771242,80.1907808,21.57,53,73,0.53,0.73,2,0.02,33719,337.19,-76494,-76.494,336,0.336,583,0.583,171,0.171,0,0.0,0,
333.654120,1788179929.523626,442307000,8,1,1,4,29,60771241,801907809,21570,6.0771241,80.1907809,21.57,53,73,0.53,0.73,6,0.06,33719,337.19,-76494,-76.494,337,0.337,588,0.588,149,0.149,0,0.0,0,
334.074287,1788179929.943793,442707000,37,1,1,4,29,60771241,801907811,21550,6.0771241,80.1907811,21.55,53,73,0.53,0.73,4,0.04,33719,337.19,-76514,-76.514,338,0.338,592,0.592,172,0.17200000000000001,0,0.0,0,
334.602134,1788179930.471640,443307000,65,1,1,4,28,60771241,801907814,21500,6.0771241,80.19078139999999,21.5,53,73,0.53,0.73,1,0.01,33719,337.19,-76564,-76.56400000000001,339,0.339,597,0.597,165,0.165,0,0.0,0,
335.150329,1788179931.019835,443707000,94,1,1,4,29,60771240,801907815,21490,6.0771239999999995,80.1907815,21.490000000000002,53,73,0.53,0.73,1,0.01,33719,337.19,-76574,-76.574,340,0.34,601,0.601,170,0.17,0,0.0,0,
335.601933,1788179931.471439,444307000,122,1,1,4,29,60771240,801907817,21460,6.0771239999999995,80.1907817,21.46,55,75,0.55,0.75,1,0.01,33719,337.19,-76604,-76.604,341,0.341,606,0.606,171,0.171,0,0.0,0,
336.068108,1788179931.937614,444707000,151,1,1,4,28,60771238,801907818,21440,6.0771238,80.1907818,21.44,55,75,0.55,0.75,6,0.06,33719,337.19,-76624,-76.624,342,0.342,610,0.61,175,0.17500000000000002,0,0.0,0,
336.647219,1788179932.516725,445307000,179,1,1,4,28,60771236,801907821,21420,6.077123599999999,80.19078209999999,21.42,60,80,0.6,0.8,5,0.05,33719,337.19,-76644,-76.644,344,0.34400000000000003,615,0.615,146,0.146,0,0.0,0,
337.099940,1788179932.969446,445704000,208,1,1,4,27,60771235,801907824,21380,6.0771235,80.1907824,21.38,60,80,0.6,0.8,4,0.04,33719,337.19,-76684,-76.684,345,0.34500000000000003,618,0.618,173,0.17300000000000001,0,0.0,0,
337.597699,1788179933.467205,446304000,236,1,1,4,28,60771233,801907828,21330,6.077123299999999,80.1907828,21.330000000000002,60,80,0.6,0.8,1,0.01,33719,337.19,-76734,-76.734,346,0.34600000000000003,623,0.623,178,0.178,0,0.0,0,
338.132388,1788179934.001894,446704000,9,1,1,4,27,60771231,801907831,21270,6.0771231,80.19078309999999,21.27,60,80,0.6,0.8,4,0.04,33719,337.19,-76794,-76.794,347,0.34700000000000003,627,0.627,172,0.17200000000000001,0,0.0,0,
338.600628,1788179934.470134,447304000,37,1,1,4,28,60771229,801907836,21190,6.0771229,80.1907836,21.19,60,80,0.6,0.8,5,0.05,33719,337.19,-76874,-76.874,347,0.34700000000000003,631,0.631,168,0.168,0,0.0,0,
339.082995,1788179934.952501,447704000,66,1,1,4,27,60771227,801907840,21140,6.077122699999999,80.190784,21.14,60,80,0.6,0.8,0,0.0,33719,337.19,-76924,-76.924,348,0.34800000000000003,634,0.634,171,0.171,0,0.0,0,
339.644963,1788179935.514469,448304000,94,1,1,4,27,60771225,801907845,21060,6.0771225,80.19078449999999,21.06,60,80,0.6,0.8,4,0.04,33719,337.19,-77004,-77.004,348,0.34800000000000003,638,0.638,172,0.17200000000000001,0,0.0,0,
340.099993,1788179935.969499,448704000,123,1,1,4,27,60771224,801907847,21010,6.0771223999999995,80.1907847,21.01,60,80,0.6,0.8,4,0.04,33719,337.19,-77054,-77.054,348,0.34800000000000003,640,0.64,122,0.122,0,0.0,0,
340.596445,1788179936.465951,449304000,151,1,1,4,27,60771223,801907849,21020,6.0771223,80.1907849,21.02,60,80,0.6,0.8,5,0.05,33719,337.19,-77044,-77.044,349,0.34900000000000003,644,0.644,162,0.162,0,0.0,0,
341.128530,1788179936.998036,449704000,180,1,1,4,27,60771223,801907851,20990,6.0771223,80.1907851,20.990000000000002,60,80,0.6,0.8,4,0.04,33719,337.19,-77075,-77.075,350,0.35000000000000003,646,0.646,81,0.081,0,0.0,0,
341.596544,1788179937.466050,450304000,209,1,1,4,26,60771224,801907855,20960,6.0771223999999995,80.19078549999999,20.96,60,80,0.6,0.8,7,0.07,33719,337.19,-77104,-77.104,351,0.35100000000000003,649,0.649,160,0.16,0,0.0,0,
342.175199,1788179938.044705,450704000,238,1,1,4,27,60771225,801907858,20910,6.0771225,80.1907858,20.91,60,80,0.6,0.8,0,0.0,33719,337.19,-77154,-77.154,352,0.352,652,0.652,176,0.176,0,0.0,0,
342.656293,1788179938.525799,451304000,10,1,1,4,27,60771224,801907863,20840,6.0771223999999995,80.1907863,20.84,60,80,0.6,0.8,0,0.0,33719,337.19,-77224,-77.224,352,0.352,654,0.654,175,0.17500000000000002,0,0.0,0,
343.094959,1788179938.964465,451704000,39,1,1,4,28,60771226,801907866,20790,6.0771226,80.1907866,20.79,60,80,0.6,0.8,1,0.01,33719,337.19,-77274,-77.274,353,0.353,655,0.655,167,0.167,0,0.0,0,
343.693935,1788179939.563441,452304000,67,1,1,4,28,60771228,801907870,20750,6.0771228,80.190787,20.75,60,80,0.6,0.8,4,0.04,33719,337.19,-77314,-77.31400000000001,353,0.353,659,0.659,134,0.134,0,0.0,0,
344.131366,1788179940.000872,452704000,99,1,1,4,28,60771229,801907870,20700,6.0771229,80.190787,20.7,60,80,0.6,0.8,4,0.04,33719,337.19,-77364,-77.364,355,0.355,663,0.663,173,0.17300000000000001,0,0.0,0,
344.611865,1788179940.481371,453304000,128,1,1,4,27,60771229,801907876,20610,6.0771229,80.1907876,20.61,61,81,0.61,0.81,16,0.16,4398,43.980000000000004,-77454,-77.45400000000001,359,0.359,671,0.671,173,0.17300000000000001,0,0.0,0,
345.155465,1788179941.024971,453704000,157,1,1,4,25,60771229,801907880,20530,6.0771229,80.190788,20.53,74,106,0.74,1.06,5,0.05,4398,43.980000000000004,-77535,-77.535,360,0.36,671,0.671,145,0.145,0,0.0,0,
345.625844,1788179941.495350,454304000,185,1,1,4,23,60771234,801907882,20440,6.0771234,80.1907882,20.44,78,100,0.78,1.0,3,0.03,4398,43.980000000000004,-77624,-77.624,358,0.358,667,0.667,75,0.075,0,0.0,0,
346.108744,1788179941.978250,454704000,214,1,1,4,22,60771237,801907884,20410,6.0771237,80.1907884,20.41,78,100,0.78,1.0,3,0.03,4398,43.980000000000004,-77654,-77.654,355,0.355,660,0.66,143,0.14300000000000002,0,0.0,0,
346.653163,1788179942.522669,455304000,242,1,1,4,22,60771244,801907887,20690,6.0771244,80.1907887,20.69,78,100,0.78,1.0,48,0.48,143,1.43,-77374,-77.374,352,0.352,654,0.654,122,0.122,0,0.0,0,
347.107280,1788179942.976786,455704000,15,1,1,4,23,60771270,801907886,20990,6.077127,80.19078859999999,20.990000000000002,78,100,0.78,1.0,81,0.81,35816,358.16,-77074,-77.074,350,0.35000000000000003,647,0.647,112,0.112,0,0.0,0,
347.579363,1788179943.448869,456304000,43,1,1,4,23,60771320,801907889,21290,6.077132,80.1907889,21.29,76,99,0.76,0.99,113,1.1300000000000001,912,9.120000000000001,-76774,-76.774,347,0.34700000000000003,633,0.633,81,0.081,0,0.0,0,
348.159198,1788179944.028704,456704000,72,1,1,4,24,60771357,801907889,21380,6.0771356999999995,80.1907889,21.38,76,99,0.76,0.99,99,0.99,89,0.89,-76684,-76.684,347,0.34700000000000003,623,0.623,54,0.054,0,0.0,0,
348.641711,1788179944.511217,457304000,100,1,1,4,24,60771403,801907874,21590,6.0771403,80.19078739999999,21.59,76,99,0.76,0.99,79,0.79,35051,350.51,-76474,-76.474,347,0.34700000000000003,607,0.607,67,0.067,0,0.0,0,
349.093374,1788179944.962880,457704000,129,1,1,4,24,60771426,801907864,21760,6.077142599999999,80.1907864,21.76,76,99,0.76,0.99,75,0.75,34551,345.51,-76304,-76.304,346,0.34600000000000003,598,0.598,62,0.062,0,0.0,0,
349.650789,1788179945.520295,458304000,157,1,1,4,25,60771469,801907860,21780,6.0771469,80.190786,21.78,76,99,0.76,0.99,93,0.93,35873,358.73,-76284,-76.284,344,0.34400000000000003,585,0.585,71,0.07100000000000001,0,0.0,0,
350.103796,1788179945.973302,458704000,186,1,1,4,25,60771502,801907854,21910,6.0771502,80.1907854,21.91,73,96,0.73,0.96,92,0.92,35382,353.82,-76155,-76.155,343,0.343,577,0.577,61,0.061,0,0.0,0,
350.603895,1788179946.473401,459304000,214,1,1,4,26,60771540,801907843,22090,6.077154,80.19078429999999,22.09,73,96,0.73,0.96,62,0.62,34728,347.28000000000003,-75974,-75.974,340,0.34,565,0.5650000000000001,69,0.069,0,0.0,0,
351.147617,1788179947.017123,459704000,243,1,1,4,25,60771565,801907837,22110,6.0771565,80.1907837,22.11,73,96,0.73,0.96,57,0.5700000000000001,35215,352.15000000000003,-75954,-75.95400000000001,337,0.337,558,0.558,64,0.064,0,0.0,0,
351.631317,1788179947.500823,460304000,16,1,1,4,26,60771598,801907825,22110,6.0771598,80.1907825,22.11,74,98,0.74,0.98,59,0.59,34200,342.0,-75954,-75.95400000000001,334,0.334,551,0.551,66,0.066,0,0.0,0,
352.068231,1788179947.937737,460704000,45,1,1,4,27,60771621,801907817,22140,6.0771621,80.1907817,22.14,73,96,0.73,0.96,79,0.79,35368,353.68,-75924,-75.924,332,0.332,546,0.546,84,0.084,0,0.0,0,
352.645937,1788179948.515443,461304000,73,1,1,4,27,60771666,801907811,22190,6.0771666,80.1907811,22.19,73,96,0.73,0.96,80,0.8,35704,357.04,-75874,-75.874,329,0.329,540,0.54,71,0.07100000000000001,0,0.0,0,
353.097340,1788179948.966846,461704000,103,1,1,4,27,60771696,801907804,22130,6.0771695999999995,80.1907804,22.13,73,96,0.73,0.96,79,0.79,35560,355.6,-75934,-75.934,327,0.327,537,0.537,103,0.10300000000000001,0,0.0,0,
353.580507,1788179949.450013,462304000,131,1,1,4,27,60771725,801907799,22130,6.0771725,80.1907799,22.13,73,96,0.73,0.96,28,0.28,375,3.75,-75934,-75.934,325,0.325,533,0.533,77,0.077,0,0.0,0,
354.129619,1788179949.999125,462704000,160,1,1,4,28,60771730,801907799,22170,6.077173,80.1907799,22.17,73,96,0.73,0.96,4,0.04,411,4.11,-75894,-75.894,322,0.322,529,0.529,112,0.112,0,0.0,0,
354.613321,1788179950.482827,463304000,188,1,1,4,27,60771729,801907801,22200,6.0771729,80.1907801,22.2,73,96,0.73,0.96,3,0.03,411,4.11,-75864,-75.864,318,0.318,524,0.524,60,0.06,0,0.0,0,
355.177828,1788179951.047334,463704000,218,1,1,4,27,60771729,801907803,22240,6.0771729,80.1907803,22.240000000000002,69,92,0.6900000000000001,0.92,3,0.03,411,4.11,-75824,-75.824,316,0.316,522,0.522,149,0.149,0,0.0,0,
355.626550,1788179951.496056,464304000,247,1,1,4,28,60771730,801907804,22230,6.077173,80.1907804,22.23,69,92,0.6900000000000001,0.92,2,0.02,411,4.11,-75834,-75.834,315,0.315,524,0.524,156,0.156,0,0.0,0,
356.107564,1788179951.977070,464704000,21,1,1,4,27,60771731,801907804,22230,6.0771730999999996,80.1907804,22.23,69,92,0.6900000000000001,0.92,8,0.08,411,4.11,-75834,-75.834,315,0.315,526,0.526,85,0.085,0,0.0,0,
356.560873,1788179952.430379,465304000,50,1,1,4,27,60771727,801907807,22250,6.077172699999999,80.19078069999999,22.25,65,90,0.65,0.9,7,0.07,411,4.11,-75814,-75.81400000000001,314,0.314,529,0.529,86,0.08600000000000001,0,0.0,0,
357.124809,1788179952.994315,465704000,80,1,1,4,28,60771722,801907812,22320,6.0771722,80.19078119999999,22.32,68,93,0.68,0.93,31,0.31,12729,127.29,-75744,-75.744,313,0.313,529,0.529,112,0.112,0,0.0,0,
357.591181,1788179953.460687,466304000,109,1,1,4,27,60771698,801907818,22420,6.0771698,80.1907818,22.42,68,93,0.68,0.93,70,0.7000000000000001,17263,172.63,-75644,-75.644,314,0.314,530,0.53,102,0.10200000000000001,0,0.0,0,
358.276500,1788179954.146006,466704000,140,1,1,4,27,60771676,801907822,22470,6.0771676,80.1907822,22.47,68,93,0.68,0.93,57,0.5700000000000001,16620,166.20000000000002,-75594,-75.59400000000001,314,0.314,530,0.53,78,0.078,0,0.0,0,
358.651540,1788179954.521046,467304000,169,1,1,4,27,60771644,801907826,22380,6.0771644,80.19078259999999,22.38,65,90,0.65,0.9,42,0.42,17324,173.24,-75684,-75.684,315,0.315,530,0.53,88,0.088,0,0.0,0,
359.192616,1788179955.062122,467704000,199,1,1,4,28,60771629,801907822,22360,6.077162899999999,80.1907822,22.36,68,93,0.68,0.93,64,0.64,22255,222.55,-75704,-75.70400000000001,316,0.316,530,0.53,135,0.135,0,0.0,0,
359.568158,1788179955.437664,468304000,228,1,1,4,28,60771613,801907801,22360,6.077161299999999,80.1907801,22.36,68,93,0.68,0.93,49,0.49,25813,258.13,-75704,-75.70400000000001,317,0.317,528,0.528,113,0.113,0,0.0,0,
360.145021,1788179956.014527,468704000,2,1,1,4,28,60771615,801907782,22350,6.0771615,80.1907782,22.35,65,90,0.65,0.9,68,0.68,26720,267.2,-75714,-75.714,318,0.318,528,0.528,108,0.108,0,0.0,0,
360.582645,1788179956.452151,469304000,31,1,1,4,27,60771615,801907752,22290,6.0771615,80.19077519999999,22.29,65,90,0.65,0.9,64,0.64,26476,264.76,-75774,-75.774,323,0.323,533,0.533,125,0.125,0,0.0,0,
361.158549,1788179957.028055,469704000,61,1,1,4,27,60771611,801907728,22330,6.0771611,80.19077279999999,22.330000000000002,65,90,0.65,0.9,76,0.76,26762,267.62,-75734,-75.734,329,0.329,540,0.54,136,0.136,0,0.0,0,
361.610725,1788179957.480231,470304000,91,1,1,4,29,60771612,801907698,22250,6.0771612,80.1907698,22.25,57,78,0.5700000000000001,0.78,64,0.64,27428,274.28000000000003,-75814,-75.81400000000001,338,0.338,549,0.549,126,0.126,0,0.0,0,
362.065403,1788179957.934909,470704000,121,1,1,4,27,60771618,801907680,22190,6.0771618,80.19076799999999,22.19,65,90,0.65,0.9,42,0.42,28338,283.38,-75875,-75.875,343,0.343,554,0.554,107,0.107,0,0.0,0,
362.641238,1788179958.510744,471304000,150,1,1,4,27,60771623,801907659,22230,6.0771622999999995,80.1907659,22.23,57,78,0.5700000000000001,0.78,29,0.29,29086,290.86,-75834,-75.834,346,0.34600000000000003,558,0.558,105,0.105,0,0.0,0,
363.110343,1788179958.979849,471705000,180,1,1,4,26,60771633,801907651,22260,6.0771633,80.1907651,22.26,57,78,0.5700000000000001,0.78,34,0.34,32708,327.08,-75804,-75.804,346,0.34600000000000003,557,0.557,95,0.095,0,0.0,0,
363.687952,1788179959.557458,472305000,209,1,1,4,28,60771651,801907641,22260,6.077165099999999,80.1907641,22.26,58,79,0.58,0.79,16,0.16,33747,337.47,-75805,-75.805,344,0.34400000000000003,553,0.553,98,0.098,0,0.0,0,
364.107745,1788179959.977251,472705000,239,1,1,4,28,60771658,801907634,22300,6.0771657999999995,80.1907634,22.3,59,82,0.59,0.8200000000000001,25,0.25,33073,330.73,-75764,-75.764,342,0.342,551,0.551,90,0.09,0,0.0,0,
364.621620,1788179960.491126,473305000,12,1,1,4,28,60771671,801907625,22360,6.0771671,80.19076249999999,22.36,58,79,0.58,0.79,18,0.18,33569,335.69,-75704,-75.70400000000001,340,0.34,546,0.546,86,0.08600000000000001,0,0.0,0,
365.058960,1788179960.928466,473705000,42,1,1,4,28,60771679,801907622,22410,6.0771679,80.1907622,22.41,55,76,0.55,0.76,21,0.21,35166,351.66,-75654,-75.654,340,0.34,544,0.544,91,0.091,0,0.0,0,
365.636040,1788179961.505546,474305000,71,1,1,4,27,60771691,801907621,22420,6.0771691,80.1907621,22.42,55,76,0.55,0.76,16,0.16,874,8.74,-75644,-75.644,339,0.339,541,0.541,66,0.066,0,0.0,0,
366.103936,1788179961.973442,474705000,101,1,1,4,30,60771698,801907623,22400,6.0771698,80.1907623,22.400000000000002,52,76,0.52,0.76,7,0.07,1277,12.77,-75664,-75.664,339,0.339,543,0.543,114,0.114,0,0.0,0,
366.558671,1788179962.428177,475305000,130,1,1,4,30,60771704,801907623,22440,6.0771704,80.1907623,22.44,51,75,0.51,0.75,7,0.07,2143,21.43,-75624,-75.624,340,0.34,546,0.546,71,0.07100000000000001,0,0.0,0,
367.133711,1788179963.003217,475705000,160,1,1,4,29,60771707,801907620,22450,6.0771707,80.19076199999999,22.45,52,75,0.52,0.75,1,0.01,34740,347.40000000000003,-75615,-75.615,340,0.34,548,0.548,142,0.14200000000000002,0,0.0,0,
367.601211,1788179963.470717,476305000,189,1,1,4,28,60771707,801907619,22430,6.0771707,80.1907619,22.43,57,80,0.5700000000000001,0.8,5,0.05,34740,347.40000000000003,-75634,-75.634,342,0.342,552,0.552,135,0.135,0,0.0,0,
368.054529,1788179963.924035,476705000,219,1,1,4,28,60771706,801907618,22420,6.0771706,80.19076179999999,22.42,57,80,0.5700000000000001,0.8,1,0.01,34740,347.40000000000003,-75644,-75.644,344,0.34400000000000003,553,0.553,133,0.133,0,0.0,0,
368.648616,1788179964.518122,477305000,248,1,1,4,28,60771706,801907618,22460,6.0771706,80.19076179999999,22.46,55,79,0.55,0.79,5,0.05,34740,347.40000000000003,-75604,-75.604,346,0.34600000000000003,554,0.554,114,0.114,0,0.0,0,
369.085263,1788179964.954769,477705000,22,1,1,4,28,60771707,801907618,22460,6.0771707,80.19076179999999,22.46,54,79,0.54,0.79,1,0.01,34740,347.40000000000003,-75604,-75.604,347,0.34700000000000003,554,0.554,99,0.099,0,0.0,0,
369.662815,1788179965.532321,478305000,51,1,1,4,28,60771706,801907618,22500,6.0771706,80.19076179999999,22.5,55,79,0.55,0.79,5,0.05,34740,347.40000000000003,-75565,-75.565,349,0.34900000000000003,555,0.555,124,0.124,0,0.0,0,
370.083328,1788179965.952834,478705000,81,1,1,4,28,60771706,801907618,22500,6.0771706,80.19076179999999,22.5,55,79,0.55,0.79,3,0.03,34740,347.40000000000003,-75564,-75.56400000000001,350,0.35000000000000003,555,0.555,128,0.128,0,0.0,0,
370.583514,1788179966.453020,479305000,110,1,1,4,26,60771703,801907618,22550,6.0771703,80.19076179999999,22.55,59,80,0.59,0.8,10,0.1,26964,269.64,-75514,-75.514,351,0.35100000000000003,555,0.555,114,0.114,0,0.0,0,
371.269790,1788179967.139296,479705000,140,1,1,4,27,60771699,801907615,22630,6.0771698999999995,80.1907615,22.63,59,80,0.59,0.8,25,0.25,19611,196.11,-75434,-75.434,350,0.35000000000000003,552,0.552,91,0.091,0,0.0,0,
371.691020,1788179967.560526,480305000,170,1,1,4,26,60771685,801907618,22720,6.0771685,80.19076179999999,22.72,58,78,0.58,0.78,69,0.6900000000000001,16950,169.5,-75344,-75.34400000000001,348,0.34800000000000003,550,0.55,79,0.079,0,0.0,0,
372.192183,1788179968.061689,480705000,200,1,1,4,28,60771660,801907621,22750,6.077166,80.1907621,22.75,54,76,0.54,0.76,71,0.71,17278,172.78,-75314,-75.31400000000001,348,0.34800000000000003,549,0.549,81,0.081,0,0.0,0,
372.663492,1788179968.532998,481305000,229,1,1,4,29,60771637,801907634,22740,6.0771637,80.1907634,22.740000000000002,54,76,0.54,0.76,49,0.49,13841,138.41,-75324,-75.324,349,0.34900000000000003,550,0.55,103,0.10300000000000001,0,0.0,0,
373.116964,1788179968.986470,481705000,3,1,1,4,29,60771634,801907648,22710,6.0771634,80.1907648,22.71,54,76,0.54,0.76,37,0.37,9943,99.43,-75354,-75.354,348,0.34800000000000003,551,0.551,152,0.152,0,0.0,0,
373.572569,1788179969.442075,482305000,32,1,1,4,27,60771636,801907667,22710,6.0771635999999996,80.1907667,22.71,56,79,0.56,0.79,35,0.35000000000000003,8479,84.79,-75354,-75.354,350,0.35000000000000003,549,0.549,193,0.193,0,0.0,0,
374.151325,1788179970.020831,482705000,62,1,1,4,27,60771633,801907675,22750,6.0771633,80.19076749999999,22.75,54,76,0.54,0.76,14,0.14,8761,87.61,-75314,-75.31400000000001,352,0.352,547,0.547,115,0.115,0,0.0,0,
374.569893,1788179970.439399,483105000,91,1,1,4,27,60771624,801907680,22810,6.0771624,80.19076799999999,22.81,54,76,0.54,0.76,28,0.28,11285,112.85000000000001,-75254,-75.254,355,0.355,544,0.544,90,0.09,0,0.0,0,
375.074153,1788179970.943659,483705000,121,1,1,4,29,60771616,801907694,22890,6.0771616,80.1907694,22.89,50,73,0.5,0.73,40,0.4,9175,91.75,-75174,-75.174,357,0.357,538,0.538,189,0.189,0,0.0,0,
375.652171,1788179971.521677,484305000,150,1,1,4,30,60771620,801907714,23030,6.0771619999999995,80.1907714,23.03,50,72,0.5,0.72,28,0.28,7658,76.58,-75034,-75.034,361,0.361,533,0.533,142,0.14200000000000002,0,0.0,0,
376.106296,1788179971.975802,484705000,180,1,1,4,30,60771630,801907724,23060,6.077163,80.1907724,23.06,50,72,0.5,0.72,22,0.22,4972,49.72,-75004,-75.004,365,0.365,529,0.529,75,0.075,0,0.0,0,
376.603154,1788179972.472660,485305000,209,1,1,4,29,60771645,801907714,23130,6.077164499999999,80.1907714,23.13,52,75,0.52,0.75,74,0.74,30699,306.99,-74934,-74.934,372,0.372,531,0.531,165,0.165,0,0.0,0,
377.136035,1788179973.005541,485705000,239,1,1,4,28,60771647,801907692,23180,6.0771647,80.19076919999999,23.18,55,79,0.55,0.79,51,0.51,28245,282.45,-74884,-74.884,379,0.379,542,0.542,169,0.169,0,0.0,0,
377.601293,1788179973.470799,486305000,12,1,1,4,29,60771651,801907665,23210,6.077165099999999,80.1907665,23.21,57,84,0.5700000000000001,0.84,33,0.33,29698,296.98,-74854,-74.854,392,0.392,559,0.559,164,0.164,0,0.0,0,
378.090629,1788179973.960135,486705000,42,1,1,4,29,60771664,801907650,23060,6.077166399999999,80.190765,23.06,57,84,0.5700000000000001,0.84,56,0.56,31260,312.6,-75004,-75.004,395,0.395,568,0.5680000000000001,190,0.19,0,0.0,0,
378.650654,1788179974.520160,487305000,71,1,1,4,29,60771686,801907628,23080,6.077168599999999,80.1907628,23.080000000000002,57,84,0.5700000000000001,0.84,47,0.47000000000000003,31922,319.22,-74984,-74.984,400,0.4,579,0.579,179,0.179,0,0.0,0,
379.101271,1788179974.970777,487705000,101,1,1,4,29,60771703,801907621,23100,6.0771703,80.1907621,23.1,57,84,0.5700000000000001,0.84,48,0.48,34399,343.99,-74964,-74.964,407,0.40700000000000003,588,0.588,251,0.251,0,0.0,0,
379.678511,1788179975.548017,488305000,130,1,1,4,29,60771734,801907621,23190,6.0771733999999995,80.1907621,23.19,57,84,0.5700000000000001,0.84,56,0.56,34953,349.53000000000003,-74874,-74.874,416,0.41600000000000004,596,0.596,260,0.26,0,0.0,0,
380.084604,1788179975.954110,488705000,160,1,1,4,29,60771759,801907618,23170,6.077175899999999,80.19076179999999,23.17,52,75,0.52,0.75,89,0.89,34754,347.54,-74894,-74.894,425,0.425,606,0.606,249,0.249,0,0.0,0,
380.598277,1788179976.467783,489305000,189,1,1,4,29,60771787,801907615,23270,6.0771787,80.1907615,23.27,57,84,0.5700000000000001,0.84,71,0.71,34586,345.86,-74794,-74.794,433,0.433,614,0.614,190,0.19,0,0.0,0,
