elapsed_s,log_timestamp_unix_s,source_time_usec,seq,sysid,compid,fix_type,satellites_visible,lat_raw_e7,lon_raw_e7,alt_raw_mm,lat_deg,lon_deg,alt_m_msl,eph_raw,epv_raw,eph_scaled_1e_2,epv_scaled_1e_2,vel_raw_cm_s,ground_speed_mps,cog_raw_cdeg,cog_deg,alt_ellipsoid_raw_mm,alt_ellipsoid_m,h_acc_raw_mm,h_acc_m,v_acc_raw_mm,v_acc_m,vel_acc_raw_mm_s,vel_acc_mps,hdg_acc_raw_1e5_deg,hdg_acc_deg,yaw_raw_cdeg,yaw_deg
0.155896,1788179596.025402,108670000,217,1,1,4,31,60773728,801907200,23530,6.0773728,80.19072,23.53,50,79,0.5,0.79,2,0.02,3496,34.96,-74534,-74.534,181,0.181,269,0.269,86,0.08600000000000001,0,0.0,0,
0.638526,1788179596.508032,109270000,245,1,1,4,31,60773727,801907201,23550,6.0773727,80.1907201,23.55,49,75,0.49,0.75,1,0.01,3496,34.96,-74514,-74.514,181,0.181,270,0.27,61,0.061,0,0.0,0,
1.310904,1788179597.180410,109670000,18,1,1,4,30,60773725,801907202,23550,6.0773725,80.1907202,23.55,50,76,0.5,0.76,3,0.03,3496,34.96,-74514,-74.514,182,0.182,271,0.271,97,0.097,0,0.0,0,
1.764034,1788179597.633540,110270000,48,1,1,4,30,60773722,801907203,23580,6.0773722,80.1907203,23.580000000000002,49,75,0.49,0.75,2,0.02,3496,34.96,-74484,-74.484,183,0.183,272,0.272,91,0.091,0,0.0,0,
2.697171,1788179598.566677,111270000,105,1,1,4,30,60773719,801907206,23660,6.0773719,80.19072059999999,23.66,49,75,0.49,0.75,0,0.0,3496,34.96,-74404,-74.404,184,0.184,274,0.274,102,0.10200000000000001,0,0.0,0,
3.226735,1788179599.096241,111670000,134,1,1,4,30,60773717,801907208,23700,6.0773717,80.1907208,23.7,49,75,0.49,0.75,2,0.02,3496,34.96,-74364,-74.364,184,0.184,276,0.276,62,0.062,0,0.0,0,
3.634969,1788179599.504475,112270000,162,1,1,4,30,60773713,801907210,23750,6.077371299999999,80.190721,23.75,49,75,0.49,0.75,1,0.01,3496,34.96,-74314,-74.31400000000001,185,0.185,277,0.277,96,0.096,0,0.0,0,
4.101526,1788179599.971032,112670000,191,1,1,4,30,60773711,801907211,23790,6.0773711,80.19072109999999,23.79,49,75,0.49,0.75,1,0.01,3496,34.96,-74274,-74.274,185,0.185,278,0.278,98,0.098,0,0.0,0,
4.724030,1788179600.593536,113270000,225,1,1,4,30,60773708,801907211,23840,6.0773708,80.19072109999999,23.84,49,75,0.49,0.75,4,0.04,3496,34.96,-74224,-74.224,186,0.186,278,0.278,68,0.068,0,0.0,0,
6.621535,1788179602.491041,115270000,39,1,1,4,30,60773697,801907211,24000,6.077369699999999,80.19072109999999,24.0,49,75,0.49,0.75,2,0.02,3496,34.96,-74064,-74.06400000000001,188,0.188,282,0.28200000000000003,87,0.08700000000000001,0,0.0,0,
8.679512,1788179604.549018,117270000,101,1,1,4,31,60773690,801907213,24160,6.077369,80.19072129999999,24.16,49,78,0.49,0.78,1,0.01,3496,34.96,-73904,-73.904,193,0.193,289,0.289,115,0.115,0,0.0,0,
10.751623,1788179606.621129,119270000,160,1,1,4,31,60773682,801907215,24310,6.0773681999999996,80.1907215,24.310000000000002,49,78,0.49,0.78,5,0.05,3496,34.96,-73754,-73.754,199,0.199,298,0.298,96,0.096,0,0.0,0,
12.610658,1788179608.480164,121270000,217,1,1,4,31,60773680,801907211,24300,6.077368,80.19072109999999,24.3,49,78,0.49,0.78,2,0.02,3496,34.96,-73764,-73.764,203,0.203,307,0.307,111,0.111,0,0.0,0,
14.652066,1788179610.521572,123270000,12,1,1,4,31,60773680,801907206,24310,6.077368,80.19072059999999,24.310000000000002,48,75,0.48,0.75,4,0.04,3496,34.96,-73754,-73.754,205,0.20500000000000002,308,0.308,101,0.101,0,0.0,0,
15.155027,1788179611.024533,123670000,41,1,1,4,31,60773677,801907206,24290,6.0773677,80.19072059999999,24.29,49,78,0.49,0.78,3,0.03,3496,34.96,-73774,-73.774,205,0.20500000000000002,308,0.308,117,0.117,0,0.0,0,
15.682078,1788179611.551584,124270000,66,1,1,4,31,60773675,801907205,24290,6.077367499999999,80.1907205,24.29,49,78,0.49,0.78,5,0.05,3496,34.96,-73774,-73.774,205,0.20500000000000002,308,0.308,104,0.10400000000000001,0,0.0,0,
16.151900,1788179612.021406,124670000,95,1,1,4,31,60773674,801907206,24310,6.0773674,80.19072059999999,24.310000000000002,49,78,0.49,0.78,1,0.01,3496,34.96,-73754,-73.754,205,0.20500000000000002,309,0.309,99,0.099,0,0.0,0,
16.635569,1788179612.505075,125270000,123,1,1,4,30,60773673,801907206,24330,6.0773673,80.19072059999999,24.330000000000002,49,78,0.49,0.78,1,0.01,3496,34.96,-73734,-73.734,205,0.20500000000000002,309,0.309,102,0.10200000000000001,0,0.0,0,
17.177934,1788179613.047440,125670000,152,1,1,4,31,60773673,801907206,24310,6.0773673,80.19072059999999,24.310000000000002,49,78,0.49,0.78,2,0.02,3496,34.96,-73754,-73.754,205,0.20500000000000002,309,0.309,94,0.094,0,0.0,0,
17.649225,1788179613.518731,126270000,180,1,1,4,31,60773671,801907206,24330,6.0773671,80.19072059999999,24.330000000000002,49,78,0.49,0.78,3,0.03,3496,34.96,-73734,-73.734,205,0.20500000000000002,309,0.309,55,0.055,0,0.0,0,
18.100077,1788179613.969583,126670000,209,1,1,4,31,60773670,801907207,24340,6.077367,80.1907207,24.34,49,78,0.49,0.78,4,0.04,3496,34.96,-73724,-73.724,205,0.20500000000000002,309,0.309,77,0.077,0,0.0,0,
18.679541,1788179614.549047,127270000,237,1,1,4,32,60773667,801907207,24340,6.0773667,80.1907207,24.34,49,78,0.49,0.78,1,0.01,3496,34.96,-73724,-73.724,204,0.20400000000000001,308,0.308,110,0.11,0,0.0,0,
19.164272,1788179615.033778,127670000,10,1,1,4,32,60773665,801907207,24320,6.0773665,80.1907207,24.32,48,75,0.48,0.75,4,0.04,3496,34.96,-73744,-73.744,203,0.203,307,0.307,78,0.078,0,0.0,0,
19.600498,1788179615.470004,128270000,38,1,1,4,32,60773662,801907207,24320,6.0773662,80.1907207,24.32,48,75,0.48,0.75,6,0.06,3496,34.96,-73744,-73.744,202,0.202,306,0.306,84,0.084,0,0.0,0,
20.131558,1788179616.001064,128670000,67,1,1,4,32,60773659,801907209,24300,6.077365899999999,80.1907209,24.3,48,75,0.48,0.75,13,0.13,8056,80.56,-73764,-73.764,202,0.202,306,0.306,67,0.067,0,0.0,0,
20.631013,1788179616.500519,129270000,95,1,1,4,32,60773658,801907211,24280,6.0773658,80.19072109999999,24.28,48,75,0.48,0.75,1,0.01,6961,69.61,-73784,-73.784,203,0.203,306,0.306,126,0.126,0,0.0,0,
21.208271,1788179617.077777,129670000,124,1,1,4,32,60773658,801907211,24270,6.0773658,80.19072109999999,24.27,48,75,0.48,0.75,13,0.13,3519,35.19,-73795,-73.795,203,0.203,308,0.308,109,0.109,0,0.0,0,
21.628824,1788179617.498330,130270000,153,1,1,4,32,60773659,801907210,24200,6.077365899999999,80.190721,24.2,48,75,0.48,0.75,2,0.02,3519,35.19,-73864,-73.864,204,0.20400000000000001,311,0.311,142,0.14200000000000002,0,0.0,0,
22.129220,1788179617.998726,130670000,182,1,1,4,31,60773657,801907212,24190,6.0773657,80.1907212,24.19,49,75,0.49,0.75,1,0.01,3519,35.19,-73875,-73.875,204,0.20400000000000001,312,0.312,139,0.139,0,0.0,0,
22.709749,1788179618.579255,131270000,210,1,1,4,31,60773655,801907213,24200,6.0773655,80.19072129999999,24.2,49,75,0.49,0.75,2,0.02,3519,35.19,-73864,-73.864,204,0.20400000000000001,313,0.313,85,0.085,0,0.0,0,
23.164864,1788179619.034370,131676000,239,1,1,4,31,60773654,801907215,24220,6.0773654,80.1907215,24.22,49,75,0.49,0.75,3,0.03,3519,35.19,-73844,-73.84400000000001,204,0.20400000000000001,314,0.314,104,0.10400000000000001,0,0.0,0,
23.632389,1788179619.501895,132276000,11,1,1,4,30,60773651,801907217,24260,6.0773651,80.1907217,24.26,49,75,0.49,0.75,4,0.04,3519,35.19,-73804,-73.804,204,0.20400000000000001,315,0.315,111,0.111,0,0.0,0,
24.116327,1788179619.985833,132676000,40,1,1,4,31,60773650,801907218,24290,6.0773649999999995,80.19072179999999,24.29,49,75,0.49,0.75,0,0.0,3519,35.19,-73774,-73.774,204,0.20400000000000001,315,0.315,119,0.11900000000000001,0,0.0,0,
24.661700,1788179620.531206,133276000,68,1,1,4,31,60773648,801907219,24280,6.0773648,80.1907219,24.28,49,75,0.49,0.75,1,0.01,3519,35.19,-73784,-73.784,204,0.20400000000000001,315,0.315,102,0.10200000000000001,0,0.0,0,
25.145907,1788179621.015413,133676000,97,1,1,4,31,60773649,801907219,24260,6.0773649,80.1907219,24.26,49,75,0.49,0.75,4,0.04,3519,35.19,-73804,-73.804,204,0.20400000000000001,317,0.317,144,0.14400000000000002,0,0.0,0,
25.690214,1788179621.559720,134276000,125,1,1,4,31,60773649,801907222,24210,6.0773649,80.1907222,24.21,49,75,0.49,0.75,6,0.06,2616,26.16,-73854,-73.854,205,0.20500000000000002,322,0.322,91,0.091,0,0.0,0,
26.190508,1788179622.060014,134676000,154,1,1,4,30,60773648,801907226,24130,6.0773648,80.1907226,24.13,50,75,0.5,0.75,3,0.03,4485,44.85,-73934,-73.934,205,0.20500000000000002,323,0.323,124,0.124,0,0.0,0,
26.610941,1788179622.480447,135276000,182,1,1,4,31,60773650,801907234,23910,6.0773649999999995,80.1907234,23.91,49,75,0.49,0.75,4,0.04,4485,44.85,-74154,-74.154,206,0.20600000000000002,326,0.326,94,0.094,0,0.0,0,
27.110305,1788179622.979811,135676000,211,1,1,4,31,60773653,801907242,23710,6.077365299999999,80.19072419999999,23.71,49,75,0.49,0.75,3,0.03,4485,44.85,-74354,-74.354,218,0.218,344,0.34400000000000003,65,0.065,0,0.0,0,
27.656395,1788179623.525901,136276000,239,1,1,4,30,60773655,801907249,23580,6.0773655,80.19072489999999,23.580000000000002,49,75,0.49,0.75,5,0.05,4485,44.85,-74484,-74.484,201,0.201,318,0.318,105,0.105,0,0.0,0,
28.107418,1788179623.976924,136676000,12,1,1,4,30,60773656,801907254,23490,6.077365599999999,80.19072539999999,23.490000000000002,49,75,0.49,0.75,3,0.03,4485,44.85,-74574,-74.574,201,0.201,317,0.317,86,0.08600000000000001,0,0.0,0,
28.682399,1788179624.551905,137276000,40,1,1,4,32,60773660,801907261,23350,6.077366,80.19072609999999,23.35,48,75,0.48,0.75,2,0.02,4485,44.85,-74715,-74.715,200,0.2,316,0.316,62,0.062,0,0.0,0,
29.150915,1788179625.020421,137676000,69,1,1,4,32,60773660,801907266,23350,6.077366,80.19072659999999,23.35,48,75,0.48,0.75,1,0.01,4485,44.85,-74714,-74.714,200,0.2,315,0.315,103,0.10300000000000001,0,0.0,0,
29.601296,1788179625.470802,138276000,97,1,1,4,31,60773658,801907274,23380,6.0773658,80.1907274,23.38,48,75,0.48,0.75,1,0.01,4485,44.85,-74684,-74.684,200,0.2,315,0.315,90,0.09,0,0.0,0,
30.102579,1788179625.972085,138676000,126,1,1,4,32,60773657,801907281,23380,6.0773657,80.1907281,23.38,48,75,0.48,0.75,1,0.01,4485,44.85,-74684,-74.684,200,0.2,314,0.314,98,0.098,0,0.0,0,
30.648375,1788179626.517881,139276000,154,1,1,4,31,60773654,801907292,23370,6.0773654,80.19072919999999,23.37,48,75,0.48,0.75,1,0.01,4485,44.85,-74694,-74.694,199,0.199,313,0.313,89,0.089,0,0.0,0,
31.105016,1788179626.974522,139676000,183,1,1,4,31,60773654,801907299,23320,6.0773654,80.1907299,23.32,48,75,0.48,0.75,0,0.0,4485,44.85,-74744,-74.744,199,0.199,312,0.312,68,0.068,0,0.0,0,
31.682811,1788179627.552317,140276000,212,1,1,4,31,60773653,801907309,23290,6.077365299999999,80.19073089999999,23.29,48,75,0.48,0.75,3,0.03,4485,44.85,-74774,-74.774,199,0.199,311,0.311,102,0.10200000000000001,0,0.0,0,
32.135155,1788179628.004661,140676000,241,1,1,4,31,60773652,801907315,23280,6.0773652,80.1907315,23.28,48,75,0.48,0.75,3,0.03,4485,44.85,-74784,-74.784,199,0.199,311,0.311,60,0.06,0,0.0,0,
32.601336,1788179628.470842,141276000,13,1,1,4,32,60773652,801907323,23270,6.0773652,80.1907323,23.27,48,75,0.48,0.75,2,0.02,4485,44.85,-74794,-74.794,200,0.2,310,0.31,103,0.10300000000000001,0,0.0,0,
33.177053,1788179629.046559,141676000,42,1,1,4,32,60773650,801907328,23310,6.0773649999999995,80.19073279999999,23.31,48,75,0.48,0.75,3,0.03,4485,44.85,-74754,-74.754,200,0.2,310,0.31,73,0.073,0,0.0,0,
33.657882,1788179629.527388,142276000,71,1,1,4,32,60773649,801907336,23330,6.0773649,80.1907336,23.330000000000002,48,75,0.48,0.75,0,0.0,4485,44.85,-74734,-74.734,201,0.201,309,0.309,62,0.062,0,0.0,0,
34.205887,1788179630.075393,142676000,100,1,1,4,32,60773648,801907342,23350,6.0773648,80.1907342,23.35,48,75,0.48,0.75,1,0.01,4485,44.85,-74714,-74.714,201,0.201,309,0.309,94,0.094,0,0.0,0,
34.674080,1788179630.543586,143276000,128,1,1,4,32,60773647,801907349,23360,6.0773646999999995,80.1907349,23.36,48,75,0.48,0.75,2,0.02,4485,44.85,-74704,-74.70400000000001,202,0.202,308,0.308,71,0.07100000000000001,0,0.0,0,
35.127249,1788179630.996755,143676000,157,1,1,4,32,60773647,801907353,23370,6.0773646999999995,80.1907353,23.37,48,75,0.48,0.75,2,0.02,4485,44.85,-74694,-74.694,202,0.202,307,0.307,104,0.10400000000000001,0,0.0,0,
35.593180,1788179631.462686,144276000,185,1,1,4,32,60773647,801907360,23350,6.0773646999999995,80.190736,23.35,48,75,0.48,0.75,1,0.01,4485,44.85,-74715,-74.715,203,0.203,307,0.307,85,0.085,0,0.0,0,
36.183282,1788179632.052788,144676000,214,1,1,4,32,60773647,801907365,23320,6.0773646999999995,80.1907365,23.32,48,75,0.48,0.75,2,0.02,4485,44.85,-74744,-74.744,203,0.203,307,0.307,81,0.081,0,0.0,0,
36.659532,1788179632.529038,145276000,242,1,1,4,32,60773649,801907371,23260,6.0773649,80.19073709999999,23.26,48,75,0.48,0.75,3,0.03,4485,44.85,-74804,-74.804,204,0.20400000000000001,306,0.306,65,0.065,0,0.0,0,
37.205225,1788179633.074731,145676000,15,1,1,4,32,60773650,801907375,23220,6.0773649999999995,80.1907375,23.22,48,75,0.48,0.75,1,0.01,4485,44.85,-74844,-74.84400000000001,205,0.20500000000000002,305,0.305,63,0.063,0,0.0,0,
37.657541,1788179633.527047,146276000,43,1,1,4,31,60773652,801907381,23140,6.0773652,80.19073809999999,23.14,49,75,0.49,0.75,2,0.02,4485,44.85,-74924,-74.924,206,0.20600000000000002,304,0.304,111,0.111,0,0.0,0,
38.125424,1788179633.994930,146676000,72,1,1,4,31,60773653,801907385,23080,6.077365299999999,80.1907385,23.080000000000002,49,75,0.49,0.75,2,0.02,4485,44.85,-74985,-74.985,206,0.20600000000000002,303,0.303,96,0.096,0,0.0,0,
38.701684,1788179634.571190,147276000,100,1,1,4,32,60773655,801907390,23010,6.0773655,80.190739,23.01,49,75,0.49,0.75,2,0.02,4485,44.85,-75054,-75.054,207,0.20700000000000002,302,0.302,65,0.065,0,0.0,0,
39.231143,1788179635.100649,147676000,129,1,1,4,32,60773654,801907394,22970,6.0773654,80.1907394,22.97,49,75,0.49,0.75,3,0.03,4485,44.85,-75094,-75.09400000000001,207,0.20700000000000002,302,0.302,48,0.048,0,0.0,0,
39.653495,1788179635.523001,148276000,160,1,1,4,32,60773652,801907403,22930,6.0773652,80.1907403,22.93,49,75,0.49,0.75,1,0.01,4485,44.85,-75134,-75.134,208,0.20800000000000002,302,0.302,111,0.111,0,0.0,0,
40.200647,1788179636.070153,148676000,190,1,1,4,31,60773650,801907411,22910,6.0773649999999995,80.1907411,22.91,49,75,0.49,0.75,3,0.03,4485,44.85,-75154,-75.154,207,0.20700000000000002,301,0.301,113,0.113,0,0.0,0,
40.608718,1788179636.478224,149276000,218,1,1,4,31,60773646,801907420,22920,6.0773646,80.190742,22.92,49,75,0.49,0.75,3,0.03,4485,44.85,-75144,-75.144,207,0.20700000000000002,302,0.302,91,0.091,0,0.0,0,
41.120197,1788179636.989703,149676000,247,1,1,4,31,60773645,801907425,22900,6.0773645,80.1907425,22.900000000000002,48,75,0.48,0.75,3,0.03,4485,44.85,-75164,-75.164,206,0.20600000000000002,302,0.302,106,0.106,0,0.0,0,
41.602931,1788179637.472437,150276000,20,1,1,4,31,60773644,801907434,22850,6.0773643999999996,80.1907434,22.85,49,75,0.49,0.75,4,0.04,4485,44.85,-75214,-75.214,206,0.20600000000000002,301,0.301,66,0.066,0,0.0,0,
42.150964,1788179638.020470,150676000,49,1,1,4,30,60773644,801907440,22800,6.0773643999999996,80.190744,22.8,49,75,0.49,0.75,0,0.0,4485,44.85,-75264,-75.264,206,0.20600000000000002,301,0.301,94,0.094,0,0.0,0,
42.603050,1788179638.472556,151276000,77,1,1,4,30,60773643,801907448,22770,6.0773643,80.19074479999999,22.77,49,75,0.49,0.75,6,0.06,4485,44.85,-75294,-75.294,206,0.20600000000000002,301,0.301,55,0.055,0,0.0,0,
43.101145,1788179638.970651,151678000,106,1,1,4,30,60773643,801907453,22730,6.0773643,80.1907453,22.73,49,75,0.49,0.75,2,0.02,4485,44.85,-75334,-75.334,206,0.20600000000000002,300,0.3,84,0.084,0,0.0,0,
43.646216,1788179639.515722,152278000,134,1,1,4,32,60773643,801907461,22700,6.0773643,80.1907461,22.7,49,75,0.49,0.75,3,0.03,4485,44.85,-75364,-75.364,206,0.20600000000000002,300,0.3,104,0.10400000000000001,0,0.0,0,
44.118930,1788179639.988436,152678000,163,1,1,4,31,60773642,801907466,22680,6.0773642,80.1907466,22.68,49,75,0.49,0.75,2,0.02,4485,44.85,-75384,-75.384,206,0.20600000000000002,300,0.3,55,0.055,0,0.0,0,
44.687064,1788179640.556570,153278000,192,1,1,4,31,60773642,801907472,22610,6.0773642,80.19074719999999,22.61,49,75,0.49,0.75,1,0.01,4485,44.85,-75454,-75.45400000000001,207,0.20700000000000002,300,0.3,49,0.049,0,0.0,0,
45.138931,1788179641.008437,153678000,221,1,1,4,30,60773643,801907475,22570,6.0773643,80.1907475,22.57,50,75,0.5,0.75,2,0.02,4485,44.85,-75494,-75.494,207,0.20700000000000002,301,0.301,66,0.066,0,0.0,0,
45.621267,1788179641.490773,154278000,249,1,1,4,31,60773644,801907480,22520,6.0773643999999996,80.190748,22.52,50,75,0.5,0.75,3,0.03,4485,44.85,-75544,-75.544,208,0.20800000000000002,301,0.301,65,0.065,0,0.0,0,
46.089462,1788179641.958968,154678000,22,1,1,4,30,60773645,801907482,22460,6.0773645,80.1907482,22.46,50,75,0.5,0.75,1,0.01,4485,44.85,-75604,-75.604,208,0.20800000000000002,301,0.301,111,0.111,0,0.0,0,
46.636106,1788179642.505612,155278000,50,1,1,4,31,60773645,801907485,22440,6.0773645,80.1907485,22.44,49,75,0.49,0.75,2,0.02,4485,44.85,-75624,-75.624,208,0.20800000000000002,302,0.302,90,0.09,0,0.0,0,
47.232480,1788179643.101986,155678000,79,1,1,4,32,60773645,801907487,22420,6.0773645,80.1907487,22.42,49,75,0.49,0.75,2,0.02,4485,44.85,-75644,-75.644,209,0.209,302,0.302,48,0.048,0,0.0,0,
47.669499,1788179643.539005,156278000,107,1,1,4,32,60773644,801907490,22390,6.0773643999999996,80.190749,22.39,49,75,0.49,0.75,0,0.0,4485,44.85,-75674,-75.674,209,0.209,303,0.303,58,0.058,0,0.0,0,
48.121261,1788179643.990767,156678000,136,1,1,4,31,60773645,801907492,22340,6.0773645,80.1907492,22.34,49,75,0.49,0.75,3,0.03,4485,44.85,-75724,-75.724,210,0.21,304,0.304,114,0.114,0,0.0,0,
48.605523,1788179644.475029,157278000,164,1,1,4,32,60773646,801907495,22320,6.0773646,80.1907495,22.32,49,75,0.49,0.75,2,0.02,4485,44.85,-75744,-75.744,212,0.212,305,0.305,83,0.083,0,0.0,0,
49.166876,1788179645.036382,157678000,193,1,1,4,31,60773646,801907497,22300,6.0773646,80.1907497,22.3,50,75,0.5,0.75,4,0.04,4485,44.85,-75764,-75.764,213,0.213,305,0.305,109,0.109,0,0.0,0,
49.632431,1788179645.501937,158278000,221,1,1,4,31,60773647,801907499,22280,6.0773646999999995,80.1907499,22.28,50,75,0.5,0.75,5,0.05,4485,44.85,-75784,-75.784,214,0.214,305,0.305,101,0.101,0,0.0,0,
50.213191,1788179646.082697,158678000,250,1,1,4,31,60773647,801907498,22260,6.0773646999999995,80.19074979999999,22.26,49,75,0.49,0.75,9,0.09,4485,44.85,-75803,-75.803,214,0.214,305,0.305,74,0.074,0,0.0,0,
50.616868,1788179646.486374,159278000,22,1,1,4,31,60773648,801907500,22230,6.0773648,80.19075,22.23,49,75,0.49,0.75,5,0.05,4485,44.85,-75834,-75.834,215,0.215,305,0.305,71,0.07100000000000001,0,0.0,0,
51.123149,1788179646.992655,159678000,51,1,1,4,31,60773647,801907501,22220,6.0773646999999995,80.1907501,22.22,49,75,0.49,0.75,2,0.02,4485,44.85,-75844,-75.84400000000001,215,0.215,306,0.306,63,0.063,0,0.0,0,
51.696185,1788179647.565691,160278000,80,1,1,4,30,60773645,801907504,22200,6.0773645,80.1907504,22.2,51,78,0.51,0.78,2,0.02,4485,44.85,-75864,-75.864,216,0.216,308,0.308,103,0.10300000000000001,0,0.0,0,
52.162834,1788179648.032340,160678000,109,1,1,4,30,60773645,801907507,22160,6.0773645,80.1907507,22.16,49,75,0.49,0.75,2,0.02,4485,44.85,-75904,-75.904,215,0.215,309,0.309,75,0.075,0,0.0,0,
52.616605,1788179648.486111,161278000,137,1,1,4,31,60773645,801907512,22120,6.0773645,80.1907512,22.12,49,75,0.49,0.75,3,0.03,4485,44.85,-75944,-75.944,215,0.215,308,0.308,71,0.07100000000000001,0,0.0,0,
53.100401,1788179648.969907,161678000,166,1,1,4,30,60773644,801907516,22100,6.0773643999999996,80.1907516,22.1,49,75,0.49,0.75,1,0.01,4485,44.85,-75964,-75.964,214,0.214,308,0.308,76,0.076,0,0.0,0,
53.646151,1788179649.515657,162278000,194,1,1,4,31,60773644,801907519,22080,6.0773643999999996,80.1907519,22.080000000000002,49,75,0.49,0.75,3,0.03,4485,44.85,-75984,-75.984,214,0.214,307,0.307,67,0.067,0,0.0,0,
54.113621,1788179649.983127,162678000,223,1,1,4,30,60773645,801907521,22060,6.0773645,80.1907521,22.06,49,75,0.49,0.75,0,0.0,4485,44.85,-76004,-76.004,214,0.214,307,0.307,105,0.105,0,0.0,0,
54.676515,1788179650.546021,163278000,251,1,1,4,30,60773645,801907525,21990,6.0773645,80.1907525,21.990000000000002,49,75,0.49,0.75,2,0.02,4485,44.85,-76074,-76.074,213,0.213,306,0.306,60,0.06,0,0.0,0,
55.143779,1788179651.013285,163678000,24,1,1,4,31,60773647,801907527,21940,6.0773646999999995,80.19075269999999,21.94,50,75,0.5,0.75,3,0.03,4485,44.85,-76124,-76.124,213,0.213,305,0.305,64,0.064,0,0.0,0,
55.612130,1788179651.481636,164278000,52,1,1,4,30,60773648,801907531,21880,6.0773648,80.1907531,21.88,49,75,0.49,0.75,1,0.01,4485,44.85,-76184,-76.184,212,0.212,305,0.305,74,0.074,0,0.0,0,
56.186675,1788179652.056181,164678000,81,1,1,4,31,60773649,801907534,21850,6.0773649,80.19075339999999,21.85,49,75,0.49,0.75,2,0.02,4485,44.85,-76214,-76.214,211,0.211,304,0.304,63,0.063,0,0.0,0,
56.670623,1788179652.540129,165278000,109,1,1,4,30,60773651,801907537,21770,6.0773651,80.1907537,21.77,49,75,0.49,0.75,1,0.01,4485,44.85,-76294,-76.294,210,0.21,304,0.304,90,0.09,0,0.0,0,
57.109743,1788179652.979249,165678000,138,1,1,4,30,60773653,801907539,21710,6.077365299999999,80.19075389999999,21.71,49,75,0.49,0.75,5,0.05,4485,44.85,-76353,-76.35300000000001,209,0.209,303,0.303,63,0.063,0,0.0,0,
57.672745,1788179653.542251,166278000,166,1,1,4,31,60773655,801907543,21640,6.0773655,80.1907543,21.64,49,75,0.49,0.75,0,0.0,4485,44.85,-76424,-76.424,208,0.20800000000000002,302,0.302,101,0.101,0,0.0,0,
58.140077,1788179654.009583,166678000,195,1,1,4,30,60773657,801907544,21600,6.0773657,80.1907544,21.6,49,75,0.49,0.75,3,0.03,4485,44.85,-76464,-76.464,207,0.20700000000000002,302,0.302,69,0.069,0,0.0,0,
58.592326,1788179654.461832,167278000,223,1,1,4,31,60773658,801907548,21530,6.0773658,80.1907548,21.53,50,75,0.5,0.75,1,0.01,4485,44.85,-76534,-76.534,207,0.20700000000000002,302,0.302,110,0.11,0,0.0,0,
59.166735,1788179655.036241,167678000,252,1,1,4,32,60773660,801907550,21480,6.077366,80.190755,21.48,50,75,0.5,0.75,1,0.01,4485,44.85,-76584,-76.584,206,0.20600000000000002,301,0.301,106,0.106,0,0.0,0,
59.651977,1788179655.521483,168278000,24,1,1,4,32,60773662,801907553,21410,6.0773662,80.19075529999999,21.41,50,75,0.5,0.75,1,0.01,4485,44.85,-76654,-76.654,206,0.20600000000000002,301,0.301,101,0.101,0,0.0,0,
60.135658,1788179656.005164,168678000,53,1,1,4,32,60773662,801907556,21390,6.0773662,80.1907556,21.39,50,75,0.5,0.75,8,0.08,4485,44.85,-76674,-76.674,206,0.20600000000000002,300,0.3,82,0.082,0,0.0,0,
60.667313,1788179656.536819,169278000,81,1,1,4,31,60773662,801907559,21360,6.0773662,80.1907559,21.36,49,75,0.49,0.75,1,0.01,4485,44.85,-76704,-76.70400000000001,206,0.20600000000000002,300,0.3,86,0.08600000000000001,0,0.0,0,
61.137833,1788179657.007339,169678000,110,1,1,4,32,60773663,801907561,21350,6.0773662999999996,80.1907561,21.35,49,75,0.49,0.75,2,0.02,4485,44.85,-76714,-76.714,206,0.20600000000000002,300,0.3,67,0.067,0,0.0,0,
61.697426,1788179657.566932,170278000,139,1,1,4,32,60773664,801907562,21290,6.0773664,80.1907562,21.29,49,75,0.49,0.75,4,0.04,4485,44.85,-76774,-76.774,206,0.20600000000000002,301,0.301,114,0.114,0,0.0,0,
62.167160,1788179658.036666,170678000,168,1,1,4,32,60773665,801907562,21270,6.0773665,80.1907562,21.27,49,75,0.49,0.75,2,0.02,4485,44.85,-76794,-76.794,206,0.20600000000000002,302,0.302,114,0.114,0,0.0,0,
62.622096,1788179658.491602,171278000,196,1,1,4,31,60773666,801907563,21220,6.0773665999999995,80.19075629999999,21.22,49,75,0.49,0.75,0,0.0,4485,44.85,-76844,-76.84400000000001,206,0.20600000000000002,303,0.303,115,0.115,0,0.0,0,
63.229628,1788179659.099134,171678000,225,1,1,4,32,60773667,801907562,21190,6.0773667,80.1907562,21.19,49,75,0.49,0.75,2,0.02,4485,44.85,-76874,-76.874,206,0.20600000000000002,304,0.304,98,0.098,0,0.0,0,
63.619903,1788179659.489409,172278000,253,1,1,4,31,60773670,801907562,21150,6.077367,80.1907562,21.150000000000002,49,75,0.49,0.75,6,0.06,4485,44.85,-76913,-76.913,206,0.20600000000000002,304,0.304,65,0.065,0,0.0,0,
64.117456,1788179659.986962,172678000,26,1,1,4,31,60773671,801907562,21150,6.0773671,80.1907562,21.150000000000002,49,75,0.49,0.75,3,0.03,4485,44.85,-76914,-76.914,206,0.20600000000000002,305,0.305,76,0.076,0,0.0,0,
