Linux 5.15.0-186-generic (lenovo) 	08/27/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:27:16 PM  1002     78708    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8263548  603368   1.86  python3
07:27:16 PM  1002     78860    4.00    4.00    0.00    0.00    8.00     8      0.00      0.00 1874916  177576   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:27:17 PM  1002     78708    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8263548  603368   1.86  python3
07:27:17 PM  1002     78860    3.00    2.00    0.00    0.00    5.00     4      1.00      0.00 1874916  177576   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:27:18 PM  1002     78708    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8263008  603320   1.86  python3
07:27:18 PM  1002     78860    4.00    2.00    0.00    0.00    6.00     6      0.00      0.00 1874916  177576   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:27:19 PM  1002     78708    0.00    1.00    0.00    0.00    1.00     8      0.00      0.00 8263008  603320   1.86  python3
07:27:19 PM  1002     78860    4.00    2.00    0.00    0.00    6.00     4      1.00      0.00 1874916  177576   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:27:20 PM  1002     78708    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262468  603256   1.86  python3
07:27:20 PM  1002     78860    5.00    2.00    0.00    0.00    7.00     8      0.00      0.00 1874916  177576   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:27:21 PM  1002     78708    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262468  603256   1.86  python3
