samples,configured_n,estimated_n,regression_intercept,rmse_db,mae_db,bias_db,r_squared
3201.0,2.0,2.0000005255471396,-26.7299879073083,2.903239530559343e-09,2.5098988734851166e-09,4.813509055402159e-11,0.9999999999511531
