time_s,raw_score_array
0.661198,"[1.0, 0.9327934980392456, 1.0, 44.38259506225586, -49.61740493774414, 1.0, 0.6639674305915833, 1.0, 2.0, 0.9208541512489319, 1.0, 48.65536117553711, -45.34463882446289, 1.0, 0.604270875453949, 1.0, 3.0, 0.8984341621398926, 1.0, 43.99860382080078, -50.00139617919922, 1.0, 0.4921707808971405, 1.0]"
2.661084,"[1.0, 0.9359692335128784, 1.0, 45.896278381347656, -48.103721618652344, 1.0, 0.6798460483551025, 1.0, 2.0, 0.9271917939186096, 1.0, 38.38379669189453, -55.61620330810547, 1.0, 0.6359590291976929, 1.0, 3.0, 0.899678111076355, 1.0, 45.35185623168945, -48.64814376831055, 1.0, 0.49839043617248535, 1.0]"
4.661110,"[1.0, 0.9352647066116333, 1.0, 32.797203063964844, -61.202796936035156, 1.0, 0.6763235926628113, 1.0, 2.0, 0.8729532361030579, 1.0, 41.64262390136719, -52.35737609863281, 0.9050219058990479, 0.6192387342453003, 0.7759893536567688, 3.0, 0.8493857979774475, 1.0, 41.574745178222656, -52.425254821777344, 0.9050219058990479, 0.5014013648033142, 0.7759893536567688]"
6.661087,"[1.0, 0.9033536911010742, 1.0, 36.57175827026367, -57.42824172973633, 1.0, 0.5167683959007263, 1.0, 2.0, 0.9000651836395264, 1.0, 40.32094955444336, -53.67905044555664, 1.0, 0.5003258585929871, 1.0, 3.0, 0.8935258984565735, 1.0, 41.84728240966797, -52.15271759033203, 1.0, 0.4676293730735779, 1.0]"
8.661148,"[1.0, 0.8712436556816101, 1.0, 41.357017517089844, -52.642982482910156, 1.0, 0.35621827840805054, 1.0, 2.0, 0.8813180327415466, 1.0, 38.335350036621094, -55.664649963378906, 1.0, 0.40659016370773315, 1.0, 3.0, 0.8808332681655884, 1.0, 37.817508697509766, -56.182491302490234, 1.0, 0.40416640043258667, 1.0]"
10.661265,"[1.0, 0.8717460632324219, 1.0, 39.03955841064453, -54.96044158935547, 1.0, 0.3587304651737213, 1.0, 2.0, 0.8814884424209595, 1.0, 42.0686149597168, -51.9313850402832, 1.0, 0.4074423611164093, 1.0, 3.0, 0.8810089826583862, 1.0, 32.888771057128906, -61.111228942871094, 1.0, 0.4050447940826416, 1.0]"
12.661164,"[1.0, 0.8632580637931824, 1.0, 29.265026092529297, -64.73497009277344, 1.0, 0.3530389368534088, 1.0, 2.0, 0.8803601264953613, 1.0, 33.11623764038086, -60.88376235961914, 1.0, 0.40180057287216187, 1.0, 3.0, 0.8804647326469421, 1.0, 39.94011306762695, -54.05988693237305, 1.0, 0.40232375264167786, 1.0]"
14.661296,"[1.0, 0.8710127472877502, 1.0, 38.316139221191406, -55.683860778808594, 1.0, 0.35506364703178406, 1.0, 2.0, 0.8791640400886536, 1.0, 31.472497940063477, -62.527503967285156, 1.0, 0.39582011103630066, 1.0, 3.0, 0.8799494504928589, 1.0, 36.10329818725586, -57.89670181274414, 1.0, 0.3997473120689392, 1.0]"
16.661078,"[1.0, 0.8712272047996521, 1.0, 39.29199981689453, -54.70800018310547, 1.0, 0.3561360239982605, 1.0, 2.0, 0.8800792098045349, 1.0, 38.713985443115234, -55.286014556884766, 1.0, 0.40039610862731934, 1.0, 3.0, 0.8802803754806519, 1.0, 37.9976921081543, -56.0023078918457, 1.0, 0.40140190720558167, 1.0]"
18.661206,"[1.0, 0.872296154499054, 1.0, 36.69694519042969, -57.30305480957031, 1.0, 0.3614806532859802, 1.0, 2.0, 0.8825432658195496, 1.0, 35.05295181274414, -58.94704818725586, 1.0, 0.41271641850471497, 1.0, 3.0, 0.8826117515563965, 1.0, 35.12495422363281, -58.87504577636719, 1.0, 0.41305866837501526, 1.0]"
20.661339,"[1.0, 0.8700144290924072, 1.0, 40.09168243408203, -53.90831756591797, 1.0, 0.35007214546203613, 1.0, 2.0, 0.8803814649581909, 1.0, 33.731693267822266, -60.268306732177734, 1.0, 0.4019072353839874, 1.0, 3.0, 0.8794498443603516, 1.0, 33.55659866333008, -60.44340133666992, 1.0, 0.39724913239479065, 1.0]"
22.661217,"[1.0, 0.8730365037918091, 1.0, 35.885807037353516, -58.114192962646484, 1.0, 0.3651825785636902, 1.0, 2.0, 0.7807756066322327, 1.0, 21.517108917236328, -72.48289489746094, 1.0, 0.41790536046028137, 0.8202344179153442, 3.0, 0.8829739093780518, 1.0, 36.90678787231445, -57.09321212768555, 1.0, 0.414869487285614, 1.0]"
24.661074,"[1.0, 0.879813551902771, 1.0, 40.200565338134766, -53.799434661865234, 1.0, 0.3990676701068878, 1.0, 2.0, 0.7674998641014099, 1.0, 19.368995666503906, -74.6310043334961, 1.0, 0.4641242027282715, 0.8098507523536682, 3.0, 0.8814640045166016, 1.0, 32.44331741333008, -61.55668258666992, 1.0, 0.4073199927806854, 1.0]"
26.661235,"[1.0, 0.9308711290359497, 1.0, 42.78385543823242, -51.21614456176758, 1.0, 0.654355525970459, 1.0, 2.0, 0.8376535177230835, 1.0, 21.22701072692871, -72.77298736572266, 1.0, 0.7191113233566284, 0.8156114220619202, 3.0, 0.9279326796531677, 1.0, 31.6422119140625, -62.3577880859375, 1.0, 0.6396633982658386, 1.0]"
28.661207,"[1.0, 0.9916743040084839, 1.0, 41.67652130126953, -52.32347869873047, 1.0, 0.958371639251709, 1.0, 2.0, 0.7665965557098389, 1.0, 9.16707706451416, -84.83292388916016, 1.0, 0.9677046537399292, 0.8138484954833984, 3.0, 0.9893572926521301, 1.0, 31.329933166503906, -62.670066833496094, 1.0, 0.9467865228652954, 1.0]"
30.661165,"[1.0, 0.9975901246070862, 1.0, 39.456844329833984, -54.543155670166016, 1.0, 0.9879506826400757, 1.0, 2.0, 0.7983036041259766, 1.0, 11.914531707763672, -82.08546447753906, 1.0, 0.9882316589355469, 0.8151196241378784, 3.0, 0.9958692193031311, 1.0, 32.72929382324219, -61.27070617675781, 1.0, 0.9793460965156555, 1.0]"
32.661132,"[1.0, 0.9971330761909485, 1.0, 42.57546615600586, -51.42453384399414, 1.0, 0.9856652617454529, 1.0, 2.0, 0.8041736483573914, 1.0, 12.66077995300293, -81.33921813964844, 1.0, 0.9812140464782715, 0.8132301568984985, 3.0, 0.9954699873924255, 1.0, 32.7242317199707, -61.2757682800293, 1.0, 0.9773499965667725, 1.0]"
34.661113,"[1.0, 0.9462151527404785, 1.0, 38.428436279296875, -55.571563720703125, 1.0, 0.7310757637023926, 1.0, 2.0, 0.7578484416007996, 1.0, 12.837362289428711, -81.16263580322266, 1.0, 0.7409960627555847, 0.8127564191818237, 3.0, 0.916286289691925, 1.0, 27.546995162963867, -66.4530029296875, 1.0, 0.7040817141532898, 1.0]"
36.661129,"[1.0, 0.9198609590530396, 1.0, 38.21964645385742, -55.78035354614258, 1.0, 0.5993048548698425, 1.0, 2.0, 0.6735431551933289, 1.0, 7.099096298217773, -86.9009017944336, 0.9788467884063721, 0.6278241276741028, 0.8333333134651184, 3.0, 0.7854203581809998, 1.0, 20.218830108642578, -73.78116607666016, 0.9788467884063721, 0.44789010286331177, 1.0]"
38.661226,"[1.0, 0.9188797473907471, 1.0, 37.988590240478516, -56.011409759521484, 1.0, 0.5943986177444458, 1.0, 2.0, 0.7722278237342834, 1.0, 17.443553924560547, -76.55644989013672, 0.9896953105926514, 0.5877518653869629, 0.8333333134651184, 3.0, 0.8725731372833252, 1.0, 32.80649948120117, -61.19350051879883, 0.9896953105926514, 0.3783228397369385, 1.0]"
40.661107,"[1.0, 0.9491841793060303, 1.0, 40.07268524169922, -53.92731475830078, 1.0, 0.7459208965301514, 1.0, 2.0, 0.8220887184143066, 1.0, 19.464908599853516, -74.53508758544922, 1.0, 0.7205315232276917, 0.8333333134651184, 3.0, 0.7115843296051025, 1.0, 9.457343101501465, -84.54265594482422, 1.0, 0.6309716105461121, 0.9081659317016602]"
42.661154,"[1.0, 0.9831390976905823, 1.0, 32.79302215576172, -61.20697784423828, 1.0, 0.9156955480575562, 1.0, 2.0, 0.8372729420661926, 1.0, 18.039562225341797, -75.96044158935547, 1.0, 0.8677199482917786, 0.8333333134651184, 3.0, 0.8561379909515381, 1.0, 18.09881591796875, -75.90118408203125, 1.0, 0.9231680631637573, 0.9051623940467834]"
44.661109,"[1.0, 0.9575200080871582, 1.0, 34.66801071166992, -59.33198928833008, 1.0, 0.7876001596450806, 1.0, 2.0, 0.8088022470474243, 1.0, 17.646352767944336, -76.35364532470703, 0.9649927616119385, 0.7975378632545471, 0.8333333134651184, 3.0, 0.8629146218299866, 1.0, 22.337491989135742, -71.66250610351562, 0.9649927616119385, 0.7987045049667358, 0.9030095338821411]"
46.661143,"[1.0, 0.8754721879959106, 1.0, 37.528053283691406, -56.471946716308594, 1.0, 0.37736082077026367, 1.0, 2.0, 0.6710155606269836, 1.0, 8.220378875732422, -85.77961730957031, 1.0, 0.5273920893669128, 0.8333333134651184, 3.0, 0.7117384672164917, 1.0, 12.472475051879883, -81.52752685546875, 1.0, 0.4889659285545349, 0.8922054767608643]"
48.661157,"[1.0, 0.8406476378440857, 1.0, 21.168289184570312, -72.83171081542969, 1.0, 0.6448237895965576, 1.0, 2.0, 0.6099255681037903, 0.0, -2.8757877349853516, -96.87578582763672, 1.0, 0.7767505049705505, 0.8333333134651184, 3.0, 0.8814849257469177, 1.0, 23.412328720092773, -70.5876693725586, 1.0, 0.7902228236198425, 0.8931710720062256]"
50.661099,"[1.0, 0.899276077747345, 1.0, 39.164886474609375, -54.835113525390625, 1.0, 0.4963802397251129, 1.0, 2.0, 0.7485077977180481, 1.0, 17.770326614379883, -76.22967529296875, 1.0, 0.4373558461666107, 0.8333333134651184, 3.0, 0.8053860664367676, 1.0, 19.58436393737793, -74.41563415527344, 1.0, 0.6010105013847351, 0.893403172492981]"
52.661108,"[1.0, 0.9177668690681458, 1.0, 36.2143669128418, -57.7856330871582, 1.0, 0.5888344049453735, 1.0, 2.0, 0.7651336193084717, 1.0, 20.958091735839844, -73.04190826416016, 1.0, 0.3634814918041229, 0.8285640478134155, 3.0, 0.7563098073005676, 1.0, 15.294746398925781, -78.70525360107422, 1.0, 0.5699601769447327, 0.893703043460846]"
54.661198,"[1.0, 0.9095282554626465, 1.0, 37.58416748046875, -56.41583251953125, 1.0, 0.547641396522522, 1.0, 2.0, 0.8912574648857117, 1.0, 32.60816955566406, -61.39183044433594, 1.0, 0.45628735423088074, 1.0, 3.0, 0.8066320419311523, 1.0, 23.44357681274414, -70.55642700195312, 1.0, 0.41409286856651306, 0.8937769532203674]"
56.661127,"[1.0, 0.8718950152397156, 1.0, 38.454132080078125, -55.545867919921875, 1.0, 0.35947516560554504, 1.0, 2.0, 0.8918348550796509, 1.0, 29.870609283447266, -64.12939453125, 1.0, 0.4656439423561096, 1.0, 3.0, 0.7228639721870422, 1.0, 17.70297622680664, -76.2970199584961, 1.0, 0.2813059687614441, 0.8957298994064331]"
58.661094,"[1.0, 0.8797271847724915, 1.0, 42.78744888305664, -51.21255111694336, 0.9702300429344177, 0.4432908892631531, 1.0, 2.0, 0.8900718092918396, 1.0, 29.83107566833496, -64.1689224243164, 0.9702300429344177, 0.5034600496292114, 1.0, 3.0, 0.7592860460281372, 1.0, 20.85711669921875, -73.14288330078125, 1.0, 0.29952573776245117, 0.9080975651741028]"
60.661267,"[1.0, 0.939767062664032, 1.0, 41.44013977050781, -52.55986022949219, 1.0, 0.6988351941108704, 1.0, 2.0, 0.941644549369812, 1.0, 37.80973434448242, -56.19026565551758, 1.0, 0.7082226276397705, 1.0, 3.0, 0.9117419123649597, 1.0, 30.800703048706055, -63.19929885864258, 1.0, 0.5587095022201538, 1.0]"
62.661039,"[1.0, 0.8745768070220947, 1.0, 42.703269958496094, -51.296730041503906, 0.9927931427955627, 0.3836943507194519, 1.0, 2.0, 0.8755062222480774, 1.0, 32.34199905395508, -61.65800094604492, 1.0, 0.3775312006473541, 1.0, 3.0, 0.9028517007827759, 1.0, 32.275474548339844, -61.724525451660156, 0.9927931427955627, 0.5250688791275024, 1.0]"
64.661165,"[1.0, 0.843250572681427, 1.0, 38.2711181640625, -55.7288818359375, 1.0, 0.21625275909900665, 1.0, 2.0, 0.8231597542762756, 1.0, 27.964237213134766, -66.03575897216797, 1.0, 0.21758677065372467, 1.0, 3.0, 0.871488094329834, 1.0, 33.107749938964844, -60.892250061035156, 1.0, 0.35744041204452515, 1.0]"
66.661162,"[1.0, 0.9038508534431458, 1.0, 42.391361236572266, -51.608638763427734, 1.0, 0.519254207611084, 1.0, 2.0, 0.7169027328491211, 1.0, 13.855307579040527, -80.14469146728516, 1.0, 0.4797147810459137, 0.824067234992981, 3.0, 0.9244848489761353, 1.0, 30.33441925048828, -63.66558074951172, 1.0, 0.6224243640899658, 1.0]"
68.661342,"[1.0, 0.9927370548248291, 1.0, 43.355186462402344, -50.644813537597656, 1.0, 0.9636853933334351, 1.0, 2.0, 0.8271198272705078, 1.0, 15.576499938964844, -78.42350006103516, 1.0, 0.9470822215080261, 0.8193841576576233, 3.0, 0.9907036423683167, 1.0, 35.56595993041992, -58.43404006958008, 1.0, 0.953518271446228, 1.0]"
