time_s,metric,source,destination,value
6.676500,obstacle_loss_db,2,3,0.0
6.779869,obstacle_loss_db,0,1,0.0
6.779869,obstacle_loss_db,0,2,16.557497024536133
6.779869,obstacle_loss_db,0,3,0.0
6.779869,obstacle_loss_db,1,2,0.0
6.779869,obstacle_loss_db,1,3,0.0
6.779869,obstacle_loss_db,2,3,0.0
6.876175,obstacle_loss_db,0,1,0.0
6.876175,obstacle_loss_db,0,2,16.55773162841797
6.876175,obstacle_loss_db,0,3,0.0
6.876175,obstacle_loss_db,1,2,0.0
6.876175,obstacle_loss_db,1,3,0.0
6.876175,obstacle_loss_db,2,3,0.0
6.979808,obstacle_loss_db,0,1,0.0
6.979808,obstacle_loss_db,0,2,16.56248664855957
6.979808,obstacle_loss_db,0,3,0.0
6.979808,obstacle_loss_db,1,2,0.0
6.979808,obstacle_loss_db,1,3,0.0
6.979808,obstacle_loss_db,2,3,0.0
7.076081,obstacle_loss_db,0,1,0.0
7.076081,obstacle_loss_db,0,2,16.563173294067383
7.076081,obstacle_loss_db,0,3,0.0
7.076081,obstacle_loss_db,1,2,0.0
7.076081,obstacle_loss_db,1,3,0.0
7.076081,obstacle_loss_db,2,3,0.0
7.115326,rssi_dbm,0,1,-56.336917877197266
7.115326,rssi_dbm,0,2,-77.2967529296875
7.115326,rssi_dbm,0,3,-61.00420379638672
7.115326,rssi_dbm,1,2,-61.0201530456543
7.115326,rssi_dbm,1,3,-54.690181732177734
7.115326,rssi_dbm,2,3,-60.28721237182617
7.115338,snr_db,0,1,37.663082122802734
7.115338,snr_db,0,2,16.703250885009766
7.115338,snr_db,0,3,32.99579620361328
7.115338,snr_db,1,2,32.9798469543457
7.115338,snr_db,1,3,39.309818267822266
7.115338,snr_db,2,3,33.71278762817383
7.179918,obstacle_loss_db,0,1,0.0
7.179918,obstacle_loss_db,0,2,16.570459365844727
7.179918,obstacle_loss_db,0,3,0.0
7.179918,obstacle_loss_db,1,2,0.0
7.179918,obstacle_loss_db,1,3,0.0
7.179918,obstacle_loss_db,2,3,0.0
7.276286,obstacle_loss_db,0,1,0.0
7.276286,obstacle_loss_db,0,2,16.578060150146484
7.276286,obstacle_loss_db,0,3,0.0
7.276286,obstacle_loss_db,1,2,0.0
7.276286,obstacle_loss_db,1,3,0.0
7.276286,obstacle_loss_db,2,3,0.0
7.379960,obstacle_loss_db,0,1,0.0
7.379960,obstacle_loss_db,0,2,16.582687377929688
7.379960,obstacle_loss_db,0,3,0.0
7.379960,obstacle_loss_db,1,2,0.0
7.379960,obstacle_loss_db,1,3,0.0
7.379960,obstacle_loss_db,2,3,0.0
7.476185,obstacle_loss_db,0,1,0.0
7.476185,obstacle_loss_db,0,2,16.586673736572266
7.476185,obstacle_loss_db,0,3,0.0
7.476185,obstacle_loss_db,1,2,0.0
7.476185,obstacle_loss_db,1,3,0.0
7.476185,obstacle_loss_db,2,3,0.0
7.579994,obstacle_loss_db,0,1,0.0
7.579994,obstacle_loss_db,0,2,16.58977699279785
7.579994,obstacle_loss_db,0,3,0.0
7.579994,obstacle_loss_db,1,2,0.0
7.579994,obstacle_loss_db,1,3,0.0
7.579994,obstacle_loss_db,2,3,0.0
7.615350,rssi_dbm,0,1,-54.97674560546875
7.615350,rssi_dbm,0,2,-80.25354766845703
7.615350,rssi_dbm,0,3,-60.838470458984375
7.615350,rssi_dbm,1,2,-59.234832763671875
7.615350,rssi_dbm,1,3,-56.9899787902832
7.615350,rssi_dbm,2,3,-54.573246002197266
7.615364,snr_db,0,1,39.02325439453125
7.615364,snr_db,0,2,13.746452331542969
7.615364,snr_db,0,3,33.161529541015625
7.615364,snr_db,1,2,34.765167236328125
