trial,duration_s,primary_samples,backup_samples,score_samples,event_messages,primary_changes,backup_changes,initial_primary,final_primary,initial_backup,final_backup,uav1_primary_time_percent,uav2_primary_time_percent,uav3_primary_time_percent
dynamic_trial3,69.781473,45,45,45,12,0,3,1,1,2,3,100.000,0.000,0.000
