Linux 5.15.0-186-generic (lenovo) 	08/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:22 AM  1002     86484   44.00    6.00    0.00    0.00   50.00    12  15204.00      0.00 9180496  809980   2.49  python3
02:06:22 AM  1002     86824    2.00    1.00    0.00    0.00    3.00     2      0.00      0.00 2072076  177828   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:23 AM  1002     86484   63.00    4.00    0.00    0.00   67.00    12  15204.00      0.00 9180496  809740   2.49  python3
02:06:23 AM  1002     86824    2.00    0.00    0.00    1.00    2.00    18      0.00      0.00 2072076  177828   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:24 AM  1002     86484   45.00    4.00    0.00    0.00   49.00    12  14694.00      0.00 9174376  803308   2.47  python3
02:06:24 AM  1002     86824    2.00    1.00    0.00    0.00    3.00    10      0.00      0.00 2072076  177828   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:25 AM  1002     86484   43.00    1.00    0.00    0.00   44.00    12  14401.00      0.00 9184576  813476   2.50  python3
02:06:25 AM  1002     86824    2.00    0.00    0.00    0.00    2.00    19      0.00      0.00 2072076  177828   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:26 AM  1002     86484   78.00    1.00    0.00    0.00   79.00    12  11157.00      0.00 9174376  803340   2.47  python3
02:06:26 AM  1002     86824    4.00    1.00    0.00    0.00    5.00    18      0.00      0.00 2072076  177828   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:27 AM  1002     86484    0.00    0.00    0.00    0.00    0.00    12      0.00      0.00 9174376  803340   2.47  python3
02:06:27 AM  1002     86824    2.00    0.00    0.00    0.00    2.00     0      0.00      0.00 2072076  177828   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:28 AM  1002     86484   35.00    6.00    0.00    0.00   41.00    12  14401.00      0.00 9171676  800348   2.46  python3
02:06:28 AM  1002     86824    2.00    1.00    0.00    0.00    3.00    17      0.00      0.00 2072076  177828   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:29 AM  1002     86484   40.00    2.00    0.00    0.00   42.00    12  16899.00      0.00 9174376  803452   2.47  python3
02:06:29 AM  1002     86824    2.00    1.00    0.00    0.00    3.00     8      0.00      0.00 2072076  177828   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:30 AM  1002     86484    0.00    0.00    0.00    0.00    0.00    12      0.00      0.00 9174376  803452   2.47  python3
02:06:30 AM  1002     86824    2.00    0.00    0.00    0.00    2.00     6      0.00      0.00 2072076  177828   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:06:31 AM  1002     86484   43.00    3.00    0.00    0.00   46.00    12  13867.00      0.00 9171676  800744   2.47  python3
02:06:31 AM  1002     86824    2.00    1.00    0.00    0.00    3.00     6      0.00      0.00 2072076  177828   0.55  python3

