Linux 5.15.0-186-generic (lenovo) 	08/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:42:22 AM  1002    116070   52.00    6.00    0.00    0.00   58.00    12  18264.00      0.00 9202412  831028   2.56  python3
02:42:22 AM  1002    117585    3.00    1.00    0.00    0.00    4.00     2      2.00      0.00 2072060  169616   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:42:23 AM  1002    116070   51.00    1.00    0.00    0.00   52.00    12  18264.00      0.00 9196288  825144   2.54  python3
02:42:23 AM  1002    117585    2.00    0.00    0.00    0.00    2.00     4      4.00      0.00 2072060  169616   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:42:24 AM  1002    116070   54.00    0.00    0.00    0.00   54.00     8  13323.00      0.00 9191656  820504   2.53  python3
02:42:24 AM  1002    117585    1.00    2.00    0.00    0.00    3.00     4      1.00      0.00 2072060  169616   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:42:25 AM  1002    116070   50.00    3.00    0.00    0.00   53.00     8  14694.00      0.00 9187216  816144   2.51  python3
02:42:25 AM  1002    117585    2.00    2.00    0.00    0.00    4.00     6      3.00      0.00 2072060  169616   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
02:42:26 AM  1002    116070   53.00    0.00    0.00    0.00   53.00     8  11411.00      0.00 9184516  813516   2.50  python3
02:42:26 AM  1002    117585    2.00    1.00    0.00    0.00    3.00     8      6.00      0.00 2072060  169616   0.52  python3

