Linux 5.15.0-186-generic (lenovo) 	08/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:21 AM  1002     62308   43.00    3.00    0.00    0.00   46.00     8  17244.00      0.00 9197476  826876   2.55  python3
12:57:21 AM  1002     62636    2.00    1.00    0.00    0.00    3.00     0   1995.00      0.00 2069376  174344   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:22 AM  1002     62308   49.00    1.00    0.00    0.00   50.00     8  15812.00      0.00 9197476  827160   2.55  python3
12:57:22 AM  1002     62636    3.00    0.00    0.00    0.00    3.00    22   1995.00      0.00 2069376  174344   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:23 AM  1002     62308   41.00    4.00    0.00    0.00   45.00    12  21072.00      0.00 9197476  826780   2.55  python3
12:57:23 AM  1002     62636    2.00    2.00    0.00    0.00    4.00     0   1995.00      0.00 2069376  174344   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:24 AM  1002     62308   45.00    0.00    0.00    0.00   45.00     8  12176.00      0.00 9197476  827072   2.55  python3
12:57:24 AM  1002     62636    1.00    1.00    0.00    0.00    2.00     8   1319.00      0.00 2066508  171440   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:25 AM  1002     62308   43.00    7.00    0.00    0.00   50.00     8  17244.00      0.00 9197476  827204   2.55  python3
12:57:25 AM  1002     62636    2.00    1.00    0.00    0.00    3.00     0   2672.00      0.00 2069376  174348   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:26 AM  1002     62308   51.00    2.00    0.00    0.00   53.00     8  15804.00      0.00 9197476  827024   2.55  python3
12:57:26 AM  1002     62636    2.00    1.00    0.00    0.00    3.00    12   1995.00      0.00 2069376  174348   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:27 AM  1002     62308   44.00    0.00    0.00    0.00   44.00     8  17245.00      0.00 9197476  826896   2.55  python3
12:57:27 AM  1002     62636    1.00    1.00    0.00    0.00    2.00     8   1995.00      0.00 2069376  174348   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:28 AM  1002     62308   52.00    1.00    0.00    0.00   53.00     8  15807.00      0.00 9197476  827228   2.55  python3
12:57:28 AM  1002     62636    3.00    0.00    0.00    0.00    3.00    12   1995.00      0.00 2069376  174348   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:29 AM  1002     62308   54.00    3.00    0.00    0.00   57.00     8  17244.00      0.00 9197476  827096   2.55  python3
12:57:29 AM  1002     62636    2.00    1.00    0.00    0.00    3.00    12   1319.00      0.00 2066508  171444   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:30 AM  1002     62308   55.00    1.00    0.00    0.00   56.00    12  15804.00      0.00 9197476  826872   2.55  python3
12:57:30 AM  1002     62636    2.00    0.00    0.00    0.00    2.00     8   2671.00      0.00 2069376  174348   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:31 AM  1002     62308   51.00    3.00    0.00    0.00   54.00    12  18142.00      0.00 9197476  827068   2.55  python3
12:57:31 AM  1002     62636    1.00    1.00    0.00    0.00    2.00    12   1995.00      0.00 2069376  174348   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:32 AM  1002     62308   54.00    0.00    0.00    0.00   54.00     8  12177.00      0.00 9197476  826836   2.55  python3
12:57:32 AM  1002     62636    3.00    1.00    0.00    0.00    4.00     2   1995.00      0.00 2069376  174348   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:33 AM  1002     62308   52.00    4.00    0.00    0.00   56.00     8  16225.00      0.00 9197476  826852   2.55  python3
12:57:33 AM  1002     62636    2.00    1.00    0.00    0.00    3.00    17   1996.00      0.00 2069376  174352   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:34 AM  1002     62308   42.00    2.00    0.00    0.00   44.00    10  15804.00      0.00 9197476  826920   2.55  python3
12:57:34 AM  1002     62636    1.00    1.00    0.00    0.00    2.00    10   1319.00      0.00 2066508  171448   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:57:35 AM  1002     62308   38.00    1.00    0.00    0.00   39.00    12  17244.00      0.00 9197476  827052   2.55  python3
12:57:35 AM  1002     62636    3.00    0.00    0.00    0.00    3.00    10   1995.00      0.00 2066508  171448   0.53  python3

