Linux 5.15.0-186-generic (lenovo) 	08/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:03:52 AM  1002    121271   81.00    3.00    0.00    0.00   84.00     8   9571.00      0.00 9201252  829704   2.55  python3
03:03:52 AM  1002    122490    2.00    2.00    0.00    0.00    4.00    17      2.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:03:53 AM  1002    121271   45.00    0.00    0.00    0.00   45.00     8  10701.00      0.00 9203512  832056   2.56  python3
03:03:53 AM  1002    122490    3.00    1.00    0.00    0.00    4.00     8      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:03:54 AM  1002    121271   49.00    6.00    0.00    0.00   55.00     8  10136.00      0.00 9203512  832300   2.56  python3
03:03:54 AM  1002    122490    2.00    2.00    0.00    0.00    4.00     2      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:03:55 AM  1002    121271   41.00    0.00    0.00    0.00   41.00     8  10136.00      0.00 9203512  832280   2.56  python3
03:03:55 AM  1002    122490    3.00    2.00    0.00    0.00    5.00     2      1.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:03:56 AM  1002    121271   48.00    3.00    0.00    0.00   51.00     8  10136.00      0.00 9203512  832524   2.56  python3
03:03:56 AM  1002    122490    2.00    1.00    0.00    0.00    3.00     4      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:03:57 AM  1002    121271   45.00    0.00    0.00    0.00   45.00     8  10340.00      0.00 9204304  832756   2.56  python3
03:03:57 AM  1002    122490    2.00    2.00    0.00    0.00    4.00    23      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:03:58 AM  1002    121271   55.00    1.00    0.00    0.00   56.00     8   9939.00      0.00 9203512  832244   2.56  python3
03:03:58 AM  1002    122490    3.00    2.00    0.00    0.00    5.00     4      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:03:59 AM  1002    121271   40.00    0.00    0.00    0.00   40.00     8  10575.00      0.00 9188492  817260   2.52  python3
03:03:59 AM  1002    122490    3.00    0.00    0.00    0.00    3.00     4      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:00 AM  1002    121271   39.00    5.00    0.00    0.00   44.00     8  11666.00      0.00 9188492  817392   2.52  python3
03:04:00 AM  1002    122490    3.00    2.00    0.00    0.00    5.00    20      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:01 AM  1002    121271   47.00    3.00    0.00    0.00   50.00    14  13859.00      0.00 9203512  832112   2.56  python3
03:04:01 AM  1002    122490    2.00    2.00    0.00    0.00    4.00    10      1.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:02 AM  1002    121271   57.00    3.00    0.00    0.00   60.00     8  10136.00      0.00 9203512  832092   2.56  python3
03:04:02 AM  1002    122490    2.00    1.00    0.00    0.00    3.00    14      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:03 AM  1002    121271   37.00    5.00    0.00    0.00   42.00     8  10136.00      0.00 9203512  832336   2.56  python3
03:04:03 AM  1002    122490    2.00    0.00    0.00    1.00    2.00    10      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:04 AM  1002    121271   53.00    0.00    0.00    0.00   53.00    10  10136.00      0.00 9203512  831788   2.56  python3
03:04:04 AM  1002    122490    2.00    1.00    0.00    0.00    3.00    14      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:05 AM  1002    121271   47.00    3.00    0.00    0.00   50.00    10  10137.00      0.00 9203512  832296   2.56  python3
03:04:05 AM  1002    122490    4.00    1.00    0.00    0.00    5.00    12      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:06 AM  1002    121271   53.00    5.00    0.00    0.00   58.00    12   9571.00      0.00 9201252  829640   2.55  python3
03:04:06 AM  1002    122490    2.00    2.00    0.00    0.00    4.00     4      1.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:07 AM  1002    121271   50.00    3.00    0.00    0.00   53.00    12  10701.00      0.00 9203512  831992   2.56  python3
03:04:07 AM  1002    122490    3.00    1.00    0.00    0.00    4.00     6      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:08 AM  1002    121271   58.00    3.00    0.00    0.00   61.00    14  10334.00      0.00 9204304  833028   2.56  python3
03:04:08 AM  1002    122490    3.00    1.00    0.00    0.00    4.00     0      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:09 AM  1002    121271   55.00    3.00    0.00    0.00   58.00    14   9938.00      0.00 9203512  831976   2.56  python3
03:04:09 AM  1002    122490    3.00    2.00    0.00    0.00    5.00    17      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:10 AM  1002    121271   55.00    2.00    0.00    0.00   57.00    14  10335.00      0.00 9204304  833012   2.56  python3
03:04:10 AM  1002    122490    3.00    1.00    0.00    0.00    4.00    12      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:11 AM  1002    121271   52.00    0.00    0.00    0.00   52.00    14   9939.00      0.00 9203512  832228   2.56  python3
03:04:11 AM  1002    122490    3.00    1.00    0.00    0.00    4.00    10      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:12 AM  1002    121271   55.00    3.00    0.00    0.00   58.00     2  10136.00      0.00 9203512  832212   2.56  python3
03:04:12 AM  1002    122490    3.00    2.00    0.00    0.00    5.00     4      1.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:13 AM  1002    121271   57.00    4.00    0.00    0.00   61.00     2  10136.00      0.00 9203512  831924   2.56  python3
03:04:13 AM  1002    122490    3.00    1.00    0.00    0.00    4.00     4      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:14 AM  1002    121271   44.00    0.00    0.00    0.00   44.00     2  10136.00      0.00 9203512  832432   2.56  python3
03:04:14 AM  1002    122490    3.00    1.00    0.00    0.00    4.00     4      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:15 AM  1002    121271   52.00    1.00    0.00    0.00   53.00     2  10335.00      0.00 9204304  832940   2.56  python3
03:04:15 AM  1002    122490    3.00    1.00    0.00    0.00    4.00     0      0.00      0.00 2072060  169672   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
03:04:16 AM  1002    121271   65.00    1.00    0.00    0.00   66.00     2  10136.00      0.00 9204304  832948   2.56  python3
