Linux 5.15.0-186-generic (lenovo) 	08/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:35:09 AM  1002     53449   34.00    6.00    0.00    0.00   40.00     8  17500.00      0.00 9194628  824028   2.54  python3
12:35:09 AM  1002     53755    2.00    1.00    0.00    0.00    3.00    14   1319.00      0.00 2066516  172092   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:35:10 AM  1002     53449   45.00    1.00    0.00    0.00   46.00    12  15237.00      0.00 9194628  823876   2.54  python3
12:35:10 AM  1002     53755    1.00    2.00    0.00    0.00    3.00     2   1995.00      0.00 2066516  172092   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:35:11 AM  1002     53449   38.00    7.00    0.00    0.00   45.00    12  17500.00      0.00 9194628  824108   2.54  python3
12:35:11 AM  1002     53755    1.00    1.00    0.00    0.00    2.00     2   1995.00      0.00 2066516  172092   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:35:12 AM  1002     53449   41.00    0.00    0.00    0.00   41.00     8  14633.00      0.00 9194628  823760   2.54  python3
12:35:12 AM  1002     53755    2.00    1.00    0.00    0.00    3.00    10   2671.00      0.00 2069384  174996   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:35:13 AM  1002     53449   39.00    6.00    0.00    0.00   45.00     8  17501.00      0.00 9194628  823996   2.54  python3
12:35:13 AM  1002     53755    2.00    1.00    0.00    0.00    3.00    14   1995.00      0.00 2069384  174996   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:35:14 AM  1002     53449   40.00    0.00    0.00    0.00   40.00     8  16131.00      0.00 9194628  823480   2.54  python3
12:35:14 AM  1002     53755    1.00    1.00    0.00    0.00    2.00    14   1995.00      0.00 2069384  174996   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:35:15 AM  1002     53449   52.00    2.00    0.00    0.00   54.00    12  17500.00      0.00 9194628  824232   2.54  python3
12:35:15 AM  1002     53755    1.00    2.00    0.00    0.00    3.00    10   1995.00      0.00 2069384  174996   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:35:16 AM  1002     53449   40.00    6.00    0.00    0.00   46.00     8  15492.00      0.00 9194628  823856   2.54  python3
12:35:16 AM  1002     53755    3.00    0.00    0.00    0.00    3.00    14   1320.00      0.00 2066516  172096   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
12:35:17 AM  1002     53449   39.00    4.00    0.00    0.00   43.00     8  17501.00      0.00 9194628  823828   2.54  python3
12:35:17 AM  1002     53755    1.00    1.00    0.00    0.00    2.00    14   2671.00      0.00 2069384  175000   0.54  python3

