Linux 5.15.0-186-generic (lenovo) 	08/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:38 AM  1002     66216    0.00    0.00    0.00    0.00    0.00    12      0.00      0.00 9190332  818892   2.52  python3
01:04:38 AM  1002     66542    2.00    1.00    0.00    0.00    3.00    12   1996.00      0.00 2069388  173872   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:39 AM  1002     66216    5.00   12.00    0.00    0.00   17.00    12  16989.00      0.00 9217872  846544   2.61  python3
01:04:39 AM  1002     66542    3.00    0.00    0.00    0.00    3.00    12   1995.00      0.00 2069388  173876   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:40 AM  1002     66216   23.00    0.00    0.00    0.00   23.00    12      1.00      0.00 9190332  819360   2.52  python3
01:04:40 AM  1002     66542    2.00    1.00    0.00    0.00    3.00    10   1995.00      0.00 2069388  173876   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:41 AM  1002     66216   44.00    3.00    0.00    0.00   47.00    10  15933.00      0.00 9190332  819268   2.52  python3
01:04:41 AM  1002     66542    1.00    2.00    0.00    0.00    3.00    10   1995.00      0.00 2069388  173876   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:42 AM  1002     66216    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9190332  819268   2.52  python3
01:04:42 AM  1002     66542    2.00    0.00    0.00    0.00    2.00    10   1995.00      0.00 2069388  173876   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:43 AM  1002     66216   51.00    1.00    0.00    0.00   52.00    10  16989.00      0.00 9199004  827812   2.55  python3
01:04:43 AM  1002     66542    2.00    2.00    0.00    0.00    4.00     8   1995.00      0.00 2069388  173876   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:44 AM  1002     66216   53.00    4.00    0.00    0.00   57.00    14  16642.00      0.00 9190332  819144   2.52  python3
01:04:44 AM  1002     66542    2.00    0.00    0.00    0.00    2.00     6   1996.00      0.00 2069388  173880   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:45 AM  1002     66216    0.00    0.00    0.00    0.00    0.00    14      0.00      0.00 9190332  819144   2.52  python3
01:04:45 AM  1002     66542    3.00    1.00    0.00    0.00    4.00     0   2670.00      0.00 2072088  176520   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:46 AM  1002     66216   36.00    2.00    0.00    0.00   38.00     8  16989.00      0.00 9217872  846528   2.61  python3
01:04:46 AM  1002     66542    1.00    1.00    0.00    0.00    2.00    10   1995.00      0.00 2072088  176648   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:47 AM  1002     66216   19.00    0.00    0.00    0.00   19.00     8      0.00      0.00 9190332  819280   2.52  python3
01:04:47 AM  1002     66542    3.00    2.00    0.00    0.00    5.00     6   1995.00      0.00 2072088  176648   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:48 AM  1002     66216    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 9190332  819280   2.52  python3
01:04:48 AM  1002     66542    1.00    1.00    0.00    0.00    2.00     8   1995.00      0.00 2072088  176648   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:49 AM  1002     66216   22.00    0.00    0.00    0.00   22.00    10  14471.00      0.00 9217872  846352   2.61  python3
01:04:49 AM  1002     66542    2.00    2.00    0.00    0.00    4.00    10   1996.00      0.00 2072088  176648   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:50 AM  1002     66216   30.00    0.00    0.00    0.00   30.00    10    162.00      0.00 9190332  819132   2.52  python3
01:04:50 AM  1002     66542    2.00    0.00    0.00    0.00    2.00     6   1995.00      0.00 2072088  176652   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:51 AM  1002     66216    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9190332  819132   2.52  python3
01:04:51 AM  1002     66542    2.00    1.00    0.00    0.00    3.00     6   1995.00      0.00 2072088  176652   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:52 AM  1002     66216    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9190332  819132   2.52  python3
01:04:52 AM  1002     66542    3.00    0.00    0.00    0.00    3.00     6   1995.00      0.00 2072088  176652   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:04:53 AM  1002     66216   53.00    2.00    0.00    0.00   55.00     8  16990.00      0.00 9190332  819004   2.52  python3
01:04:53 AM  1002     66542    2.00    2.00    0.00    0.00    4.00    19   1996.00      0.00 2072088  176656   0.54  python3

