Linux 5.15.0-186-generic (lenovo) 	08/06/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:49 AM  1002     68440   49.00    4.00    0.00    0.00   53.00    10  15621.00      0.00 9192388  822324   2.53  python3
01:06:49 AM  1002     69666    2.00    2.00    0.00    0.00    4.00    12   1999.00      0.00 2072144  169336   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:50 AM  1002     68440   72.00    2.00    0.00    0.00   74.00    10  17758.00      0.00 9192388  821996   2.53  python3
01:06:50 AM  1002     69666    2.00    1.00    0.00    0.00    3.00    10   1996.00      0.00 2072144  169336   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:51 AM  1002     68440   46.00    3.00    0.00    0.00   49.00     8  14602.00      0.00 9192388  822132   2.53  python3
01:06:51 AM  1002     69666    2.00    2.00    0.00    0.00    4.00    12   1997.00      0.00 2072144  169336   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:52 AM  1002     68440   44.00    5.00    0.00    0.00   49.00     8  13710.00      0.00 9193412  822116   2.53  python3
01:06:52 AM  1002     69666    2.00    1.00    0.00    0.00    3.00    14   1996.00      0.00 2072144  169340   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:53 AM  1002     68440   35.00   10.00    0.00    0.00   45.00     8  15621.00      0.00 9193412  822104   2.53  python3
01:06:53 AM  1002     69666    4.00    1.00    0.00    0.00    5.00    14   2001.00      0.00 2072144  169340   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:54 AM  1002     68440   57.00    3.00    0.00    0.00   60.00    18  17758.00      0.00 9193412  822040   2.53  python3
01:06:54 AM  1002     69666    3.00    0.00    0.00    0.00    3.00     0   1999.00      0.00 2072144  169344   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:55 AM  1002     68440   44.00    2.00    0.00    0.00   46.00     0  14729.00      0.00 9193412  822128   2.53  python3
01:06:55 AM  1002     69666    1.00    2.00    0.00    0.00    3.00     8   1998.00      0.00 2072144  169348   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:56 AM  1002     68440   38.00    4.00    0.00    0.00   42.00     0  14728.00      0.00 9193412  822220   2.53  python3
01:06:56 AM  1002     69666    1.00    2.00    0.00    0.00    3.00    10   1996.00      0.00 2072144  169348   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:57 AM  1002     68440   47.00    0.00    0.00    0.00   47.00     0  14914.00      0.00 9193412  822520   2.53  python3
01:06:57 AM  1002     69666    3.00    0.00    0.00    0.00    3.00     6   1997.00      0.00 2072144  169352   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:58 AM  1002     68440   47.00    6.00    0.00    0.00   53.00     0  14728.00      0.00 9193412  822616   2.53  python3
01:06:58 AM  1002     69666    2.00    0.00    0.00    0.00    2.00    10   1996.00      0.00 2072144  169352   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:06:59 AM  1002     68440   35.00    7.00    0.00    0.00   42.00     0  15423.00      0.00 9193412  822576   2.53  python3
01:06:59 AM  1002     69666    1.00    2.00    0.00    0.00    3.00    10   1995.00      0.00 2072144  169352   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:00 AM  1002     68440   43.00    3.00    0.00    0.00   46.00     8  13708.00      0.00 9193412  822556   2.53  python3
01:07:00 AM  1002     69666    2.00    1.00    0.00    0.00    3.00    14   1997.00      0.00 2072144  169352   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:01 AM  1002     68440   46.00    6.00    0.00    0.00   52.00     8  14728.00      0.00 9193412  822120   2.53  python3
01:07:01 AM  1002     69666    1.00    2.00    0.00    0.00    3.00    14   1995.00      0.00 2072144  169352   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:02 AM  1002     68440   43.00    4.00    0.00    0.00   47.00     0  15110.00      0.00 9193412  821916   2.53  python3
01:07:02 AM  1002     69666    2.00    0.00    0.00    0.00    2.00    10   2001.00      0.00 2072144  169616   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:03 AM  1002     68440   68.00    3.00    0.00    0.00   71.00     0  14729.00      0.00 9193412  822012   2.53  python3
01:07:03 AM  1002     69666    2.00    1.00    0.00    0.00    3.00    12   1999.00      0.00 2072144  169624   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:04 AM  1002     68440   46.00    1.00    0.00    0.00   47.00     2  13708.00      0.00 9193412  822256   2.53  python3
01:07:04 AM  1002     69666    3.00    0.00    0.00    0.00    3.00     0   1997.00      0.00 2072144  169624   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:05 AM  1002     68440   49.00    0.00    0.00    0.00   49.00     8  13708.00      0.00 9193412  822500   2.53  python3
01:07:05 AM  1002     69666    2.00    1.00    0.00    0.00    3.00     2   1996.00      0.00 2072144  169624   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:06 AM  1002     68440   55.00    0.00    0.00    0.00   55.00     8  14728.00      0.00 9193412  822588   2.53  python3
01:07:06 AM  1002     69666    2.00    2.00    0.00    0.00    4.00     2   1999.00      0.00 2072144  169624   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:07 AM  1002     68440   47.00    3.00    0.00    0.00   50.00     0  13708.00      0.00 9193412  822568   2.53  python3
01:07:07 AM  1002     69666    1.00    0.00    0.00    0.00    1.00     0   1320.00      0.00 2069276  166720   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:08 AM  1002     68440   65.00    2.00    0.00    0.00   67.00     8  14729.00      0.00 9193412  822400   2.53  python3
01:07:08 AM  1002     69666    2.00    1.00    0.00    0.00    3.00     0   2673.00      0.00 2072144  169624   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:09 AM  1002     68440   48.00    3.00    0.00    0.00   51.00     0  13708.00      0.00 9193412  822380   2.53  python3
01:07:09 AM  1002     69666    2.00    1.00    0.00    0.00    3.00     0   1996.00      0.00 2072144  169624   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
01:07:10 AM  1002     68440   51.00    2.00    0.00    0.00   53.00     0  13963.00      0.00 9177932  807028   2.48  python3
01:07:10 AM  1002     69666    2.00    0.00    0.00    0.00    2.00    10   2001.00      0.00 2072144  169624   0.52  python3

