elapsed_time_s,wall_time,wall_time_unix_s,source_timestamp_s,source_clock_s,message_type,topic,sequence_number,sysid,compid,interarrival_ms
3.024999,2026-09-01T20:06:48.126233+00:00,1788293208.126232624,,1788293209.023436069,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,108.359
3.100045,2026-09-01T20:06:48.201279+00:00,1788293208.201279163,,1788293209.023436069,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,75.046
3.201792,2026-09-01T20:06:48.303026+00:00,1788293208.303026438,,1788293209.181329966,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,101.745
3.309499,2026-09-01T20:06:48.410733+00:00,1788293208.410733461,,1788293209.267271996,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,107.707
3.418928,2026-09-01T20:06:48.520162+00:00,1788293208.520161867,,1788293209.361208916,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,109.433
3.534941,2026-09-01T20:06:48.636175+00:00,1788293208.636175156,,1788293209.508110046,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,116.004
3.629949,2026-09-01T20:06:48.731183+00:00,1788293208.731183290,,1788293209.581060886,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,95.016
3.721810,2026-09-01T20:06:48.823044+00:00,1788293208.823043823,,1788293209.702979088,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,91.865
3.822239,2026-09-01T20:06:48.923473+00:00,1788293208.923472643,,1788293209.775929928,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,100.425
3.929181,2026-09-01T20:06:49.030416+00:00,1788293209.030415773,,1788293209.860872984,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,106.946
4.056842,2026-09-01T20:06:49.158075+00:00,1788293209.158075333,,1788293209.982790947,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,127.659
4.131738,2026-09-01T20:06:49.232972+00:00,1788293209.232972383,,1788293209.982790947,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,74.895
4.248398,2026-09-01T20:06:49.349632+00:00,1788293209.349631786,,1788293210.223630905,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,116.662
4.341269,2026-09-01T20:06:49.442502+00:00,1788293209.442502260,,1788293210.297580957,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,92.870
4.455223,2026-09-01T20:06:49.556457+00:00,1788293209.556456804,,1788293210.382524014,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,113.954
4.581011,2026-09-01T20:06:49.682246+00:00,1788293209.682245970,,1788293210.516433954,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,125.785
4.670114,2026-09-01T20:06:49.771347+00:00,1788293209.771347284,,1788293210.540417910,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,89.103
4.769230,2026-09-01T20:06:49.870464+00:00,1788293209.870463848,,1788293210.720297098,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,99.122
4.867296,2026-09-01T20:06:49.968530+00:00,1788293209.968530178,,1788293210.793247938,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,98.062
4.979049,2026-09-01T20:06:50.080283+00:00,1788293210.080283165,,1788293210.843214035,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,111.755
5.060037,2026-09-01T20:06:50.161271+00:00,1788293210.161271334,,1788293210.964133024,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,80.984
5.163869,2026-09-01T20:06:50.265103+00:00,1788293210.265102863,,1788293211.037084103,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,103.834
5.274385,2026-09-01T20:06:50.375619+00:00,1788293210.375619173,,1788293211.147010088,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,110.517
5.384166,2026-09-01T20:06:50.485400+00:00,1788293210.485399961,,1788293211.304903984,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,109.782
5.484471,2026-09-01T20:06:50.585705+00:00,1788293210.585705280,,1788293211.304903984,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,100.295
5.606841,2026-09-01T20:06:50.708075+00:00,1788293210.708075047,,1788293211.491777897,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,122.380
5.706384,2026-09-01T20:06:50.807618+00:00,1788293210.807618380,,1788293211.491777897,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,99.543
5.794420,2026-09-01T20:06:50.895654+00:00,1788293210.895653963,,1788293211.491777897,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,88.031
5.896597,2026-09-01T20:06:50.997831+00:00,1788293210.997830868,,1788293211.756599903,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,102.180
6.002734,2026-09-01T20:06:51.103968+00:00,1788293211.103967905,,1788293211.899503946,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,106.137
6.116667,2026-09-01T20:06:51.217901+00:00,1788293211.217901468,,1788293212.021421909,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,113.932
6.198231,2026-09-01T20:06:51.299465+00:00,1788293211.299465418,,1788293212.106364965,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,81.565
6.299925,2026-09-01T20:06:51.401159+00:00,1788293211.401159286,,1788293212.179316044,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,101.693
6.420011,2026-09-01T20:06:51.521245+00:00,1788293211.521245003,,1788293212.301234007,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,120.085
6.520692,2026-09-01T20:06:51.621925+00:00,1788293211.621925354,,1788293212.399168015,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,100.682
6.632215,2026-09-01T20:06:51.733449+00:00,1788293211.733448982,,1788293212.484111071,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,111.524
6.727539,2026-09-01T20:06:51.828773+00:00,1788293211.828773022,,1788293212.545069933,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,95.324
6.823155,2026-09-01T20:06:51.924389+00:00,1788293211.924389124,,1788293212.678980112,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,95.615
6.928092,2026-09-01T20:06:52.029326+00:00,1788293212.029325962,,1788293212.678980112,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,104.934
7.050782,2026-09-01T20:06:52.152017+00:00,1788293212.152017117,,1788293212.898832083,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,122.682
7.129260,2026-09-01T20:06:52.230494+00:00,1788293212.230493784,,1788293212.959790945,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,78.492
7.231922,2026-09-01T20:06:52.333157+00:00,1788293212.333156824,,1788293212.959790945,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,102.656
7.348367,2026-09-01T20:06:52.449600+00:00,1788293212.449600458,,1788293213.206624985,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,116.450
7.465833,2026-09-01T20:06:52.567067+00:00,1788293212.567067146,,1788293213.303560019,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,117.463
7.557165,2026-09-01T20:06:52.658400+00:00,1788293212.658400059,,1788293213.303560019,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,91.330
7.662979,2026-09-01T20:06:52.764213+00:00,1788293212.764213085,,1788293213.303560019,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,105.815
7.756433,2026-09-01T20:06:52.857668+00:00,1788293212.857667923,,1788293213.608355045,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,93.451
7.846622,2026-09-01T20:06:52.947856+00:00,1788293212.947855949,,1788293213.693298101,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,90.196
7.955708,2026-09-01T20:06:53.056943+00:00,1788293213.056942701,,1788293213.755255938,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,109.087
8.064728,2026-09-01T20:06:53.165963+00:00,1788293213.165962696,,1788293213.901158094,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,109.014
8.173185,2026-09-01T20:06:53.274418+00:00,1788293213.274418354,,1788293213.974108934,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,108.461
8.284024,2026-09-01T20:06:53.385258+00:00,1788293213.385258436,,1788293214.059051991,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,110.835
8.378145,2026-09-01T20:06:53.479379+00:00,1788293213.479378939,,1788293214.156985998,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,94.123
8.472034,2026-09-01T20:06:53.573268+00:00,1788293213.573267937,,1788293214.290895939,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,93.891
8.583589,2026-09-01T20:06:53.684822+00:00,1788293213.684822321,,1788293214.290895939,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,111.554
8.718319,2026-09-01T20:06:53.819554+00:00,1788293213.819553614,,1788293214.522739887,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,134.727
8.815476,2026-09-01T20:06:53.916710+00:00,1788293213.916710377,,1788293214.572705984,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,97.157
8.907624,2026-09-01T20:06:54.008857+00:00,1788293214.008857250,,1788293214.694623947,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,92.148
9.022697,2026-09-01T20:06:54.123931+00:00,1788293214.123930693,,1788293214.694623947,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,115.069
9.120970,2026-09-01T20:06:54.222204+00:00,1788293214.222204447,,1788293214.910479069,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,98.272
9.207791,2026-09-01T20:06:54.309026+00:00,1788293214.309025526,,1788293214.970438957,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,86.832
9.308056,2026-09-01T20:06:54.409291+00:00,1788293214.409290791,,1788293215.115340948,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,100.257
9.403821,2026-09-01T20:06:54.505055+00:00,1788293214.505055189,,1788293215.178298950,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,95.765
9.517965,2026-09-01T20:06:54.619200+00:00,1788293214.619199514,,1788293215.323200941,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,114.144
9.650249,2026-09-01T20:06:54.751484+00:00,1788293214.751483679,,1788293215.409143925,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,132.284
9.757319,2026-09-01T20:06:54.858555+00:00,1788293214.858554840,,1788293215.483093977,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,107.066
9.849439,2026-09-01T20:06:54.950673+00:00,1788293214.950673103,,1788293215.605011940,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,92.124
9.940751,2026-09-01T20:06:55.041985+00:00,1788293215.041984797,,1788293215.701946974,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,91.316
10.050312,2026-09-01T20:06:55.151546+00:00,1788293215.151545763,,1788293215.774898052,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,109.559
10.167829,2026-09-01T20:06:55.269063+00:00,1788293215.269063234,,1788293215.884824038,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,117.518
10.292998,2026-09-01T20:06:55.394233+00:00,1788293215.394232988,,1788293215.957775116,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,125.160
10.393403,2026-09-01T20:06:55.494637+00:00,1788293215.494637012,,1788293216.103677034,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,100.408
10.477715,2026-09-01T20:06:55.578949+00:00,1788293215.578949451,,1788293216.213603020,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,84.319
10.565239,2026-09-01T20:06:55.666473+00:00,1788293215.666473389,,1788293216.310538054,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,87.523
10.686753,2026-09-01T20:06:55.787988+00:00,1788293215.787988186,,1788293216.408472061,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,121.513
10.778050,2026-09-01T20:06:55.879284+00:00,1788293215.879284143,,1788293216.445446968,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,91.301
10.886976,2026-09-01T20:06:55.988210+00:00,1788293215.988210201,,1788293216.615333080,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,108.924
10.970938,2026-09-01T20:06:56.072171+00:00,1788293216.072171450,,1788293216.688283920,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,83.966
11.101054,2026-09-01T20:06:56.202288+00:00,1788293216.202288151,,1788293216.823193073,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,130.108
11.191496,2026-09-01T20:06:56.292731+00:00,1788293216.292730570,,1788293216.884151936,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,90.447
11.291710,2026-09-01T20:06:56.392944+00:00,1788293216.392944336,,1788293216.956103086,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,100.209
11.381022,2026-09-01T20:06:56.482256+00:00,1788293216.482256413,,1788293216.956103086,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,89.315
11.479855,2026-09-01T20:06:56.581089+00:00,1788293216.581088543,,1788293217.212930918,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,98.839
11.572704,2026-09-01T20:06:56.673939+00:00,1788293216.673938751,,1788293217.212930918,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,92.848
11.686603,2026-09-01T20:06:56.787836+00:00,1788293216.787836075,,1788293217.347840071,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,113.900
11.793707,2026-09-01T20:06:56.894941+00:00,1788293216.894941330,,1788293217.483748913,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,107.102
11.907985,2026-09-01T20:06:57.009222+00:00,1788293217.009221792,,1788293217.568691015,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,114.240
12.004255,2026-09-01T20:06:57.105490+00:00,1788293217.105489731,,1788293217.715593100,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,96.305
12.107755,2026-09-01T20:06:57.208989+00:00,1788293217.208988905,,1788293217.776551962,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,103.499
12.219936,2026-09-01T20:06:57.321171+00:00,1788293217.321170807,,1788293217.909461975,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,112.179
12.315824,2026-09-01T20:06:57.417058+00:00,1788293217.417057514,,1788293217.970421076,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,95.892
12.415753,2026-09-01T20:06:57.516987+00:00,1788293217.516987324,,1788293218.108329058,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,99.927
12.501278,2026-09-01T20:06:57.602513+00:00,1788293217.602512598,,1788293218.191272974,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,85.526
12.632454,2026-09-01T20:06:57.733687+00:00,1788293217.733686924,,1788293218.251231909,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,131.174
12.752220,2026-09-01T20:06:57.853454+00:00,1788293217.853453636,,1788293218.373151064,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,119.765
12.861141,2026-09-01T20:06:57.962375+00:00,1788293217.962375164,,1788293218.520051956,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,108.922
12.944482,2026-09-01T20:06:58.045716+00:00,1788293218.045715809,,1788293218.604995012,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,83.345
13.033850,2026-09-01T20:06:58.135084+00:00,1788293218.135084391,,1788293218.676945925,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,89.364
13.141145,2026-09-01T20:06:58.242379+00:00,1788293218.242378950,,1788293218.811856031,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,107.296
13.237994,2026-09-01T20:06:58.339228+00:00,1788293218.339228153,,1788293218.811856031,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,96.849
13.336122,2026-09-01T20:06:58.437356+00:00,1788293218.437355995,,1788293218.993732929,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,98.133
13.447315,2026-09-01T20:06:58.548549+00:00,1788293218.548548937,,1788293218.993732929,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,111.188
13.539767,2026-09-01T20:06:58.641001+00:00,1788293218.641000986,,1788293219.177609921,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,92.452
13.660243,2026-09-01T20:06:58.761477+00:00,1788293218.761476755,,1788293219.251559973,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,120.478
13.756362,2026-09-01T20:06:58.857595+00:00,1788293218.857595444,,1788293219.251559973,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,96.122
13.859608,2026-09-01T20:06:58.960843+00:00,1788293218.960842609,,1788293219.445429087,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,103.242
13.975455,2026-09-01T20:06:59.076689+00:00,1788293219.076688528,,1788293219.544363022,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,115.851
14.050508,2026-09-01T20:06:59.151742+00:00,1788293219.151742220,,1788293219.665282011,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,75.050
14.156570,2026-09-01T20:06:59.257805+00:00,1788293219.257805109,,1788293219.751224041,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,106.058
14.252980,2026-09-01T20:06:59.354215+00:00,1788293219.354214668,,1788293219.873142004,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,96.411
14.390459,2026-09-01T20:06:59.491693+00:00,1788293219.491693020,,1788293219.958085060,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,137.482
14.469101,2026-09-01T20:06:59.570335+00:00,1788293219.570335388,,1788293220.043028116,MAVLINK_GLOBAL_POSITION_INT_BRIDGE_REL_ALT,/uav1/rel_alt,,1,,78.646
