elapsed_time_s,wall_time,wall_time_unix_s,source_timestamp_s,source_clock_s,local_x_east_m,local_y_north_m,local_z_up_m,roll_deg,pitch_deg,yaw_enu_deg,heading_deg,qx,qy,qz,qw,vx_east_mps,vy_north_mps,vz_up_mps,ground_speed_mps,vertical_speed_up_mps,relative_altitude_m,armed,flight_mode,flying
2.542846,2026-09-01T20:06:47.644081+00:00,1788293207.644080639,1788293208.565743923,1788293208.318909883,0.000000000,0.000000000,-0.000000000,0.104416,-0.050884,-89.480082,179.480082,-0.000334675,0.000956797,0.703890622,-0.710307658,-0.023300288,0.024053117,0.000283843,0.033488145,0.000283843,0.000000000,False,STABILIZE,False
2.774140,2026-09-01T20:06:47.875374+00:00,1788293207.875374317,1788293208.809580088,1788293208.769606113,0.000000000,0.000000000,-0.000000000,0.105354,-0.051140,-89.484949,179.484949,-0.000338870,0.000964159,0.703920782,-0.710277736,-0.023738448,0.024499629,0.000215738,0.034113717,0.000215738,0.000000000,False,STABILIZE,False
3.133207,2026-09-01T20:06:48.234442+00:00,1788293208.234441757,1788293209.157346010,1788293209.145354033,0.000000000,0.000000000,-0.000000000,0.106766,-0.052121,-89.491213,179.491213,-0.000341544,0.000978936,0.703959584,-0.710239291,-0.024008971,0.024721127,0.000208055,0.034461062,0.000208055,0.000000000,False,STABILIZE,False
3.215919,2026-09-01T20:06:48.317153+00:00,1788293208.317152739,1788293209.229296923,1788293209.181329966,0.000000000,0.000000000,-0.000000000,0.107081,-0.052441,-89.492214,179.492214,-0.000341525,0.000982853,0.703965783,-0.710233092,-0.024499953,0.025167499,0.000123814,0.035123364,0.000123814,0.000000000,False,STABILIZE,False
3.286643,2026-09-01T20:06:48.387877+00:00,1788293208.387876511,1788293209.300250053,1788293209.267271996,0.000000000,0.000000000,-0.000000000,0.107287,-0.052688,-89.493619,179.493619,-0.000341269,0.000985653,0.703974485,-0.710224509,-0.024622846,0.025261955,0.000121651,0.035276776,0.000121651,0.000000000,False,STABILIZE,False
3.435932,2026-09-01T20:06:48.537166+00:00,1788293208.537166357,1788293209.440155983,1788293209.361208916,0.000000000,0.000000000,-0.000000000,0.107859,-0.053283,-89.495957,179.495957,-0.000341143,0.000992859,0.703988969,-0.710210025,-0.024777271,0.025420481,0.000142370,0.035498085,0.000142370,0.000000000,False,STABILIZE,False
3.502992,2026-09-01T20:06:48.604226+00:00,1788293208.604226351,1788293209.508110046,1788293209.459142923,0.000000000,0.000000000,-0.000000000,0.108037,-0.053308,-89.497563,179.497563,-0.000342073,0.000994116,0.703998923,-0.710200191,-0.025041847,0.025717122,0.000138043,0.035895187,0.000138043,0.000000000,False,STABILIZE,False
3.550385,2026-09-01T20:06:48.651618+00:00,1788293208.651618004,1788293209.544085979,1788293209.508110046,0.000000000,0.000000000,-0.000000000,0.108301,-0.053487,-89.497814,179.497814,-0.000342615,0.000996848,0.704000473,-0.710198760,-0.025080461,0.025658876,0.000055299,0.035880460,0.000055299,0.000000000,False,STABILIZE,False
4.183269,2026-09-01T20:06:49.284503+00:00,1788293209.284502983,1788293210.169667006,1788293209.982790947,0.000000000,0.000000000,-0.000000000,0.110733,-0.054838,-89.509544,179.509544,-0.000349276,0.001020199,0.704073131,-0.710126698,-0.025144797,0.025717305,0.000048152,0.035967215,0.000048152,0.000000000,False,STABILIZE,False
4.559267,2026-09-01T20:06:49.660501+00:00,1788293209.660501003,1788293210.516433954,1788293210.491451025,0.000000000,0.000000000,-0.000000000,0.112161,-0.055805,-89.515097,179.515097,-0.000352138,0.001034980,0.704107523,-0.710092545,-0.026076859,0.026508100,-0.000116968,0.037184432,-0.000116968,0.000000000,False,STABILIZE,False
4.802056,2026-09-01T20:06:49.903291+00:00,1788293209.903290987,1788293210.761269093,1788293210.720297098,0.000000000,0.000000000,-0.000000000,0.113316,-0.056406,-89.519139,179.519139,-0.000355561,0.001045814,0.704132557,-0.710067630,-0.026532155,0.026919000,-0.000122050,0.037796664,-0.000122050,0.000000000,False,STABILIZE,False
5.334849,2026-09-01T20:06:50.436083+00:00,1788293210.436082840,1788293211.289913893,1788293211.231952906,0.000000000,0.000000000,-0.000000000,0.114965,-0.057097,-89.528349,179.528349,-0.000361449,0.001060255,0.704189599,-0.710011065,-0.026921026,0.027241714,-0.000171764,0.038299513,-0.000171764,0.000000000,False,STABILIZE,False
5.368880,2026-09-01T20:06:50.470114+00:00,1788293210.470113754,1788293211.323890924,1788293211.304903984,0.000000000,0.000000000,-0.000000000,0.115052,-0.057146,-89.528715,179.528715,-0.000361687,0.001061102,0.704191864,-0.710008919,-0.027674850,0.027863014,-0.000149566,0.039271426,-0.000149566,0.000000000,False,STABILIZE,False
5.535179,2026-09-01T20:06:50.636413+00:00,1788293210.636412859,1788293211.465795040,1788293211.438813925,0.000000000,0.000000000,-0.000000000,0.115428,-0.057624,-89.531342,179.531342,-0.000361056,0.001066381,0.704208136,-0.709992647,-0.027721448,0.027951913,-0.000149576,0.039367348,-0.000149576,0.000000000,False,STABILIZE,False
5.687539,2026-09-01T20:06:50.788773+00:00,1788293210.788772821,1788293211.606700897,1788293211.491777897,0.000000000,0.000000000,-0.000000000,0.116094,-0.057971,-89.534066,179.534066,-0.000363018,0.001072629,0.704225004,-0.709976017,-0.027896456,0.028073281,-0.000115792,0.039576778,-0.000115792,0.000000000,False,STABILIZE,False
5.963498,2026-09-01T20:06:51.064732+00:00,1788293211.064732075,1788293211.884514093,1788293211.877518892,0.000000000,0.000000000,-0.000000000,0.116878,-0.058423,-89.539225,179.539225,-0.000365056,0.001080263,0.704256952,-0.709944189,-0.028136520,0.028309736,-0.000106455,0.039913718,-0.000106455,0.000000000,False,STABILIZE,False
6.153512,2026-09-01T20:06:51.254748+00:00,1788293211.254747629,1788293212.060395956,1788293212.021421909,0.000000000,0.000000000,-0.000000000,0.117311,-0.058788,-89.542016,179.542016,-0.000365469,0.001085199,0.704274237,-0.709927022,-0.028487097,0.028626112,-0.000133527,0.040385258,-0.000133527,0.000000000,False,STABILIZE,False
6.278196,2026-09-01T20:06:51.379432+00:00,1788293211.379431725,1788293212.198302984,1788293212.179316044,0.000000000,0.000000000,-0.000000000,0.117742,-0.058889,-89.544489,179.544489,-0.000367496,0.001088479,0.704289556,-0.709911823,-0.028738832,0.028801821,-0.000120753,0.040687411,-0.000120753,0.000000000,False,STABILIZE,False
6.316618,2026-09-01T20:06:51.417852+00:00,1788293211.417851925,1788293212.234278917,1788293212.179316044,0.000000000,0.000000000,-0.000000000,0.117929,-0.059177,-89.544865,179.544865,-0.000366881,0.001091415,0.704291880,-0.709909618,-0.028882151,0.028937142,-0.000118970,0.040884433,-0.000118970,0.000000000,False,STABILIZE,False
6.757948,2026-09-01T20:06:51.859183+00:00,1788293211.859182596,1788293212.651998043,1788293212.545069933,0.000000000,0.000000000,-0.000000000,0.119224,-0.059876,-89.551998,179.551998,-0.000370532,0.001103729,0.704336047,-0.709865689,-0.028990094,0.029001700,-0.000113060,0.041006391,-0.000113060,0.000000000,False,STABILIZE,False
6.875387,2026-09-01T20:06:51.976620+00:00,1788293211.976620436,1788293212.757925987,1788293212.678980112,0.000000000,0.000000000,-0.000000000,0.119476,-0.060053,-89.553480,179.553480,-0.000370992,0.001106380,0.704345226,-0.709856629,-0.029422345,0.029316748,-0.000078952,0.041534878,-0.000078952,0.000000000,False,STABILIZE,False
7.022244,2026-09-01T20:06:52.123478+00:00,1788293212.123478174,1788293212.898832083,1788293212.886840105,0.000000000,0.000000000,-0.000000000,0.119854,-0.060232,-89.555685,179.555685,-0.000372214,0.001109817,0.704358876,-0.709842980,-0.029674698,0.029501563,-0.000097423,0.041844114,-0.000097423,0.000000000,False,STABILIZE,False
7.187387,2026-09-01T20:06:52.288621+00:00,1788293212.288620710,1788293213.075712919,1788293212.959790945,0.000000000,0.000000000,-0.000000000,0.120061,-0.060382,-89.558408,179.558408,-0.000372546,0.001112026,0.704375744,-0.709826350,-0.029780405,0.029536430,-0.000075062,0.041943691,-0.000075062,0.000000000,False,STABILIZE,False
7.380393,2026-09-01T20:06:52.481627+00:00,1788293212.481626987,1788293213.251595020,1788293213.242600918,0.000000000,0.000000000,-0.000000000,0.120563,-0.060588,-89.561190,179.561190,-0.000374366,0.001116398,0.704392970,-0.709809244,-0.029998245,0.029689629,-0.000110629,0.042206264,-0.000110629,0.000000000,False,STABILIZE,False
7.421383,2026-09-01T20:06:52.522616+00:00,1788293212.522616386,1788293213.285572052,1788293213.267584085,0.000000000,0.000000000,-0.000000000,0.120577,-0.060619,-89.562056,179.562056,-0.000374249,0.001116679,0.704398334,-0.709803879,-0.030253096,0.029995006,-0.000169317,0.042602232,-0.000169317,0.000000000,False,STABILIZE,False
7.672766,2026-09-01T20:06:52.774001+00:00,1788293212.774000883,1788293213.532406092,1788293213.303560019,0.000000000,0.000000000,-0.000000000,0.121234,-0.061250,-89.565744,179.565744,-0.000374403,0.001124636,0.704421163,-0.709781289,-0.030226691,0.029989514,-0.000177954,0.042579617,-0.000177954,0.000000000,False,STABILIZE,False
7.707283,2026-09-01T20:06:52.808517+00:00,1788293212.808517456,1788293213.566382885,1788293213.303560019,0.000000000,0.000000000,-0.000000000,0.121250,-0.061236,-89.566350,179.566350,-0.000374583,0.001124655,0.704424918,-0.709777534,-0.030472474,0.030185331,-0.000117865,0.042892026,-0.000117865,0.000000000,False,STABILIZE,False
7.936657,2026-09-01T20:06:53.037892+00:00,1788293213.037891626,1788293213.809220076,1788293213.755255938,0.000000000,0.000000000,-0.000000000,0.122009,-0.061653,-89.570615,179.570615,-0.000376676,0.001131914,0.704451323,-0.709751248,-0.030556349,0.030275945,-0.000136491,0.043015384,-0.000136491,0.000000000,False,STABILIZE,False
8.016498,2026-09-01T20:06:53.117732+00:00,1788293213.117732286,1788293213.879172087,1788293213.864182949,0.000000000,0.000000000,-0.000000000,0.122389,-0.061679,-89.571694,179.571694,-0.000378867,0.001134415,0.704457998,-0.709744692,-0.030662097,0.030459244,-0.000091163,0.043219553,-0.000091163,0.000000000,False,STABILIZE,False
8.316565,2026-09-01T20:06:53.417800+00:00,1788293213.417800188,1788293214.156985998,1788293214.059051991,0.000000000,0.000000000,-0.000000000,0.123175,-0.062348,-89.576537,179.576537,-0.000379572,0.001143403,0.704487979,-0.709714830,-0.030795747,0.030538736,-0.000098359,0.043370410,-0.000098359,-0.001000000,False,STABILIZE,False
8.985751,2026-09-01T20:06:54.086985+00:00,1788293214.086984634,1788293214.796555996,1788293214.694623947,0.000000000,0.000000000,-0.000000000,0.125392,-0.063849,-89.587726,179.587726,-0.000383961,0.001166368,0.704557240,-0.709646046,-0.030954517,0.030600984,-0.000094465,0.043527030,-0.000094465,-0.001000000,False,STABILIZE,False
9.147961,2026-09-01T20:06:54.249194+00:00,1788293214.249194384,1788293214.970438957,1788293214.945455074,0.000000000,0.000000000,-0.000000000,0.126109,-0.064023,-89.590538,179.590538,-0.000387302,0.001171867,0.704574645,-0.709628761,-0.031571347,0.031252421,-0.000010042,0.044423685,-0.000010042,-0.001000000,False,STABILIZE,False
9.182484,2026-09-01T20:06:54.283719+00:00,1788293214.283718586,1788293215.004415989,1788293214.970438957,0.000000000,0.000000000,-0.000000000,0.126314,-0.064115,-89.591135,179.591135,-0.000388001,0.001173700,0.704578340,-0.709625065,-0.031693727,0.031427927,-0.000049700,0.044634145,-0.000049700,-0.001000000,False,STABILIZE,False
9.291980,2026-09-01T20:06:54.393214+00:00,1788293214.393214464,1788293215.115340948,1788293215.067373037,0.000000000,0.000000000,-0.000000000,0.126785,-0.064315,-89.592773,179.592773,-0.000389669,0.001177835,0.704588473,-0.709615052,-0.031808235,0.031557325,-0.000045504,0.044806568,-0.000045504,-0.001000000,False,STABILIZE,False
9.447730,2026-09-01T20:06:54.548965+00:00,1788293214.548964500,1788293215.254247904,1788293215.178298950,0.000000000,0.000000000,-0.000000000,0.126994,-0.064637,-89.594959,179.594959,-0.000388960,0.001181126,0.704602003,-0.709601641,-0.031987555,0.031708226,-0.000074198,0.045040152,-0.000074198,-0.001000000,False,STABILIZE,False
9.477285,2026-09-01T20:06:54.578520+00:00,1788293214.578519583,1788293215.290224075,1788293215.275233984,0.000000000,0.000000000,-0.000000000,0.127063,-0.064688,-89.595575,179.595575,-0.000389070,0.001181870,0.704605818,-0.709597826,-0.032084361,0.031717602,-0.000036649,0.045115546,-0.000036649,-0.001000000,False,STABILIZE,False
9.868580,2026-09-01T20:06:54.969815+00:00,1788293214.969814777,1788293215.646984100,1788293215.605011940,0.000000000,0.000000000,-0.000000000,0.127945,-0.065311,-89.600708,179.600708,-0.000390649,0.001191167,0.704637587,-0.709566295,-0.032247350,0.031848516,-0.000025040,0.045323499,-0.000025040,-0.001000000,False,STABILIZE,False
10.371004,2026-09-01T20:06:55.472238+00:00,1788293215.472237825,1788293216.103677034,1788293215.957775116,0.000000000,0.000000000,-0.000000000,0.129103,-0.066304,-89.608412,179.608412,-0.000391630,0.001204457,0.704685271,-0.709518969,-0.032535385,0.032080710,-0.000061067,0.045691610,-0.000061067,-0.001000000,False,STABILIZE,False
10.745745,2026-09-01T20:06:55.846979+00:00,1788293215.846979141,1788293216.487418890,1788293216.445446968,0.000000000,0.000000000,-0.000000000,0.130014,-0.067307,-89.614894,179.614894,-0.000391028,0.001216295,0.704725385,-0.709479094,-0.032972358,0.032447614,-0.000107004,0.046260394,-0.000107004,-0.001000000,False,STABILIZE,False
11.015758,2026-09-01T20:06:56.116992+00:00,1788293216.116992474,1788293216.768229961,1788293216.761234045,0.000000000,0.000000000,-0.000000000,0.130995,-0.067903,-89.619403,179.619403,-0.000393391,0.001226032,0.704753280,-0.709451318,-0.033390440,0.032951821,-0.000178487,0.046912088,-0.000178487,-0.001000000,False,STABILIZE,False
11.124105,2026-09-01T20:06:56.225340+00:00,1788293216.225339890,1788293216.872159958,1788293216.823193073,0.000000000,0.000000000,-0.000000000,0.131322,-0.068174,-89.620944,179.620944,-0.000393733,0.001229726,0.704762816,-0.709441781,-0.033419643,0.033045154,-0.000188635,0.046998454,-0.000188635,-0.001000000,False,STABILIZE,False
11.444371,2026-09-01T20:06:56.545605+00:00,1788293216.545605183,1788293217.190944910,1788293217.163964033,0.000000000,0.000000000,-0.000000000,0.131761,-0.068956,-89.626290,179.626290,-0.000391585,0.001237284,0.704795897,-0.709408939,-0.033542536,0.033215828,-0.000180727,0.047205857,-0.000180727,-0.001000000,False,STABILIZE,False
11.554598,2026-09-01T20:06:56.655832+00:00,1788293216.655832052,1788293217.294876099,1788293217.212930918,0.000000000,0.000000000,-0.000000000,0.132084,-0.069117,-89.627879,179.627879,-0.000392578,0.001240273,0.704805732,-0.709399104,-0.033702150,0.033451159,-0.000207555,0.047484892,-0.000207555,-0.001000000,False,STABILIZE,False
11.624984,2026-09-01T20:06:56.726218+00:00,1788293216.726218224,1788293217.364829063,1788293217.347840071,0.000000000,0.000000000,-0.000000000,0.132203,-0.069401,-89.628929,179.628929,-0.000391556,0.001242774,0.704812229,-0.709392726,-0.033848662,0.033572722,-0.000152556,0.047674517,-0.000152556,-0.001000000,False,STABILIZE,False
11.840666,2026-09-01T20:06:56.941900+00:00,1788293216.941900492,1788293217.541709900,1788293217.483748913,0.000000000,0.000000000,-0.000000000,0.132603,-0.070127,-89.631059,179.631059,-0.000389546,0.001249733,0.704825401,-0.709379673,-0.033856958,0.033581648,-0.000146326,0.047686693,-0.000146326,-0.001000000,False,STABILIZE,False
11.990325,2026-09-01T20:06:57.091559+00:00,1788293217.091558695,1788293217.715593100,1788293217.630650043,0.000000000,0.000000000,-0.000000000,0.133155,-0.070639,-89.633892,179.633892,-0.000389786,0.001256308,0.704842925,-0.709362149,-0.034100957,0.033855759,-0.000166191,0.048052967,-0.000166191,-0.001000000,False,STABILIZE,False
13.107926,2026-09-01T20:06:58.209159+00:00,1788293218.209159374,1788293218.800863028,1788293218.787872076,0.000000000,0.000000000,-0.000000000,0.141931,-0.077641,-89.649703,179.649703,-0.000400852,0.001353692,0.704940617,-0.709264934,-0.034229491,0.034046188,-0.000156427,0.048278370,-0.000156427,-0.001000000,False,STABILIZE,False
13.265784,2026-09-01T20:06:58.367018+00:00,1788293218.367018223,1788293218.943767071,1788293218.811856031,0.000000000,0.000000000,-0.000000000,0.144115,-0.079620,-89.651483,179.651483,-0.000402180,0.001379377,0.704951584,-0.709253967,-0.004468589,0.004546517,-0.000213710,0.006374880,-0.000213710,-0.001000000,False,STABILIZE,False
13.616708,2026-09-01T20:06:58.717943+00:00,1788293218.717942953,1788293219.293531895,1788293219.251559973,0.000000000,0.000000000,-0.000000000,0.148613,-0.083967,-89.656653,179.656653,-0.000403209,0.001433976,0.704983473,-0.709222198,-0.005655156,0.005704691,-0.000233956,0.008032701,-0.000233956,-0.001000000,False,STABILIZE,False
13.925912,2026-09-01T20:06:59.027146+00:00,1788293219.027145624,1788293219.574342966,1788293219.544363022,0.000000000,0.000000000,-0.000000000,0.151515,-0.086543,-89.660391,179.660391,-0.000405269,0.001467781,0.705006540,-0.709199131,-0.008710763,0.008826765,-0.000212965,0.012401177,-0.000212965,-0.001000000,False,STABILIZE,False
13.957988,2026-09-01T20:06:59.059222+00:00,1788293219.059221983,1788293219.610318899,1788293219.544363022,0.000000000,0.000000000,-0.000000000,0.152003,-0.086848,-89.660874,179.660874,-0.000406409,0.001472673,0.705009520,-0.709196150,-0.011030734,0.011029754,-0.000190959,0.015599120,-0.000190959,-0.001000000,False,STABILIZE,False
14.093407,2026-09-01T20:06:59.194641+00:00,1788293219.194640636,1788293219.751224041,1788293219.665282011,0.000000000,0.000000000,-0.000000000,0.153209,-0.087684,-89.662920,179.662920,-0.000408707,0.001485276,0.705022156,-0.709183514,-0.011341005,0.011366990,-0.000197219,0.016056988,-0.000197219,-0.001000000,False,STABILIZE,False
14.264585,2026-09-01T20:06:59.365819+00:00,1788293219.365818977,1788293219.927105904,1788293219.873142004,0.000000000,0.000000000,-0.000000000,0.154161,-0.088435,-89.665679,179.665679,-0.000409944,0.001495790,0.705039203,-0.709166586,-0.012395421,0.012396328,-0.000147372,0.017530414,-0.000147372,-0.001000000,False,STABILIZE,False
14.316921,2026-09-01T20:06:59.418155+00:00,1788293219.418155432,1788293219.961082935,1788293219.958085060,0.000000000,0.000000000,-0.000000000,0.154421,-0.088518,-89.666248,179.666248,-0.000411029,0.001497909,0.705042720,-0.709163189,-0.013647243,0.013691561,-0.000122627,0.019331480,-0.000122627,-0.001000000,False,STABILIZE,False
14.363424,2026-09-01T20:06:59.464658+00:00,1788293219.464657545,1788293219.997059107,1788293219.958085060,0.000000000,0.000000000,-0.000000000,0.154519,-0.088663,-89.666942,179.666942,-0.000410738,0.001499406,0.705047011,-0.709158897,-0.013892638,0.013935313,-0.000114627,0.019677355,-0.000114627,-0.001000000,False,STABILIZE,False
14.445696,2026-09-01T20:06:59.546930+00:00,1788293219.546930313,1788293220.100989103,1788293220.043028116,0.000000000,0.000000000,-0.000000000,0.155032,-0.089203,-89.668591,179.668591,-0.000410566,0.001505917,0.705057204,-0.709148705,-0.014152225,0.014250044,-0.000132181,0.020083556,-0.000132181,-0.001000000,False,STABILIZE,False
14.477659,2026-09-01T20:06:59.578894+00:00,1788293219.578893900,1788293220.134965897,1788293220.043028116,0.000000000,0.000000000,-0.000000000,0.155120,-0.089185,-89.669063,179.669063,-0.000411215,0.001506343,0.705060124,-0.709145784,-0.014807652,0.014885641,-0.000132251,0.020996401,-0.000132251,-0.001000000,False,STABILIZE,False
14.513158,2026-09-01T20:06:59.614393+00:00,1788293219.614392757,1788293220.170942068,1788293220.152954102,0.000000000,0.000000000,-0.000000000,0.155088,-0.089245,-89.669670,179.669670,-0.000410641,0.001506519,0.705063879,-0.709142029,-0.015004433,0.015075648,-0.000134308,0.021269889,-0.000134308,-0.001000000,False,STABILIZE,False
14.553477,2026-09-01T20:06:59.654712+00:00,1788293219.654711962,1788293220.204919100,1788293220.152954102,0.000000000,0.000000000,-0.000000000,0.155237,-0.089411,-89.670171,179.670171,-0.000410532,0.001508467,0.705066979,-0.709138930,-0.015250403,0.015290378,-0.000142367,0.021595611,-0.000142367,-0.001000000,False,STABILIZE,False
14.740729,2026-09-01T20:06:59.841963+00:00,1788293219.841963291,1788293220.381799936,1788293220.335830927,0.000000000,0.000000000,-0.000000000,0.154916,-0.089308,-89.672925,179.672925,-0.000409147,0.001505859,0.705084026,-0.709122002,-0.015620537,0.015650723,-0.000129660,0.022112130,-0.000129660,-0.001000000,False,STABILIZE,False
14.896913,2026-09-01T20:06:59.998147+00:00,1788293219.998147249,1788293220.524703979,1788293220.432765961,0.000000000,0.000000000,-0.000000000,0.154445,-0.088713,-89.674926,179.674926,-0.000409865,0.001499285,0.705096424,-0.709109724,-0.016593790,0.016516782,-0.000175343,0.023412773,-0.000175343,-0.001000000,False,STABILIZE,False
15.145776,2026-09-01T20:07:00.247010+00:00,1788293220.247009993,1788293220.777534008,1788293220.698586941,0.000000000,0.000000000,-0.000000000,0.153890,-0.087836,-89.678709,179.678709,-0.000411780,0.001490465,0.705119848,-0.709086418,-0.017221658,0.017150450,-0.000154932,0.024304803,-0.000154932,-0.001000000,False,STABILIZE,False
15.546301,2026-09-01T20:07:00.647535+00:00,1788293220.647535086,1788293221.164273977,1788293221.124300003,0.000000000,0.000000000,-0.000000000,0.150842,-0.083686,-89.684223,179.684223,-0.000418383,0.001446048,0.705154061,-0.709052444,-0.018554464,0.018504417,-0.000198142,0.026204610,-0.000198142,-0.001000000,False,STABILIZE,False
15.582083,2026-09-01T20:07:00.683318+00:00,1788293220.683318377,1788293221.198251009,1788293221.124300003,0.000000000,0.000000000,-0.000000000,0.150706,-0.083445,-89.684810,179.684810,-0.000419021,0.001443720,0.705157697,-0.709048927,-0.019599229,0.019507879,-0.000124358,0.027652977,-0.000124358,-0.001000000,False,STABILIZE,False
15.687865,2026-09-01T20:07:00.789099+00:00,1788293220.789099455,1788293221.304179907,1788293221.280195951,0.000000000,0.000000000,-0.000000000,0.149649,-0.082086,-89.686500,179.686500,-0.000420823,0.001428816,0.705168188,-0.709038556,-0.019689484,0.019591385,-0.000096774,0.027775856,-0.000096774,-0.001000000,False,STABILIZE,False
15.767796,2026-09-01T20:07:00.869030+00:00,1788293220.869029522,1788293221.375132084,1788293221.304179907,0.000000000,0.000000000,-0.000000000,0.148745,-0.081299,-89.687431,179.687431,-0.000420057,0.001418387,0.705173969,-0.709032774,-0.019650772,0.019515067,-0.000091318,0.027694597,-0.000091318,-0.001000000,False,STABILIZE,False
15.925149,2026-09-01T20:07:01.026383+00:00,1788293221.026383400,1788293221.515038013,1788293221.483058929,0.000000000,0.000000000,-0.000000000,0.147189,-0.079610,-89.689351,179.689351,-0.000420797,0.001398364,0.705185890,-0.709020853,-0.019836290,0.019723833,-0.000116546,0.027973344,-0.000116546,-0.001000000,False,STABILIZE,False
16.179772,2026-09-01T20:07:01.281007+00:00,1788293221.281006575,1788293221.761872053,1788293221.700912952,-0.011069321,0.011131885,-0.000000000,0.144138,-0.076301,-89.692846,179.692846,-0.000422243,0.001359127,0.705207586,-0.708999515,-0.019854192,0.019842271,-0.000097916,0.028069639,-0.000097916,-0.001000000,False,STABILIZE,False
16.208889,2026-09-01T20:07:01.310123+00:00,1788293221.310123205,1788293221.797847986,1788293221.761872053,-0.011069321,0.011131885,-0.000000000,0.143937,-0.076145,-89.693355,179.693355,-0.000421955,0.001356933,0.705210745,-0.708996356,-0.019639555,0.019607214,-0.000102206,0.027751666,-0.000102206,-0.001000000,False,STABILIZE,False
16.324102,2026-09-01T20:07:01.425335+00:00,1788293221.425335407,1788293221.903775930,1788293221.847814083,-0.011069321,0.011131885,-0.000000000,0.142607,-0.074473,-89.694853,179.694853,-0.000423996,0.001338401,0.705220044,-0.708987057,-0.019689200,0.019667387,-0.000090229,0.027829314,-0.000090229,-0.001000000,False,STABILIZE,False
