elapsed_time_s,wall_time,wall_time_unix_s,source_timestamp_s,source_clock_s,record_reason,current_waypoint,guided_target_revision,mission_state,target_source,target_latitude_deg,target_longitude_deg,target_altitude_m,target_altitude_reference,target_x_east_m,target_y_north_m,distance_to_target_m,current_latitude_deg,current_longitude_deg,ap_goal_latitude_deg,ap_goal_longitude_deg,ap_goal_altitude_msl_m
125.559827,2026-09-01T20:54:37.224013+00:00,1788296077.224012852,1788296072.618937016,1788296072.593940973,gps_sample,,1,GUIDED_TO_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,1.062028031,6.077131748,80.190788269,,,
127.280066,2026-09-01T20:54:38.944252+00:00,1788296078.944252253,,1788296074.244663954,goto_command,,1,GUIDED_TO_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,1.062028031,6.077131748,80.190788269,,,
129.281895,2026-09-01T20:54:40.946081+00:00,1788296080.946081161,,1788296076.113349915,goto_command,,1,GUIDED_TO_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,1.062028031,6.077131748,80.190788269,,,
130.753606,2026-09-01T20:54:42.417792+00:00,1788296082.417792082,1788296077.636094093,1788296077.481120110,gps_sample,,1,GUIDED_TO_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
130.753705,2026-09-01T20:54:42.417891+00:00,1788296082.417890787,,1788296077.481120110,waypoint_reached,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
131.547233,2026-09-01T20:54:43.211419+00:00,1788296083.211418867,1788296078.417963028,1788296078.403964996,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
133.050315,2026-09-01T20:54:44.714500+00:00,1788296084.714500189,1788296079.837723970,1788296079.819726944,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
134.476131,2026-09-01T20:54:46.140317+00:00,1788296086.140316963,1788296081.236489058,1788296081.231489897,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
134.672677,2026-09-01T20:54:46.336863+00:00,1788296086.336862564,1788296081.438455105,1788296081.290479898,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
135.289745,2026-09-01T20:54:46.953929+00:00,1788296086.953929424,1788296082.038353920,1788296081.957367897,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
135.724012,2026-09-01T20:54:47.388198+00:00,1788296087.388197899,1788296082.438287020,1788296082.408292055,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
136.137500,2026-09-01T20:54:47.801686+00:00,1788296087.801685572,1788296082.837219954,1788296082.789227962,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
141.094065,2026-09-01T20:54:52.758251+00:00,1788296092.758251190,1788296087.638413906,1788296087.587421894,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
141.913109,2026-09-01T20:54:53.577295+00:00,1788296093.577294827,1788296088.437278986,1788296088.360291958,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
142.347211,2026-09-01T20:54:54.011396+00:00,1788296094.011396170,1788296088.836211920,1788296088.586253881,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
143.556932,2026-09-01T20:54:55.221117+00:00,1788296095.221116781,1788296090.038009882,1788296090.023013115,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
143.957133,2026-09-01T20:54:55.621319+00:00,1788296095.621318817,1788296090.416946888,1788296090.321963072,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
144.175669,2026-09-01T20:54:55.839856+00:00,1788296095.839855671,1788296090.618912935,1788296090.514930010,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
144.364518,2026-09-01T20:54:56.028704+00:00,1788296096.028703690,1788296090.817878962,1788296090.725894928,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
145.237388,2026-09-01T20:54:56.901574+00:00,1788296096.901573896,1788296091.636742115,1788296091.606746912,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
147.291445,2026-09-01T20:54:58.955630+00:00,1788296098.955630064,1788296093.638405085,1788296093.341454983,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
147.697088,2026-09-01T20:54:59.361273+00:00,1788296099.361273050,1788296094.038337946,1788296094.020340919,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
148.725451,2026-09-01T20:55:00.389636+00:00,1788296100.389636278,1788296095.037169933,1788296094.960182905,gps_sample,,1,AT_TARGET,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
151.833175,2026-09-01T20:55:03.497360+00:00,1788296103.497360229,1788296098.038666010,1788296098.009670973,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
152.041489,2026-09-01T20:55:03.705674+00:00,1788296103.705673933,1788296098.239631891,1788296098.222635031,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
154.521959,2026-09-01T20:55:06.186145+00:00,1788296106.186144829,1788296100.638228893,1788296100.590236902,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
155.779546,2026-09-01T20:55:07.443733+00:00,1788296107.443732500,1788296101.837028027,1788296101.651058912,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
156.371016,2026-09-01T20:55:08.035201+00:00,1788296108.035201073,1788296102.418930054,1788296102.398932934,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
156.575677,2026-09-01T20:55:08.239862+00:00,1788296108.239862442,1788296102.618896008,1788296102.518913031,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.218724257,6.077122211,80.190788269,,,
159.690527,2026-09-01T20:55:11.354712+00:00,1788296111.354712248,1788296105.637388945,1788296105.582397938,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
160.724896,2026-09-01T20:55:12.389081+00:00,1788296112.389081001,1788296106.638221025,1788296106.602226973,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
161.127187,2026-09-01T20:55:12.791372+00:00,1788296112.791372299,1788296107.039154053,1788296107.019156933,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
162.353546,2026-09-01T20:55:14.017732+00:00,1788296114.017731905,1788296108.217956066,1788296108.200958014,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
162.800342,2026-09-01T20:55:14.464528+00:00,1788296114.464527845,1788296108.618887901,1788296108.590893030,gps_sample,,1,LANDING,/uav1/goto,6.077122400,80.190786300,3.090000000,relative_to_home,3.160266029,-27.610643420,0.220064540,6.077122688,80.190788269,,,
