run_id,rng_run,jpeg_quality,sequence_id,relay_publish_time,jpeg_size_bytes,gcs_callback_received,gcs_callback_time,decode_success,decode_time_ms,inference_completed,inference_ms,result_published,pipeline_latency_ms
transport_q10_rng1_01,1,10,20,1787828299.3716629,32587,False,,False,,False,,False,
transport_q10_rng1_01,1,10,21,1787828300.3726878,32573,False,,False,,False,,False,
transport_q10_rng1_01,1,10,22,1787828301.369702,32695,False,,False,,False,,False,
transport_q10_rng1_01,1,10,23,1787828302.3744278,32584,False,,False,,False,,False,
transport_q10_rng1_01,1,10,24,1787828303.370913,32585,False,,False,,False,,False,
transport_q10_rng1_01,1,10,25,1787828304.3729267,32560,False,,False,,False,,False,
transport_q10_rng1_01,1,10,26,1787828305.37772,32530,False,,False,,False,,False,
transport_q10_rng1_01,1,10,27,1787828306.3719487,32584,False,,False,,False,,False,
transport_q10_rng1_01,1,10,28,1787828307.3708768,32527,False,,False,,False,,False,
transport_q10_rng1_01,1,10,29,1787828308.3721278,32570,False,,False,,False,,False,
transport_q10_rng1_01,1,10,30,1787828309.3718727,32579,False,,False,,False,,False,
transport_q10_rng1_01,1,10,31,1787828310.368535,32537,False,,False,,False,,False,
transport_q10_rng1_01,1,10,32,1787828311.3745923,32561,False,,False,,False,,False,
transport_q10_rng1_01,1,10,33,1787828312.3698285,32570,False,,False,,False,,False,
transport_q10_rng1_01,1,10,34,1787828313.370145,32585,False,,False,,False,,False,
transport_q10_rng1_01,1,10,35,1787828314.3720787,32578,False,,False,,False,,False,
transport_q10_rng1_01,1,10,36,1787828315.371594,32664,False,,False,,False,,False,
transport_q10_rng1_01,1,10,37,1787828316.3726568,32571,False,,False,,False,,False,
transport_q10_rng1_01,1,10,38,1787828317.3758142,32527,False,,False,,False,,False,
transport_q10_rng1_01,1,10,39,1787828318.372669,32566,False,,False,,False,,False,
transport_q10_rng1_01,1,10,40,1787828319.3712697,32515,False,,False,,False,,False,
transport_q10_rng1_01,1,10,41,1787828320.369475,32502,False,,False,,False,,False,
transport_q10_rng1_01,1,10,42,1787828321.3722527,32532,False,,False,,False,,False,
transport_q10_rng1_01,1,10,43,1787828322.37142,32563,False,,False,,False,,False,
transport_q10_rng1_01,1,10,44,1787828323.3742929,32562,False,,False,,False,,False,
transport_q10_rng1_01,1,10,45,1787828324.3723495,32559,False,,False,,False,,False,
transport_q10_rng1_01,1,10,46,1787828325.3681877,32549,False,,False,,False,,False,
transport_q10_rng1_01,1,10,47,1787828326.3725433,32555,False,,False,,False,,False,
transport_q10_rng1_01,1,10,48,1787828327.3692298,32505,False,,False,,False,,False,
transport_q10_rng1_01,1,10,49,1787828328.373811,32493,False,,False,,False,,False,
transport_q10_rng1_01,1,10,50,1787828329.372346,32517,False,,False,,False,,False,
transport_q10_rng1_01,1,10,51,1787828330.3737874,32502,False,,False,,False,,False,
transport_q10_rng1_01,1,10,52,1787828331.373609,32492,False,,False,,False,,False,
transport_q10_rng1_01,1,10,53,1787828332.3735335,32452,False,,False,,False,,False,
transport_q10_rng1_01,1,10,54,1787828333.3708124,32459,False,,False,,False,,False,
transport_q10_rng1_01,1,10,55,1787828334.3708189,32619,False,,False,,False,,False,
transport_q10_rng1_01,1,10,56,1787828335.3707988,32458,False,,False,,False,,False,
transport_q10_rng1_01,1,10,57,1787828336.3696911,32497,False,,False,,False,,False,
transport_q10_rng1_01,1,10,58,1787828337.3708546,32484,False,,False,,False,,False,
transport_q10_rng1_01,1,10,59,1787828338.375837,32487,False,,False,,False,,False,
transport_q10_rng1_01,1,10,60,1787828339.3767138,32492,False,,False,,False,,False,
transport_q10_rng1_01,1,10,61,1787828340.3742943,32495,False,,False,,False,,False,
transport_q10_rng1_01,1,10,62,1787828341.372158,32440,False,,False,,False,,False,
transport_q10_rng1_01,1,10,63,1787828342.3696706,32493,False,,False,,False,,False,
transport_q10_rng1_01,1,10,64,1787828343.3681076,32422,False,,False,,False,,False,
transport_q10_rng1_01,1,10,65,1787828344.374378,32494,False,,False,,False,,False,
transport_q10_rng1_01,1,10,66,1787828345.3711398,32355,False,,False,,False,,False,
transport_q10_rng1_01,1,10,67,1787828346.3694134,32373,False,,False,,False,,False,
transport_q10_rng1_01,1,10,68,1787828347.3694694,32417,False,,False,,False,,False,
transport_q10_rng1_01,1,10,69,1787828348.3733585,32470,False,,False,,False,,False,
transport_q10_rng1_01,1,10,70,1787828349.3719044,32481,False,,False,,False,,False,
transport_q10_rng1_01,1,10,71,1787828350.3730578,32421,False,,False,,False,,False,
transport_q10_rng1_01,1,10,72,1787828351.3725138,32395,False,,False,,False,,False,
transport_q10_rng1_01,1,10,73,1787828352.3709111,32404,False,,False,,False,,False,
transport_q10_rng1_01,1,10,74,1787828353.3727086,32368,False,,False,,False,,False,
transport_q10_rng1_01,1,10,75,1787828354.3732872,32457,False,,False,,False,,False,
transport_q10_rng1_01,1,10,76,1787828355.3706691,32413,False,,False,,False,,False,
transport_q10_rng1_01,1,10,77,1787828356.3721526,32467,False,,False,,False,,False,
transport_q10_rng1_01,1,10,78,1787828357.3738596,32468,False,,False,,False,,False,
transport_q10_rng1_01,1,10,79,1787828358.373162,32378,False,,False,,False,,False,
