run_id,rng_run,jpeg_quality,sequence_id,relay_publish_time,jpeg_size_bytes,gcs_callback_received,gcs_callback_time,decode_success,decode_time_ms,inference_completed,inference_ms,result_published,pipeline_latency_ms
transport_q5_rng1_01,1,5,18,1787828054.7999916,19947,False,,False,,False,,False,
transport_q5_rng1_01,1,5,19,1787828055.801816,19902,False,,False,,False,,False,
transport_q5_rng1_01,1,5,20,1787828056.7947266,19962,False,,False,,False,,False,
transport_q5_rng1_01,1,5,21,1787828057.7988744,19952,False,,False,,False,,False,
transport_q5_rng1_01,1,5,22,1787828058.7956572,19933,False,,False,,False,,False,
transport_q5_rng1_01,1,5,23,1787828059.799372,19953,True,1787828060.1527677,True,3.8242340087890625,True,838.7537002563477,True,1213.6881351470947
transport_q5_rng1_01,1,5,24,1787828060.7948952,19913,True,1787828061.172948,True,6.481647491455078,True,61.72633171081543,True,446.5444087982178
transport_q5_rng1_01,1,5,25,1787828061.7974885,19963,True,1787828062.2945497,True,1.7871856689453125,True,55.84239959716797,True,554.9275875091553
transport_q5_rng1_01,1,5,26,1787828062.798658,19959,True,1787828063.2888346,True,1.5425682067871094,True,49.03078079223633,True,540.9665107727051
transport_q5_rng1_01,1,5,27,1787828063.7992249,19892,False,,False,,False,,False,
transport_q5_rng1_01,1,5,28,1787828064.8012247,19942,True,1787828065.2988412,True,2.725839614868164,True,55.524349212646484,True,556.1323165893555
transport_q5_rng1_01,1,5,29,1787828065.795433,19929,True,1787828066.2763157,True,3.015279769897461,True,80.00779151916504,True,564.204216003418
transport_q5_rng1_01,1,5,30,1787828066.7986093,19940,True,1787828067.2727962,True,1.932382583618164,True,68.83788108825684,True,545.2146530151367
transport_q5_rng1_01,1,5,31,1787828067.7957098,19945,True,1787828068.259094,True,2.445220947265625,True,98.76275062561035,True,564.857006072998
transport_q5_rng1_01,1,5,32,1787828068.795905,19957,True,1787828069.2650704,True,2.784252166748047,True,69.46516036987305,True,541.7373180389404
transport_q5_rng1_01,1,5,33,1787828069.7996361,19942,True,1787828070.164753,True,2.942800521850586,True,86.87925338745117,True,455.2464485168457
transport_q5_rng1_01,1,5,34,1787828070.7988899,19962,True,1787828071.240334,True,2.1975040435791016,True,81.1312198638916,True,525.0327587127686
transport_q5_rng1_01,1,5,35,1787828071.79826,19949,True,1787828072.280703,True,2.6483535766601562,True,47.669410705566406,True,533.0638885498047
transport_q5_rng1_01,1,5,36,1787828072.7982929,19954,True,1787828073.2701921,True,2.246379852294922,True,52.332162857055664,True,526.7434120178223
transport_q5_rng1_01,1,5,37,1787828073.7992432,19927,True,1787828074.2745142,True,2.7871131896972656,True,85.24942398071289,True,563.6358261108398
transport_q5_rng1_01,1,5,38,1787828074.7996273,19931,True,1787828075.2489557,True,2.8066635131835938,True,88.77015113830566,True,541.2294864654541
transport_q5_rng1_01,1,5,39,1787828075.7986546,19937,True,1787828076.2056534,True,1.865386962890625,True,69.45610046386719,True,478.5645008087158
transport_q5_rng1_01,1,5,40,1787828076.7977579,19992,True,1787828077.285556,True,3.493070602416992,True,100.36039352416992,True,592.057466506958
transport_q5_rng1_01,1,5,41,1787828077.797952,19969,True,1787828078.2437704,True,2.551555633544922,True,88.82427215576172,True,537.4774932861328
transport_q5_rng1_01,1,5,42,1787828078.7989702,19955,True,1787828079.2311196,True,1.8901824951171875,True,66.07317924499512,True,500.35715103149414
transport_q5_rng1_01,1,5,43,1787828079.7972775,19959,True,1787828080.22574,True,2.1746158599853516,True,73.93288612365723,True,504.84251976013184
transport_q5_rng1_01,1,5,44,1787828080.7999568,19940,True,1787828081.260522,True,1.8661022186279297,True,66.30849838256836,True,528.9793014526367
transport_q5_rng1_01,1,5,45,1787828081.797487,19971,True,1787828082.2821164,True,2.5620460510253906,True,56.81967735290527,True,544.2883968353271
