run_id,rng_run,jpeg_quality,sequence_id,relay_publish_time,jpeg_size_bytes,gcs_callback_received,gcs_callback_time,decode_success,decode_time_ms,inference_completed,inference_ms,result_published,pipeline_latency_ms
transport_q5_rng1_01,1,5,46,1787828082.7968786,19985,True,1787828083.289476,True,6.53839111328125,True,67.48771667480469,True,566.948413848877
transport_q5_rng1_01,1,5,47,1787828083.8043845,19907,True,1787828084.2611704,True,2.112865447998047,True,82.34906196594238,True,541.4941310882568
transport_q5_rng1_01,1,5,48,1787828084.8016267,19930,True,1787828085.2740097,True,6.56580924987793,True,45.838117599487305,True,525.099515914917
transport_q5_rng1_01,1,5,49,1787828085.7974155,19961,True,1787828086.2653055,True,3.702402114868164,True,91.4461612701416,True,563.3561611175537
transport_q5_rng1_01,1,5,50,1787828086.7981873,20019,True,1787828087.2175636,True,3.152608871459961,True,66.41221046447754,True,489.1858100891113
transport_q5_rng1_01,1,5,51,1787828087.7976153,19970,True,1787828088.246256,True,2.567768096923828,True,66.5745735168457,True,518.0318355560303
transport_q5_rng1_01,1,5,52,1787828088.7957442,19997,True,1787828089.2654321,True,2.8607845306396484,True,43.49112510681152,True,516.2699222564697
transport_q5_rng1_01,1,5,53,1787828089.7985375,19945,True,1787828090.166914,True,2.985239028930664,True,59.03124809265137,True,430.70411682128906
transport_q5_rng1_01,1,5,54,1787828090.7974656,19910,True,1787828091.2143707,True,1.619100570678711,True,54.010629653930664,True,472.7644920349121
transport_q5_rng1_01,1,5,55,1787828091.7968152,19943,False,,False,,False,,False,
transport_q5_rng1_01,1,5,56,1787828092.7984116,19940,True,1787828093.2058406,True,2.5832653045654297,True,85.15000343322754,True,495.4407215118408
transport_q5_rng1_01,1,5,57,1787828093.8017812,19908,True,1787828094.16146,True,1.4710426330566406,True,49.75533485412598,True,411.1194610595703
transport_q5_rng1_01,1,5,58,1787828094.7976694,20021,True,1787828095.2619116,True,3.111600875854492,True,36.33546829223633,True,503.9665699005127
transport_q5_rng1_01,1,5,59,1787828095.7966774,19982,True,1787828096.2327523,True,1.5168190002441406,True,48.5081672668457,True,486.31834983825684
transport_q5_rng1_01,1,5,60,1787828096.7999651,20000,True,1787828097.2283676,True,2.717733383178711,True,69.55671310424805,True,500.95343589782715
transport_q5_rng1_01,1,5,61,1787828097.797338,19943,True,1787828098.2463663,True,2.081155776977539,True,87.53371238708496,True,538.9089584350586
transport_q5_rng1_01,1,5,62,1787828098.799926,19961,True,1787828099.2318876,True,1.9974708557128906,True,93.31846237182617,True,527.5356769561768
transport_q5_rng1_01,1,5,63,1787828099.8003147,19938,True,1787828100.2096674,True,2.13623046875,True,49.645185470581055,True,461.3993167877197
transport_q5_rng1_01,1,5,64,1787828100.796264,19914,True,1787828101.2953398,True,3.1495094299316406,True,69.90504264831543,True,572.4899768829346
transport_q5_rng1_01,1,5,65,1787828101.798603,19916,True,1787828102.2442544,True,1.981496810913086,True,99.33972358703613,True,547.2321510314941
transport_q5_rng1_01,1,5,66,1787828102.7986069,19985,True,1787828103.2027678,True,2.3338794708251953,True,55.31954765319824,True,462.069034576416
transport_q5_rng1_01,1,5,67,1787828103.800609,19982,True,1787828104.2574203,True,3.690481185913086,True,95.00265121459961,True,555.8278560638428
transport_q5_rng1_01,1,5,68,1787828104.7977314,19930,True,1787828105.2567248,True,2.157926559448242,True,84.03420448303223,True,545.4678535461426
transport_q5_rng1_01,1,5,69,1787828105.805038,19960,True,1787828106.2559135,True,1.741170883178711,True,70.7390308380127,True,523.5943794250488
transport_q5_rng1_01,1,5,70,1787828106.8019738,19942,True,1787828107.2228477,True,3.2317638397216797,True,80.0619125366211,True,504.47916984558105
transport_q5_rng1_01,1,5,71,1787828107.804183,19919,True,1787828108.217433,True,1.8150806427001953,True,86.01498603820801,True,501.3861656188965
transport_q5_rng1_01,1,5,72,1787828108.7953975,19927,True,1787828109.2492323,True,3.412961959838867,True,92.00596809387207,True,549.5924949645996
transport_q5_rng1_01,1,5,73,1787828109.8008041,19864,True,1787828110.2735362,True,3.001689910888672,True,76.82418823242188,True,552.889347076416
transport_q5_rng1_01,1,5,74,1787828110.7973702,19940,True,1787828111.2688446,True,3.025054931640625,True,71.34222984313965,True,546.1416244506836
transport_q5_rng1_01,1,5,75,1787828111.8026075,19961,True,1787828112.217225,True,2.4023056030273438,True,62.131404876708984,True,479.4173240661621
transport_q5_rng1_01,1,5,76,1787828112.7991593,19923,True,1787828113.233756,True,2.1507740020751953,True,60.14585494995117,True,497.1351623535156
transport_q5_rng1_01,1,5,77,1787828113.8002958,19969,True,1787828114.2575836,True,3.760099411010742,True,74.7671127319336,True,536.0965728759766
