run_id,rng_run,jpeg_quality,relay_publications,gcs_callbacks,decode_successes,inference_completions,callback_delivery_ratio,decode_delivery_ratio,processed_frame_ratio,mean_jpeg_size_bytes,mean_pipeline_latency_ms,median_pipeline_latency_ms,tap_uav1_rx_bytes,tap_uav1_rx_packets,tap_uav1_rx_errors,tap_uav1_rx_dropped,tap_uav1_tx_bytes,tap_uav1_tx_packets,tap_uav1_tx_errors,tap_uav1_tx_dropped,tap_gcs_rx_bytes,tap_gcs_rx_packets,tap_gcs_rx_errors,tap_gcs_rx_dropped,tap_gcs_tx_bytes,tap_gcs_tx_packets,tap_gcs_tx_errors,tap_gcs_tx_dropped
transport_q10_rng1_02,1,10,60,10,10,10,0.16666666666666666,0.16666666666666666,0.16666666666666666,32309.4,570.6148386001587,572.4830627441406,155874,1069,0,0,2174907,2248,0,0,2068798,2175,0,0,157178,1073,0,0
