run_id,rng_run,jpeg_quality,relay_publications,gcs_callbacks,decode_successes,inference_completions,callback_delivery_ratio,decode_delivery_ratio,processed_frame_ratio,mean_jpeg_size_bytes,mean_pipeline_latency_ms,median_pipeline_latency_ms,tap_uav1_rx_bytes,tap_uav1_rx_packets,tap_uav1_rx_errors,tap_uav1_rx_dropped,tap_uav1_tx_bytes,tap_uav1_tx_packets,tap_uav1_tx_errors,tap_uav1_tx_dropped,tap_gcs_rx_bytes,tap_gcs_rx_packets,tap_gcs_rx_errors,tap_gcs_rx_dropped,tap_gcs_tx_bytes,tap_gcs_tx_packets,tap_gcs_tx_errors,tap_gcs_tx_dropped
transport_q10_rng1_01,1,10,60,0,0,0,0.0,0.0,0.0,32508.966666666667,,,242610,1690,0,0,2392365,3612,0,0,1944053,2493,0,0,272563,1775,0,0
