run_id,rng_run,jpeg_quality,relay_publications,gcs_callbacks,decode_successes,inference_completions,callback_delivery_ratio,decode_delivery_ratio,processed_frame_ratio,mean_jpeg_size_bytes,mean_pipeline_latency_ms,median_pipeline_latency_ms,tap_uav1_rx_bytes,tap_uav1_rx_packets,tap_uav1_rx_errors,tap_uav1_rx_dropped,tap_uav1_tx_bytes,tap_uav1_tx_packets,tap_uav1_tx_errors,tap_uav1_tx_dropped,tap_gcs_rx_bytes,tap_gcs_rx_packets,tap_gcs_rx_errors,tap_gcs_rx_dropped,tap_gcs_tx_bytes,tap_gcs_tx_packets,tap_gcs_tx_errors,tap_gcs_tx_dropped
transport_q5_rng1_01,1,5,60,53,53,53,0.8833333333333333,0.8833333333333333,0.8833333333333333,19947.816666666666,533.6435246017744,528.9793014526367,282287,3120,0,0,2160503,4475,0,0,1964678,3795,0,0,275949,3090,0,0
