Linux 5.15.0-186-generic (lenovo) 	08/27/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:28 PM  1002     69213   46.00    1.00    0.00    0.00   47.00    10  12479.00      0.00 9179648  809752   2.49  python3
06:59:28 PM  1002     69356    3.00    1.00    0.00    0.00    4.00     8      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:29 PM  1002     69213   51.00    0.00    0.00    0.00   51.00     0  12304.00      0.00 9176960  807216   2.49  python3
06:59:29 PM  1002     69356    3.00    1.00    0.00    0.00    4.00     8      1.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:30 PM  1002     69213   47.00    7.00    0.00    0.00   54.00     0  17244.00      0.00 9183080  812844   2.50  python3
06:59:30 PM  1002     69356    2.00    1.00    0.00    0.00    3.00    10      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:31 PM  1002     69213   54.00    5.00    0.00    0.00   59.00     0  15715.00      0.00 9183072  812684   2.50  python3
06:59:31 PM  1002     69356    2.00    1.00    0.00    0.00    3.00    12      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:32 PM  1002     69213   43.00    2.00    0.00    0.00   45.00     0  14985.00      0.00 9185120  815248   2.51  python3
06:59:32 PM  1002     69356    2.00    1.00    0.00    0.00    3.00    23      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:33 PM  1002     69213   69.00    6.00    0.00    0.00   75.00     0  15586.00      0.00 9185120  814860   2.51  python3
06:59:33 PM  1002     69356    3.00    1.00    0.00    0.00    4.00     0      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:34 PM  1002     69213   60.00    3.00    0.00    0.00   63.00     0  14042.00      0.00 9200872  830380   2.56  python3
06:59:34 PM  1002     69356    2.00    1.00    0.00    0.00    3.00     0      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:35 PM  1002     69213   58.00    3.00    0.00    0.00   61.00     0  16186.00      0.00 9170840  800216   2.46  python3
06:59:35 PM  1002     69356    3.00    3.00    0.00    0.00    6.00    19      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:36 PM  1002     69213   68.00    4.00    0.00    0.00   72.00     0  15357.00      0.00 9173528  803612   2.47  python3
06:59:36 PM  1002     69356    2.00    1.00    0.00    0.00    3.00     2      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:37 PM  1002     69213   71.00    4.00    0.00    0.00   75.00     0  14727.00      0.00 9179648  809020   2.49  python3
06:59:37 PM  1002     69356    1.00    1.00    0.00    0.00    2.00    12      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:38 PM  1002     69213   52.00    5.00    0.00    0.00   57.00     0  13237.00      0.00 9179644  809440   2.49  python3
06:59:38 PM  1002     69356    3.00    1.00    0.00    0.00    4.00    12      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:39 PM  1002     69213   40.00    3.00    0.00    0.00   43.00    10  13820.00      0.00 9179644  809752   2.49  python3
06:59:39 PM  1002     69356    1.00    1.00    0.00    0.00    2.00     0      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:40 PM  1002     69213   50.00    1.00    0.00    0.00   51.00    10  15366.00      0.00 9179644  809176   2.49  python3
06:59:40 PM  1002     69356    2.00    1.00    0.00    0.00    3.00     2      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:41 PM  1002     69213   49.00    1.00    0.00    0.00   50.00    10  13196.00      0.00 9179644  809604   2.49  python3
06:59:41 PM  1002     69356    3.00    1.00    0.00    0.00    4.00     2      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:42 PM  1002     69213   49.00    4.00    0.00    0.00   53.00    10  15828.00      0.00 9179644  809552   2.49  python3
06:59:42 PM  1002     69356    2.00    2.00    0.00    0.00    4.00     2      1.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:43 PM  1002     69213   53.00    0.00    0.00    0.00   53.00     0  17118.00      0.00 9187804  818052   2.52  python3
06:59:43 PM  1002     69356    3.00    1.00    0.00    0.00    4.00     4      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:44 PM  1002     69213   48.00    3.00    0.00    0.00   51.00     0  14349.00      0.00 9182344  812284   2.50  python3
06:59:44 PM  1002     69356    1.00    2.00    0.00    0.00    3.00     6      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:45 PM  1002     69213   50.00    3.00    0.00    0.00   53.00     0  17021.00      0.00 9179644  809544   2.49  python3
06:59:45 PM  1002     69356    3.00    1.00    0.00    0.00    4.00     0      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:46 PM  1002     69213   43.00    3.00    0.00    0.00   46.00    10  15366.00      0.00 9200684  830592   2.56  python3
06:59:46 PM  1002     69356    2.00    1.00    0.00    0.00    3.00     8      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:47 PM  1002     69213   68.00    0.00    0.00    0.00   68.00    12   4930.00      0.00 9179644  809532   2.49  python3
06:59:47 PM  1002     69356    2.00    2.00    0.00    0.00    4.00    23      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:48 PM  1002     69213   48.00    3.00    0.00    0.00   51.00    12  15366.00      0.00 9179644  809484   2.49  python3
06:59:48 PM  1002     69356    2.00    2.00    0.00    0.00    4.00    17      2.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:49 PM  1002     69213   41.00    4.00    0.00    0.00   45.00    10  15366.00      0.00 9179644  809440   2.49  python3
06:59:49 PM  1002     69356    3.00    0.00    0.00    0.00    3.00    14      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:50 PM  1002     69213   52.00    0.00    0.00    0.00   52.00    10  15366.00      0.00 9173540  803552   2.47  python3
06:59:50 PM  1002     69356    1.00    2.00    0.00    0.00    3.00     4      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:51 PM  1002     69213   59.00    1.00    0.00    0.00   60.00    10  14726.00      0.00 9173540  803628   2.47  python3
06:59:51 PM  1002     69356    2.00    2.00    0.00    1.00    4.00    21      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:52 PM  1002     69213   70.00    4.00    0.00    0.00   74.00    10  15512.00      0.00 9170840  800680   2.47  python3
06:59:52 PM  1002     69356    2.00    2.00    0.00    0.00    4.00     6      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
06:59:53 PM  1002     69213   64.00    3.00    0.00    0.00   67.00     0  16383.00      0.00 9176960  807044   2.48  python3
06:59:53 PM  1002     69356    3.00    0.00    0.00    0.00    3.00     0      0.00      0.00 2072156  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
