run_id,rng_run,mode,frame_rate_hz,official_publications,detector_callbacks,inference_completions,processed_frame_ratio,median_pipeline_latency_ms,p95_pipeline_latency_ms,latency_sample_count,mean_inference_ms,median_inference_ms,mean_frame_size_bytes,tap_uav1_tx_bytes,tap_uav1_tx_packets,tap_gcs_rx_bytes,tap_gcs_rx_packets,uav_tx_bitrate_mbps,gcs_rx_bitrate_mbps,mean_relay_cpu_percent,mean_detector_cpu_percent,mean_combined_cpu_percent,callback_delivery_ratio,decode_success_ratio,mean_jpeg_size_bytes,ground_result_receipts,ground_result_delivery_ratio
rate_ground_2hz_rng2,2,ground,2,120,7,7,0.058333333333333334,567.2614574432373,1130.4316997528072,7,169.37691824776786,60.32752990722656,19921.275,3130545,4460,2515298,3567,0.417406,0.33537306666666666,6.6,8.033333333333333,14.633333333333333,0.058333333333333334,0.058333333333333334,19921.275,7,0.058333333333333334
