run_id,rng_run,mode,frame_rate_hz,official_publications,detector_callbacks,inference_completions,processed_frame_ratio,median_pipeline_latency_ms,p95_pipeline_latency_ms,latency_sample_count,mean_inference_ms,median_inference_ms,mean_frame_size_bytes,tap_uav1_tx_bytes,tap_uav1_tx_packets,tap_gcs_rx_bytes,tap_gcs_rx_packets,uav_tx_bitrate_mbps,gcs_rx_bitrate_mbps,mean_relay_cpu_percent,mean_detector_cpu_percent,mean_combined_cpu_percent,callback_delivery_ratio,decode_success_ratio,mean_jpeg_size_bytes,ground_result_receipts,ground_result_delivery_ratio
rate_ground_1hz_rng2,2,ground,1,60,40,40,0.6666666666666666,531.5418243408203,582.1239233016968,40,77.5164544582367,54.895997047424316,19918.633333333335,2327454,5407,1874334,3905,0.3103272,0.2499112,4.933333333333334,38.3,43.233333333333334,0.6666666666666666,0.6666666666666666,19918.633333333335,40,0.6666666666666666
