run_id,rng_run,mode,frame_rate_hz,official_publications,detector_callbacks,inference_completions,processed_frame_ratio,median_pipeline_latency_ms,p95_pipeline_latency_ms,latency_sample_count,mean_inference_ms,median_inference_ms,mean_frame_size_bytes,tap_uav1_tx_bytes,tap_uav1_tx_packets,tap_gcs_rx_bytes,tap_gcs_rx_packets,uav_tx_bitrate_mbps,gcs_rx_bitrate_mbps,mean_relay_cpu_percent,mean_detector_cpu_percent,mean_combined_cpu_percent,callback_delivery_ratio,decode_success_ratio,mean_jpeg_size_bytes,ground_result_receipts,ground_result_delivery_ratio
rate_edge_2hz_rng1,1,edge,2,120,120,120,1.0,215.61741828918457,419.00460720062256,120,55.74520627657572,52.86681652069092,2764800.0,1277844,4452,1227890,4167,0.1703792,0.16371866666666665,5.033333333333333,109.68333333333334,114.71666666666667,,,,120,1.0
