run_id,rng_run,mode,frame_rate_hz,official_publications,detector_callbacks,inference_completions,processed_frame_ratio,median_pipeline_latency_ms,p95_pipeline_latency_ms,latency_sample_count,mean_inference_ms,median_inference_ms,mean_frame_size_bytes,tap_uav1_tx_bytes,tap_uav1_tx_packets,tap_gcs_rx_bytes,tap_gcs_rx_packets,uav_tx_bitrate_mbps,gcs_rx_bitrate_mbps,mean_relay_cpu_percent,mean_detector_cpu_percent,mean_combined_cpu_percent,callback_delivery_ratio,decode_success_ratio,mean_jpeg_size_bytes,ground_result_receipts,ground_result_delivery_ratio
rate_ground_1hz_rng3,3,ground,1,60,32,32,0.5333333333333333,525.7530212402344,570.3567028045654,32,84.0773731470108,56.25617504119873,19860.883333333335,2530833,6067,1766702,4018,0.33744440000000003,0.23556026666666666,4.966666666666667,32.233333333333334,37.2,0.5333333333333333,0.5333333333333333,19860.883333333335,32,0.5333333333333333
