run_id,filename,representation,jpeg_quality,gt_count,pred_count,tp,fp,fn,exact_count,mean_confidence,inference_ms,encoded_size_bytes,raw_image_bytes,compression_ratio,encode_ms,decode_ms
conference_qs_baseline_check,frame_0001.png,RAW,,5,5,5,0,0,1,0.421520,33.998882,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0001.png,JPEG,5,5,2,2,0,3,0,0.318180,34.336103,18564,2764800,148.933420,21.322079,3.438213
conference_qs_baseline_check,frame_0002.png,RAW,,5,3,3,0,2,0,0.502548,35.317202,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0002.png,JPEG,5,5,1,1,0,4,0,0.323976,34.470416,18564,2764800,148.933420,1.350929,1.298915
conference_qs_baseline_check,frame_0003.png,RAW,,5,4,4,0,1,0,0.470961,36.347107,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0003.png,JPEG,5,5,2,2,0,3,0,0.358712,33.103301,18596,2764800,148.677135,1.382800,1.271726
conference_qs_baseline_check,frame_0004.png,RAW,,5,4,4,0,1,0,0.492477,42.225146,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0004.png,JPEG,5,5,0,0,0,5,0,0.000000,34.938207,18631,2764800,148.397832,1.378548,1.288416
conference_qs_baseline_check,frame_0005.png,RAW,,5,4,4,0,1,0,0.390128,35.258361,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0005.png,JPEG,5,5,0,0,0,5,0,0.000000,32.620857,18583,2764800,148.781144,1.333343,1.283998
conference_qs_baseline_check,frame_0006.png,RAW,,5,3,3,0,2,0,0.398825,34.923002,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0006.png,JPEG,5,5,1,1,0,4,0,0.293566,47.849862,18598,2764800,148.661146,1.345349,1.260896
conference_qs_baseline_check,frame_0007.png,RAW,,5,2,2,0,3,0,0.463563,36.264733,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0007.png,JPEG,5,5,2,2,0,3,0,0.315458,34.002677,18578,2764800,148.821186,1.429146,1.324472
conference_qs_baseline_check,frame_0008.png,RAW,,5,3,3,0,2,0,0.430438,42.036819,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0008.png,JPEG,5,5,2,2,0,3,0,0.315258,33.125305,18561,2764800,148.957492,1.431435,1.269641
conference_qs_baseline_check,frame_0009.png,RAW,,5,7,5,2,0,0,0.551591,35.005448,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0009.png,JPEG,5,5,0,0,0,5,0,0.000000,34.110113,18538,2764800,149.142302,1.435746,1.286672
conference_qs_baseline_check,frame_0010.png,RAW,,5,7,5,2,0,0,0.541062,35.914200,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0010.png,JPEG,5,5,1,1,0,4,0,0.282016,33.324394,18499,2764800,149.456727,1.436575,1.255594
conference_qs_baseline_check,frame_0011.png,RAW,,5,9,5,4,0,0,0.404059,35.285236,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0011.png,JPEG,5,5,0,0,0,5,0,0.000000,33.175021,18541,2764800,149.118171,1.424947,1.262378
conference_qs_baseline_check,frame_0012.png,RAW,,5,6,5,1,0,0,0.506814,34.925654,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0012.png,JPEG,5,5,1,1,0,4,0,0.268372,33.919291,18663,2764800,148.143385,1.432929,1.256648
conference_qs_baseline_check,frame_0013.png,RAW,,5,6,5,1,0,0,0.540716,35.516452,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0013.png,JPEG,5,5,2,2,0,3,0,0.373546,34.748589,18724,2764800,147.660756,1.451185,1.285364
conference_qs_baseline_check,frame_0014.png,RAW,,5,5,5,0,0,1,0.619982,40.919299,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0014.png,JPEG,5,5,1,1,0,4,0,0.307565,32.889205,18919,2764800,146.138802,1.347104,1.277726
conference_qs_baseline_check,frame_0015.png,RAW,,4,4,4,0,0,1,0.740536,35.160244,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0015.png,JPEG,5,4,0,0,0,4,0,0.000000,33.946273,19112,2764800,144.663039,1.344561,1.284879
conference_qs_baseline_check,frame_0016.png,RAW,,4,0,0,0,4,0,0.000000,35.222193,2764800,2764800,1.000000,0.000000,0.000000
conference_qs_baseline_check,frame_0016.png,JPEG,5,4,0,0,0,4,0,0.000000,31.765820,19045,2764800,145.171961,1.341658,1.309419
