time_s,assignment
0.661212,"{""assignments"": [{""gcs_snr_db"": 44.38, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9328, ""uav_id"": 1}, {""gcs_snr_db"": 48.66, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.9209, ""uav_id"": 2}, {""gcs_snr_db"": 44.0, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8984, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 8, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
2.661099,"{""assignments"": [{""gcs_snr_db"": 45.9, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.936, ""uav_id"": 1}, {""gcs_snr_db"": 38.38, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.9272, ""uav_id"": 2}, {""gcs_snr_db"": 45.35, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8997, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 8, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
4.661077,"{""assignments"": [{""gcs_snr_db"": 32.8, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9353, ""uav_id"": 1}, {""gcs_snr_db"": 41.64, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.873, ""uav_id"": 2}, {""gcs_snr_db"": 41.57, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8494, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 8, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
6.661062,"{""assignments"": [{""gcs_snr_db"": 36.57, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9034, ""uav_id"": 1}, {""gcs_snr_db"": 40.32, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.9001, ""uav_id"": 2}, {""gcs_snr_db"": 41.85, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8935, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 8, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
8.661171,"{""assignments"": [{""gcs_snr_db"": 41.36, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8712, ""uav_id"": 1}, {""gcs_snr_db"": 38.34, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8813, ""uav_id"": 2}, {""gcs_snr_db"": 37.82, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8808, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 9, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
10.661281,"{""assignments"": [{""gcs_snr_db"": 39.04, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8717, ""uav_id"": 1}, {""gcs_snr_db"": 42.07, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8815, ""uav_id"": 2}, {""gcs_snr_db"": 32.89, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.881, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 9, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
12.661177,"{""assignments"": [{""gcs_snr_db"": 29.27, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8633, ""uav_id"": 1}, {""gcs_snr_db"": 33.12, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8804, ""uav_id"": 2}, {""gcs_snr_db"": 39.94, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8805, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 9, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
14.661274,"{""assignments"": [{""gcs_snr_db"": 38.32, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.871, ""uav_id"": 1}, {""gcs_snr_db"": 31.47, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8792, ""uav_id"": 2}, {""gcs_snr_db"": 36.1, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8799, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 9, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
16.661033,"{""assignments"": [{""gcs_snr_db"": 39.29, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8712, ""uav_id"": 1}, {""gcs_snr_db"": 38.71, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8801, ""uav_id"": 2}, {""gcs_snr_db"": 38.0, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8803, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 9, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
18.661159,"{""assignments"": [{""gcs_snr_db"": 36.7, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8723, ""uav_id"": 1}, {""gcs_snr_db"": 35.05, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8825, ""uav_id"": 2}, {""gcs_snr_db"": 35.12, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8826, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 9, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
20.661304,"{""assignments"": [{""gcs_snr_db"": 40.09, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.87, ""uav_id"": 1}, {""gcs_snr_db"": 33.73, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8804, ""uav_id"": 2}, {""gcs_snr_db"": 33.56, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8794, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 9, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
22.661242,"{""assignments"": [{""gcs_snr_db"": 35.89, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.873, ""uav_id"": 1}, {""gcs_snr_db"": 21.52, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7808, ""uav_id"": 2}, {""gcs_snr_db"": 36.91, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.883, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
24.661086,"{""assignments"": [{""gcs_snr_db"": 40.2, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8798, ""uav_id"": 1}, {""gcs_snr_db"": 19.37, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7675, ""uav_id"": 2}, {""gcs_snr_db"": 32.44, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8815, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
26.661210,"{""assignments"": [{""gcs_snr_db"": 42.78, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9309, ""uav_id"": 1}, {""gcs_snr_db"": 21.23, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8377, ""uav_id"": 2}, {""gcs_snr_db"": 31.64, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9279, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
28.661172,"{""assignments"": [{""gcs_snr_db"": 41.68, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9917, ""uav_id"": 1}, {""gcs_snr_db"": 9.17, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7666, ""uav_id"": 2}, {""gcs_snr_db"": 31.33, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9894, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
30.661182,"{""assignments"": [{""gcs_snr_db"": 39.46, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9976, ""uav_id"": 1}, {""gcs_snr_db"": 11.91, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7983, ""uav_id"": 2}, {""gcs_snr_db"": 32.73, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9959, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
32.661149,"{""assignments"": [{""gcs_snr_db"": 42.58, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9971, ""uav_id"": 1}, {""gcs_snr_db"": 12.66, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8042, ""uav_id"": 2}, {""gcs_snr_db"": 32.72, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9955, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
34.661129,"{""assignments"": [{""gcs_snr_db"": 38.43, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9462, ""uav_id"": 1}, {""gcs_snr_db"": 12.84, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7578, ""uav_id"": 2}, {""gcs_snr_db"": 27.55, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9163, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
36.661143,"{""assignments"": [{""gcs_snr_db"": 38.22, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9199, ""uav_id"": 1}, {""gcs_snr_db"": 7.1, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.6735, ""uav_id"": 2}, {""gcs_snr_db"": 20.22, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.7854, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
38.661180,"{""assignments"": [{""gcs_snr_db"": 37.99, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9189, ""uav_id"": 1}, {""gcs_snr_db"": 17.44, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7722, ""uav_id"": 2}, {""gcs_snr_db"": 32.81, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8726, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
40.661081,"{""assignments"": [{""gcs_snr_db"": 40.07, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9492, ""uav_id"": 1}, {""gcs_snr_db"": 19.46, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8221, ""uav_id"": 2}, {""gcs_snr_db"": 9.46, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.7116, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
42.661167,"{""assignments"": [{""gcs_snr_db"": 32.79, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9831, ""uav_id"": 1}, {""gcs_snr_db"": 18.04, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8373, ""uav_id"": 2}, {""gcs_snr_db"": 18.1, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8561, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
44.661131,"{""assignments"": [{""gcs_snr_db"": 34.67, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9575, ""uav_id"": 1}, {""gcs_snr_db"": 17.65, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8088, ""uav_id"": 2}, {""gcs_snr_db"": 22.34, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8629, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
46.661158,"{""assignments"": [{""gcs_snr_db"": 37.53, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8755, ""uav_id"": 1}, {""gcs_snr_db"": 8.22, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.671, ""uav_id"": 2}, {""gcs_snr_db"": 12.47, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.7117, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
48.661175,"{""assignments"": [{""gcs_snr_db"": 21.17, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8406, ""uav_id"": 1}, {""gcs_snr_db"": -2.88, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.6099, ""uav_id"": 2}, {""gcs_snr_db"": 23.41, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8815, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
50.661115,"{""assignments"": [{""gcs_snr_db"": 39.16, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8993, ""uav_id"": 1}, {""gcs_snr_db"": 17.77, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7485, ""uav_id"": 2}, {""gcs_snr_db"": 19.58, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8054, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
52.661123,"{""assignments"": [{""gcs_snr_db"": 36.21, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9178, ""uav_id"": 1}, {""gcs_snr_db"": 20.96, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7651, ""uav_id"": 2}, {""gcs_snr_db"": 15.29, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.7563, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
54.661214,"{""assignments"": [{""gcs_snr_db"": 37.58, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9095, ""uav_id"": 1}, {""gcs_snr_db"": 32.61, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8913, ""uav_id"": 2}, {""gcs_snr_db"": 23.44, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8066, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 10, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
56.661139,"{""assignments"": [{""gcs_snr_db"": 38.45, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8719, ""uav_id"": 1}, {""gcs_snr_db"": 29.87, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8918, ""uav_id"": 2}, {""gcs_snr_db"": 17.7, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.7229, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
58.661105,"{""assignments"": [{""gcs_snr_db"": 42.79, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8797, ""uav_id"": 1}, {""gcs_snr_db"": 29.83, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8901, ""uav_id"": 2}, {""gcs_snr_db"": 20.86, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.7593, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
60.661280,"{""assignments"": [{""gcs_snr_db"": 41.44, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.9398, ""uav_id"": 1}, {""gcs_snr_db"": 37.81, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.9416, ""uav_id"": 2}, {""gcs_snr_db"": 30.8, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9117, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
62.661006,"{""assignments"": [{""gcs_snr_db"": 42.7, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8746, ""uav_id"": 1}, {""gcs_snr_db"": 32.34, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8755, ""uav_id"": 2}, {""gcs_snr_db"": 32.28, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9029, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 11, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
64.661178,"{""assignments"": [{""gcs_snr_db"": 38.27, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8433, ""uav_id"": 1}, {""gcs_snr_db"": 27.96, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8232, ""uav_id"": 2}, {""gcs_snr_db"": 33.11, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8715, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 12, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
66.661135,"{""assignments"": [{""gcs_snr_db"": 42.39, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9039, ""uav_id"": 1}, {""gcs_snr_db"": 13.86, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7169, ""uav_id"": 2}, {""gcs_snr_db"": 30.33, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9245, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 12, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
68.661312,"{""assignments"": [{""gcs_snr_db"": 43.36, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9927, ""uav_id"": 1}, {""gcs_snr_db"": 15.58, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8271, ""uav_id"": 2}, {""gcs_snr_db"": 35.57, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9907, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 12, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
