time_s,node_id,x_m,y_m,z_m
0.075279,0,-70.0,-7.0,2.9000000953674316
0.075279,1,-22.078641891479492,-15.64258861541748,58.9567756652832
0.075279,2,-23.995384216308594,-12.964090347290039,40.0523796081543
0.075279,3,-27.954700469970703,-38.04987716674805,49.97757339477539
0.175315,0,-70.0,-7.0,2.9000000953674316
0.175315,1,-21.03544807434082,-15.521401405334473,58.97606658935547
0.175315,2,-23.004959106445312,-12.650093078613281,40.05107879638672
0.175315,3,-27.034927368164062,-38.523868560791016,49.98031234741211
0.275221,0,-70.0,-7.0,2.9000000953674316
0.275221,1,-19.99254608154297,-15.393817901611328,58.99655532836914
0.275221,2,-22.015085220336914,-12.329724311828613,40.04894256591797
0.275221,3,-26.11318016052246,-38.99946975708008,49.983463287353516
0.377831,0,-70.0,-7.0,2.9000000953674316
0.377831,1,-18.948772430419922,-15.27062702178955,59.016963958740234
0.377831,2,-21.024131774902344,-12.010684967041016,40.047698974609375
0.377831,3,-25.190147399902344,-39.480873107910156,49.98434066772461
0.475290,0,-70.0,-7.0,2.9000000953674316
0.475290,1,-18.42752456665039,-15.206897735595703,59.0275764465332
0.475290,2,-20.52790069580078,-11.853391647338867,40.04722595214844
0.475290,3,-24.729707717895508,-39.72639846801758,49.98455810546875
0.575278,0,-70.0,-7.0,2.9000000953674316
0.575278,1,-17.38482666015625,-15.085380554199219,59.04871368408203
0.575278,2,-19.53486442565918,-11.534829139709473,40.0458869934082
0.575278,3,-23.80242919921875,-40.20874786376953,49.98697280883789
0.675343,0,-70.0,-7.0,2.9000000953674316
0.675343,1,-16.343284606933594,-14.959269523620605,59.06983947753906
0.675343,2,-18.541332244873047,-11.220784187316895,40.0435676574707
0.675343,3,-22.873260498046875,-40.69462585449219,49.98930740356445
0.775397,0,-70.0,-7.0,2.9000000953674316
0.775397,1,-15.302854537963867,-14.835909843444824,59.09096145629883
0.775397,2,-17.545488357543945,-10.9063138961792,40.04066467285156
0.775397,3,-21.94229507446289,-41.18241500854492,49.98999786376953
0.875426,0,-70.0,-7.0,2.9000000953674316
0.875426,1,-14.262885093688965,-14.70710563659668,59.110816955566406
0.875426,2,-16.55023765563965,-10.58842945098877,40.03712844848633
0.875426,3,-21.008838653564453,-41.672325134277344,49.99280548095703
0.975284,0,-70.0,-7.0,2.9000000953674316
0.975284,1,-13.227093696594238,-14.574516296386719,59.12750244140625
0.975284,2,-15.55398178100586,-10.272867202758789,40.03544235229492
0.975284,3,-20.074085235595703,-42.162654876708984,49.9955940246582
1.075283,0,-70.0,-7.0,2.9000000953674316
1.075283,1,-12.1904296875,-14.443222999572754,59.14511489868164
1.075283,2,-14.556085586547852,-9.96153450012207,40.03411865234375
1.075283,3,-19.13772201538086,-42.653568267822266,49.997501373291016
1.175310,0,-70.0,-7.0,2.9000000953674316
1.175310,1,-11.157307624816895,-14.303182601928711,59.16325378417969
1.175310,2,-13.557779312133789,-9.649463653564453,40.0334358215332
1.175310,3,-18.20003890991211,-43.14236831665039,50.000572204589844
1.275342,0,-70.0,-7.0,2.9000000953674316
1.275342,1,-10.12550163269043,-14.163851737976074,59.18190383911133
1.275342,2,-12.558378219604492,-9.337199211120605,40.034202575683594
1.275342,3,-17.262413024902344,-43.63029861450195,50.00307846069336
1.375287,0,-70.0,-7.0,2.9000000953674316
1.375287,1,-9.096595764160156,-14.017938613891602,59.2025032043457
1.375287,2,-11.558112144470215,-9.029621124267578,40.0355224609375
1.375287,3,-16.328678131103516,-44.11940383911133,50.00723648071289
1.475316,0,-70.0,-7.0,2.9000000953674316
1.475316,1,-8.06933879852295,-13.874276161193848,59.221412658691406
1.475316,2,-10.55800724029541,-8.717711448669434,40.03468704223633
1.475316,3,-15.397748947143555,-44.608734130859375,50.01011657714844
1.575285,0,-70.0,-7.0,2.9000000953674316
1.575285,1,-7.044610977172852,-13.725255012512207,59.238800048828125
1.575285,2,-9.55657958984375,-8.405447959899902,40.033817291259766
1.575285,3,-14.467920303344727,-45.095333099365234,50.01140594482422
1.675250,0,-70.0,-7.0,2.9000000953674316
1.675250,1,-6.021722316741943,-13.57695198059082,59.25563049316406
1.675250,2,-8.555436134338379,-8.098038673400879,40.03510284423828
1.675250,3,-13.536748886108398,-45.574928283691406,50.011837005615234
1.777883,0,-70.0,-7.0,2.9000000953674316
1.777883,1,-4.998959541320801,-13.426212310791016,59.27235794067383
1.777883,2,-7.555399417877197,-7.785033226013184,40.036521911621094
1.777883,3,-12.605003356933594,-46.04987716674805,50.012882232666016
1.875251,0,-70.0,-7.0,2.9000000953674316
1.875251,1,-4.488274574279785,-13.350948333740234,59.279640197753906
1.875251,2,-7.054502487182617,-7.632496356964111,40.037445068359375
1.875251,3,-12.141160011291504,-46.290313720703125,50.013671875
1.975297,0,-70.0,-7.0,2.9000000953674316
1.975297,1,-3.4657819271087646,-13.19745922088623,59.29360580444336
1.975297,2,-6.055667877197266,-7.323009967803955,40.03959274291992
1.975297,3,-11.211108207702637,-46.76183319091797,50.01345443725586
2.075267,0,-70.0,-7.0,2.9000000953674316
2.075267,1,-2.4440670013427734,-13.041582107543945,59.307533264160156
2.075267,2,-5.059227466583252,-7.01322078704834,40.03887176513672
2.075267,3,-10.281145095825195,-47.228965759277344,50.01239013671875
2.175234,0,-70.0,-7.0,2.9000000953674316
2.175234,1,-1.4213647842407227,-12.887367248535156,59.32209777832031
2.175234,2,-4.064665794372559,-6.7100653648376465,40.03701400756836
2.175234,3,-9.350855827331543,-47.6928596496582,50.011253356933594
2.275328,0,-70.0,-7.0,2.9000000953674316
2.275328,1,-0.39974457025527954,-12.727252960205078,59.33799743652344
2.275328,2,-3.0699150562286377,-6.4075751304626465,40.036949157714844
2.275328,3,-8.420242309570312,-48.15480422973633,50.009517669677734
2.375276,0,-70.0,-7.0,2.9000000953674316
2.375276,1,0.6227480173110962,-12.571175575256348,59.35267639160156
2.375276,2,-2.0764684677124023,-6.100408554077148,40.037479400634766
2.375276,3,-7.491399765014648,-48.61758041381836,50.00605010986328
2.475353,0,-70.0,-7.0,2.9000000953674316
2.475353,1,1.646054983139038,-12.410826683044434,59.37038803100586
2.475353,2,-1.0813367366790771,-5.796480178833008,40.037933349609375
2.475353,3,-6.562039375305176,-49.079830169677734,50.00437545776367
2.575209,0,-70.0,-7.0,2.9000000953674316
2.575209,1,2.6707205772399902,-12.249734878540039,59.387691497802734
2.575209,2,-0.08515810966491699,-5.4977617263793945,40.03675079345703
2.575209,3,-5.6320061683654785,-49.53927230834961,50.00468444824219
2.675193,0,-70.0,-7.0,2.9000000953674316
2.675193,1,3.697767972946167,-12.093596458435059,59.405426025390625
2.675193,2,0.9100787043571472,-5.194998741149902,40.03498458862305
