Linux 5.15.0-186-generic (lenovo) 	08/28/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:32 AM  1002     33305    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8263880  603084   1.86  python3
11:18:32 AM  1002     33447    4.00    2.00    0.00    0.00    6.00    12   5310.00      0.00 1869472  171992   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:33 AM  1002     33305    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8263880  603084   1.86  python3
11:18:33 AM  1002     33447    6.00    2.00    0.00    0.00    8.00     0   4666.00      0.00 1872340  174896   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:34 AM  1002     33305    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8263880  603084   1.86  python3
11:18:34 AM  1002     33447    4.00    3.00    0.00    0.00    7.00     8   3991.00      0.00 1872340  174900   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:35 AM  1002     33305    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8263880  603084   1.86  python3
11:18:35 AM  1002     33447    4.00    3.00    0.00    0.00    7.00    12   3314.00      0.00 1869472  171996   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:36 AM  1002     33305    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8263340  603020   1.86  python3
11:18:36 AM  1002     33447    4.00    3.00    0.00    0.00    7.00     8   2671.00      0.00 1863900  166984   0.51  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:37 AM  1002     33305   37.00    0.00    0.00    0.00   37.00    10   8376.00      0.00 8891024  643716   1.98  python3
11:18:37 AM  1002     33447    4.00    3.00    0.00    0.00    7.00    19   5985.00      0.00 1872340  174900   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:38 AM  1002     33305  118.00    4.00    0.00    0.00  122.00    10  37264.00     11.00 9194220  821884   2.53  python3
11:18:38 AM  1002     33447    4.00    3.00    0.00    0.00    7.00     0   3990.00      0.00 1872340  174900   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:39 AM  1002     33305    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9194220  821884   2.53  python3
11:18:39 AM  1002     33447    3.00    1.00    0.00    0.00    4.00     2   3990.00      0.00 1872340  174900   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:40 AM  1002     33305    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9194220  821884   2.53  python3
11:18:40 AM  1002     33447    4.00    2.00    0.00    0.00    6.00     0   3315.00      0.00 1869472  172000   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:41 AM  1002     33305    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9194220  821884   2.53  python3
11:18:41 AM  1002     33447    4.00    2.00    0.00    0.00    6.00     0   4667.00      0.00 1872340  174908   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:42 AM  1002     33305    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9194220  821884   2.53  python3
11:18:42 AM  1002     33447    4.00    2.00    0.00    0.00    6.00    10   3314.00      0.00 1869472  172004   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:43 AM  1002     33305    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9194220  821884   2.53  python3
11:18:43 AM  1002     33447    5.00    1.00    0.00    0.00    6.00     0   3990.00      0.00 1869472  172004   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:18:44 AM  1002     33305    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9194220  821884   2.53  python3
11:18:44 AM  1002     33447    6.00    3.00    0.00    0.00    9.00     0   3990.00      0.00 1869472  172004   0.53  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
