Linux 5.15.0-186-generic (lenovo) 	08/28/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:46:05 AM  1002     16255    0.00    0.00    0.00    0.00    0.00    14      0.00      0.00 8263456  603404   1.86  python3
10:46:05 AM  1002     16401    3.00    2.00    0.00    0.00    5.00    17   4672.00      0.00 1874940  177388   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:46:06 AM  1002     16255    0.00    0.00    0.00    0.00    0.00    14      0.00      0.00 8262916  603360   1.86  python3
10:46:06 AM  1002     16401    4.00    2.00    0.00    0.00    6.00    14   3990.00      0.00 1874940  177388   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:46:07 AM  1002     16255    0.00    0.00    0.00    0.00    0.00    14      0.00      0.00 8262916  603360   1.86  python3
10:46:07 AM  1002     16401    5.00    2.00    0.00    0.00    7.00    12   3990.00      0.00 1874940  177388   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:46:08 AM  1002     16255   39.00    3.00    0.00    0.00   42.00    10  12799.00     23.00 8906584  659552   2.03  python3
10:46:08 AM  1002     16401    4.00    1.00    0.00    0.00    5.00     8   3991.00      0.00 1874940  177392   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:46:09 AM  1002     16255   98.00    4.00    0.00    0.00  102.00    10  31560.00     20.00 9191284  817080   2.52  python3
10:46:09 AM  1002     16401    3.00    2.00    0.00    0.00    5.00    12   3990.00      0.00 1874940  177392   0.55  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:46:10 AM  1002     16255    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9191284  817080   2.52  python3
10:46:10 AM  1002     16401    4.00    2.00    0.00    0.00    6.00    14   3990.00      0.00 1874940  177392   0.55  python3

