time_s,assignment
0.899224,"{""assignments"": [{""gcs_snr_db"": 40.88, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9508, ""uav_id"": 1}, {""gcs_snr_db"": 46.48, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.9428, ""uav_id"": 2}, {""gcs_snr_db"": 46.82, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.921, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 13, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
2.899118,"{""assignments"": [{""gcs_snr_db"": 42.84, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9367, ""uav_id"": 1}, {""gcs_snr_db"": 48.27, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.9266, ""uav_id"": 2}, {""gcs_snr_db"": 47.32, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.901, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 13, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
4.899076,"{""assignments"": [{""gcs_snr_db"": 44.94, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9645, ""uav_id"": 1}, {""gcs_snr_db"": 50.04, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.9578, ""uav_id"": 2}, {""gcs_snr_db"": 42.5, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9418, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 13, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
6.899417,"{""assignments"": [{""gcs_snr_db"": 43.1, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9348, ""uav_id"": 1}, {""gcs_snr_db"": 45.27, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.9236, ""uav_id"": 2}, {""gcs_snr_db"": 42.38, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9002, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 13, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
8.899276,"{""assignments"": [{""gcs_snr_db"": 35.65, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9637, ""uav_id"": 1}, {""gcs_snr_db"": 39.98, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.9567, ""uav_id"": 2}, {""gcs_snr_db"": 41.67, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9408, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 13, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
10.898987,"{""assignments"": [{""gcs_snr_db"": 43.13, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9334, ""uav_id"": 1}, {""gcs_snr_db"": 42.2, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.9218, ""uav_id"": 2}, {""gcs_snr_db"": 37.57, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9011, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 13, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
12.898971,"{""assignments"": [{""gcs_snr_db"": 40.56, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8952, ""uav_id"": 1}, {""gcs_snr_db"": 38.0, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8959, ""uav_id"": 2}, {""gcs_snr_db"": 37.95, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8912, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 14, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
14.899202,"{""assignments"": [{""gcs_snr_db"": 42.23, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8713, ""uav_id"": 1}, {""gcs_snr_db"": 37.54, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8807, ""uav_id"": 2}, {""gcs_snr_db"": 40.03, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.881, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 14, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
16.899196,"{""assignments"": [{""gcs_snr_db"": 41.67, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.871, ""uav_id"": 1}, {""gcs_snr_db"": 33.86, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8802, ""uav_id"": 2}, {""gcs_snr_db"": 40.63, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8799, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 14, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
18.899227,"{""assignments"": [{""gcs_snr_db"": 43.59, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8709, ""uav_id"": 1}, {""gcs_snr_db"": 37.64, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.881, ""uav_id"": 2}, {""gcs_snr_db"": 31.56, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8808, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 14, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
20.899119,"{""assignments"": [{""gcs_snr_db"": 37.51, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8711, ""uav_id"": 1}, {""gcs_snr_db"": 39.09, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8811, ""uav_id"": 2}, {""gcs_snr_db"": 32.46, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.881, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 14, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
22.899208,"{""assignments"": [{""gcs_snr_db"": 42.48, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8703, ""uav_id"": 1}, {""gcs_snr_db"": 33.57, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8811, ""uav_id"": 2}, {""gcs_snr_db"": 34.27, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8812, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 14, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
24.899177,"{""assignments"": [{""gcs_snr_db"": 39.81, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.871, ""uav_id"": 1}, {""gcs_snr_db"": 32.95, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8811, ""uav_id"": 2}, {""gcs_snr_db"": 28.26, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8641, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 14, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
26.899149,"{""assignments"": [{""gcs_snr_db"": 39.06, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 1], ""score"": 0.8705, ""uav_id"": 1}, {""gcs_snr_db"": 31.39, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 2], ""score"": 0.8805, ""uav_id"": 2}, {""gcs_snr_db"": 30.55, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8805, ""uav_id"": 3}], ""backup_ch"": 2, ""epoch"": 14, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
28.899355,"{""assignments"": [{""gcs_snr_db"": 40.37, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8707, ""uav_id"": 1}, {""gcs_snr_db"": 6.77, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.629, ""uav_id"": 2}, {""gcs_snr_db"": 31.99, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.88, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
30.899108,"{""assignments"": [{""gcs_snr_db"": 42.58, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9445, ""uav_id"": 1}, {""gcs_snr_db"": 12.29, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.752, ""uav_id"": 2}, {""gcs_snr_db"": 32.27, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9486, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
32.899070,"{""assignments"": [{""gcs_snr_db"": 42.36, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9742, ""uav_id"": 1}, {""gcs_snr_db"": 10.45, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7601, ""uav_id"": 2}, {""gcs_snr_db"": 28.41, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.962, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
34.899279,"{""assignments"": [{""gcs_snr_db"": 38.62, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9623, ""uav_id"": 1}, {""gcs_snr_db"": 15.64, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8006, ""uav_id"": 2}, {""gcs_snr_db"": 29.42, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9561, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
36.899091,"{""assignments"": [{""gcs_snr_db"": 38.18, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9087, ""uav_id"": 1}, {""gcs_snr_db"": 8.51, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.6847, ""uav_id"": 2}, {""gcs_snr_db"": 35.46, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8905, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
38.899134,"{""assignments"": [{""gcs_snr_db"": 39.32, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9174, ""uav_id"": 1}, {""gcs_snr_db"": 14.83, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7459, ""uav_id"": 2}, {""gcs_snr_db"": 33.64, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8773, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
40.899099,"{""assignments"": [{""gcs_snr_db"": 35.55, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9383, ""uav_id"": 1}, {""gcs_snr_db"": 12.88, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7339, ""uav_id"": 2}, {""gcs_snr_db"": 28.64, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8959, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
42.899008,"{""assignments"": [{""gcs_snr_db"": 38.99, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9664, ""uav_id"": 1}, {""gcs_snr_db"": 12.82, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7596, ""uav_id"": 2}, {""gcs_snr_db"": 9.67, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.7513, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
44.899108,"{""assignments"": [{""gcs_snr_db"": 38.22, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9473, ""uav_id"": 1}, {""gcs_snr_db"": 10.79, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7352, ""uav_id"": 2}, {""gcs_snr_db"": 20.45, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8085, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
46.899109,"{""assignments"": [{""gcs_snr_db"": 35.29, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8893, ""uav_id"": 1}, {""gcs_snr_db"": 18.28, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7538, ""uav_id"": 2}, {""gcs_snr_db"": 25.86, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8214, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
48.898951,"{""assignments"": [{""gcs_snr_db"": 35.05, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8777, ""uav_id"": 1}, {""gcs_snr_db"": 10.55, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.6743, ""uav_id"": 2}, {""gcs_snr_db"": 21.49, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.7917, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
50.899004,"{""assignments"": [{""gcs_snr_db"": 32.47, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9421, ""uav_id"": 1}, {""gcs_snr_db"": 21.93, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8493, ""uav_id"": 2}, {""gcs_snr_db"": 19.62, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8332, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
52.899042,"{""assignments"": [{""gcs_snr_db"": 37.59, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9655, ""uav_id"": 1}, {""gcs_snr_db"": 17.2, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8309, ""uav_id"": 2}, {""gcs_snr_db"": 22.28, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8902, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
54.899081,"{""assignments"": [{""gcs_snr_db"": 39.49, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8803, ""uav_id"": 1}, {""gcs_snr_db"": 18.83, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7847, ""uav_id"": 2}, {""gcs_snr_db"": 28.98, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.874, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
56.899061,"{""assignments"": [{""gcs_snr_db"": 33.13, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9089, ""uav_id"": 1}, {""gcs_snr_db"": 22.53, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8387, ""uav_id"": 2}, {""gcs_snr_db"": 23.17, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8279, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
58.899113,"{""assignments"": [{""gcs_snr_db"": 42.22, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8978, ""uav_id"": 1}, {""gcs_snr_db"": 3.41, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.6267, ""uav_id"": 2}, {""gcs_snr_db"": 28.7, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.8564, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
60.899140,"{""assignments"": [{""gcs_snr_db"": 36.2, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9724, ""uav_id"": 1}, {""gcs_snr_db"": 12.17, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7793, ""uav_id"": 2}, {""gcs_snr_db"": 31.5, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9593, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
62.899203,"{""assignments"": [{""gcs_snr_db"": 38.98, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9003, ""uav_id"": 1}, {""gcs_snr_db"": 19.43, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8194, ""uav_id"": 2}, {""gcs_snr_db"": 30.48, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9403, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
64.899253,"{""assignments"": [{""gcs_snr_db"": 38.13, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.8789, ""uav_id"": 1}, {""gcs_snr_db"": 6.44, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.6714, ""uav_id"": 2}, {""gcs_snr_db"": 32.53, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9243, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
66.899275,"{""assignments"": [{""gcs_snr_db"": 45.48, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.9464, ""uav_id"": 1}, {""gcs_snr_db"": 17.05, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.8238, ""uav_id"": 2}, {""gcs_snr_db"": 31.52, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9691, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
68.899053,"{""assignments"": [{""gcs_snr_db"": 42.91, ""parent"": 0, ""role"": ""BACKUP_CH"", ""route"": [0, 1], ""score"": 0.969, ""uav_id"": 1}, {""gcs_snr_db"": 12.27, ""parent"": 3, ""role"": ""MEMBER"", ""route"": [0, 3, 2], ""score"": 0.7872, ""uav_id"": 2}, {""gcs_snr_db"": 29.57, ""parent"": 0, ""role"": ""PRIMARY_CH"", ""route"": [0, 3], ""score"": 0.9758, ""uav_id"": 3}], ""backup_ch"": 1, ""epoch"": 15, ""num_uavs"": 3, ""primary_ch"": 3, ""status"": ""ACTIVE""}"
