time_s,metric,source,destination,value
0.471216,rssi_dbm,0,1,-53.12495422363281
0.471216,rssi_dbm,0,2,-47.52384948730469
0.471216,rssi_dbm,0,3,-47.182552337646484
0.471216,rssi_dbm,1,2,-38.205101013183594
0.471216,rssi_dbm,1,3,-42.42017364501953
0.471216,rssi_dbm,2,3,-33.042476654052734
0.471227,snr_db,0,1,40.87504577636719
0.471227,snr_db,0,2,46.47615051269531
0.471227,snr_db,0,3,46.817447662353516
0.471227,snr_db,1,2,55.794898986816406
0.471227,snr_db,1,3,51.57982635498047
0.471227,snr_db,2,3,60.957523345947266
0.971217,rssi_dbm,0,1,-51.02094650268555
0.971217,rssi_dbm,0,2,-46.15712356567383
0.971217,rssi_dbm,0,3,-46.14165496826172
0.971217,rssi_dbm,1,2,-37.80671691894531
0.971217,rssi_dbm,1,3,-33.294090270996094
0.971217,rssi_dbm,2,3,-30.61492156982422
0.971231,snr_db,0,1,42.97905349731445
0.971231,snr_db,0,2,47.84287643432617
0.971231,snr_db,0,3,47.85834503173828
0.971231,snr_db,1,2,56.19328308105469
0.971231,snr_db,1,3,60.705909729003906
0.971231,snr_db,2,3,63.38507843017578
1.040164,obstacle_loss_db,0,1,0.0
1.040164,obstacle_loss_db,0,2,0.0
1.040164,obstacle_loss_db,0,3,0.0
1.040164,obstacle_loss_db,1,2,0.0
1.040164,obstacle_loss_db,1,3,0.0
1.040164,obstacle_loss_db,2,3,0.0
1.143906,obstacle_loss_db,0,1,0.0
1.143906,obstacle_loss_db,0,2,0.0
1.143906,obstacle_loss_db,0,3,0.0
1.143906,obstacle_loss_db,1,2,0.0
1.143906,obstacle_loss_db,1,3,0.0
1.143906,obstacle_loss_db,2,3,0.0
1.240176,obstacle_loss_db,0,1,0.0
1.240176,obstacle_loss_db,0,2,0.0
1.240176,obstacle_loss_db,0,3,0.0
1.240176,obstacle_loss_db,1,2,0.0
1.240176,obstacle_loss_db,1,3,0.0
1.240176,obstacle_loss_db,2,3,0.0
1.343970,obstacle_loss_db,0,1,0.0
1.343970,obstacle_loss_db,0,2,0.0
1.343970,obstacle_loss_db,0,3,0.0
1.343970,obstacle_loss_db,1,2,0.0
1.343970,obstacle_loss_db,1,3,0.0
1.343970,obstacle_loss_db,2,3,0.0
1.440182,obstacle_loss_db,0,1,0.0
1.440182,obstacle_loss_db,0,2,0.0
1.440182,obstacle_loss_db,0,3,0.0
1.440182,obstacle_loss_db,1,2,0.0
1.440182,obstacle_loss_db,1,3,0.0
1.440182,obstacle_loss_db,2,3,0.0
1.471201,rssi_dbm,0,1,-50.1146125793457
1.471201,rssi_dbm,0,2,-44.81633377075195
1.471201,rssi_dbm,0,3,-43.8590087890625
1.471201,rssi_dbm,1,2,-39.065406799316406
1.471201,rssi_dbm,1,3,-33.32288360595703
1.471201,rssi_dbm,2,3,-33.75625228881836
1.471216,snr_db,0,1,43.8853874206543
1.471216,snr_db,0,2,49.18366622924805
1.471216,snr_db,0,3,50.1409912109375
1.471216,snr_db,1,2,54.934593200683594
1.471216,snr_db,1,3,60.67711639404297
1.471216,snr_db,2,3,60.24374771118164
1.543998,obstacle_loss_db,0,1,0.0
1.543998,obstacle_loss_db,0,2,0.0
1.543998,obstacle_loss_db,0,3,0.0
1.543998,obstacle_loss_db,1,2,0.0
1.543998,obstacle_loss_db,1,3,0.0
1.543998,obstacle_loss_db,2,3,0.0
1.640330,obstacle_loss_db,0,1,0.0
1.640330,obstacle_loss_db,0,2,0.0
1.640330,obstacle_loss_db,0,3,0.0
1.640330,obstacle_loss_db,1,2,0.0
1.640330,obstacle_loss_db,1,3,0.0
1.640330,obstacle_loss_db,2,3,0.0
1.744079,obstacle_loss_db,0,1,0.0
1.744079,obstacle_loss_db,0,2,0.0
1.744079,obstacle_loss_db,0,3,0.0
1.744079,obstacle_loss_db,1,2,0.0
1.744079,obstacle_loss_db,1,3,0.0
1.744079,obstacle_loss_db,2,3,0.0
1.840437,obstacle_loss_db,0,1,0.0
1.840437,obstacle_loss_db,0,2,0.0
1.840437,obstacle_loss_db,0,3,0.0
1.840437,obstacle_loss_db,1,2,0.0
1.840437,obstacle_loss_db,1,3,0.0
1.840437,obstacle_loss_db,2,3,0.0
1.944065,obstacle_loss_db,0,1,0.0
1.944065,obstacle_loss_db,0,2,0.0
1.944065,obstacle_loss_db,0,3,0.0
1.944065,obstacle_loss_db,1,2,0.0
1.944065,obstacle_loss_db,1,3,0.0
1.944065,obstacle_loss_db,2,3,0.0
1.971201,rssi_dbm,0,1,-44.90071105957031
1.971201,rssi_dbm,0,2,-41.9658203125
1.971201,rssi_dbm,0,3,-47.515045166015625
1.971201,rssi_dbm,1,2,-36.98002243041992
1.971201,rssi_dbm,1,3,-38.955291748046875
1.971201,rssi_dbm,2,3,-34.828636169433594
1.971215,snr_db,0,1,49.09928894042969
1.971215,snr_db,0,2,52.0341796875
1.971215,snr_db,0,3,46.484954833984375
1.971215,snr_db,1,2,57.01997756958008
1.971215,snr_db,1,3,55.044708251953125
1.971215,snr_db,2,3,59.171363830566406
2.040453,obstacle_loss_db,0,1,0.0
2.040453,obstacle_loss_db,0,2,0.0
2.040453,obstacle_loss_db,0,3,0.0
2.040453,obstacle_loss_db,1,2,0.0
2.040453,obstacle_loss_db,1,3,0.0
2.040453,obstacle_loss_db,2,3,0.0
2.144076,obstacle_loss_db,0,1,0.0
2.144076,obstacle_loss_db,0,2,0.0
2.144076,obstacle_loss_db,0,3,0.0
2.144076,obstacle_loss_db,1,2,0.0
2.144076,obstacle_loss_db,1,3,0.0
