time_s,node_id,x_m,y_m,z_m
8.499918,2,2.308588743209839,-4.1605987548828125,40.104454040527344
8.499918,3,8.290780067443848,-55.874759674072266,49.96175765991211
8.599952,0,-70.0,-7.0,2.9000000953674316
8.599952,1,5.3893866539001465,-11.75717544555664,60.001731872558594
8.599952,2,3.3048646450042725,-3.852048873901367,40.10712432861328
8.599952,3,9.213242530822754,-56.3368034362793,49.96223068237305
8.701625,0,-70.0,-7.0,2.9000000953674316
8.701625,1,6.417037010192871,-11.61950397491455,60.003299713134766
8.701625,2,4.3020710945129395,-3.5496129989624023,40.10700225830078
8.701625,3,10.137627601623535,-56.797035217285156,49.96167755126953
8.800132,0,-70.0,-7.0,2.9000000953674316
8.800132,1,6.932032108306885,-11.55527400970459,60.00331115722656
8.800132,2,4.798699855804443,-3.395183563232422,40.10628128051758
8.800132,3,10.5980863571167,-57.02983856201172,49.96071243286133
8.900137,0,-70.0,-7.0,2.9000000953674316
8.900137,1,7.961068153381348,-11.415924072265625,60.003074645996094
8.900137,2,5.793208599090576,-3.091322898864746,40.103763580322266
8.900137,3,11.522697448730469,-57.493221282958984,49.958892822265625
9.000237,0,-70.0,-7.0,2.9000000953674316
9.000237,1,8.991992950439453,-11.280439376831055,60.004302978515625
9.000237,2,6.786972999572754,-2.789710521697998,40.101646423339844
9.000237,3,12.447747230529785,-57.95590591430664,49.957618713378906
9.099993,0,-70.0,-7.0,2.9000000953674316
9.099993,1,10.023028373718262,-11.138548851013184,60.00612258911133
9.099993,2,7.777162075042725,-2.483515739440918,40.101112365722656
9.099993,3,13.373360633850098,-58.41727828979492,49.958274841308594
9.199908,0,-70.0,-7.0,2.9000000953674316
9.199908,1,11.054404258728027,-10.997193336486816,60.00725173950195
9.199908,2,8.765778541564941,-2.1773171424865723,40.099849700927734
9.199908,3,14.300018310546875,-58.87910842895508,49.95838165283203
9.299991,0,-70.0,-7.0,2.9000000953674316
9.299991,1,12.084665298461914,-10.850825309753418,60.00901412963867
9.299991,2,9.756804466247559,-1.8735607862472534,40.09654235839844
9.299991,3,15.22695541381836,-59.340633392333984,49.95854949951172
9.399930,0,-70.0,-7.0,2.9000000953674316
9.399930,1,13.11522102355957,-10.704568862915039,60.01028060913086
9.399930,2,10.747008323669434,-1.5666533708572388,40.09353256225586
9.399930,3,16.156309127807617,-59.80180358886719,49.95928192138672
9.500065,0,-70.0,-7.0,2.9000000953674316
9.500065,1,14.144620895385742,-10.560064315795898,60.01118469238281
9.500065,2,11.736272811889648,-1.2536147832870483,40.08778762817383
9.500065,3,17.0903263092041,-60.25876235961914,49.96043395996094
9.600121,0,-70.0,-7.0,2.9000000953674316
9.600121,1,15.174454689025879,-10.410423278808594,60.01411819458008
9.600121,2,12.726880073547363,-0.9443715214729309,40.082305908203125
9.600121,3,18.026247024536133,-60.71489334106445,49.96420669555664
9.699966,0,-70.0,-7.0,2.9000000953674316
9.699966,1,16.203723907470703,-10.265756607055664,60.017669677734375
9.699966,2,13.720107078552246,-0.63373863697052,40.07817459106445
9.699966,3,18.961475372314453,-61.17279815673828,49.96784591674805
9.799868,0,-70.0,-7.0,2.9000000953674316
9.799868,1,17.234399795532227,-10.115521430969238,60.019859313964844
9.799868,2,14.712878227233887,-0.3198183476924896,40.07490539550781
9.799868,3,19.89773941040039,-61.63124084472656,49.970306396484375
9.901387,0,-70.0,-7.0,2.9000000953674316
9.901387,1,18.267072677612305,-9.968731880187988,60.022499084472656
9.901387,2,15.708951950073242,-0.008118676953017712,40.071990966796875
9.901387,3,20.83527183532715,-62.08711242675781,49.9727783203125
9.999865,0,-70.0,-7.0,2.9000000953674316
9.999865,1,18.78314971923828,-9.893099784851074,60.024330139160156
9.999865,2,16.20700454711914,0.14930976927280426,40.07084274291992
9.999865,3,21.305503845214844,-62.312355041503906,49.973541259765625
10.099965,0,-70.0,-7.0,2.9000000953674316
10.099965,1,19.811120986938477,-9.744095802307129,60.02455139160156
10.099965,2,17.204984664916992,0.4621264934539795,40.064334869384766
10.099965,3,22.244150161743164,-62.768985748291016,49.97357940673828
10.200029,0,-70.0,-7.0,2.9000000953674316
10.200029,1,20.829002380371094,-9.600273132324219,60.0266227722168
10.200029,2,18.20671844482422,0.7717984318733215,40.055885314941406
10.200029,3,23.180850982666016,-63.22554397583008,49.97450637817383
10.299884,0,-70.0,-7.0,2.9000000953674316
