Linux 5.15.0-186-generic (lenovo) 	08/27/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:00 PM  1002     75454    3.00    2.00    0.00    0.00    5.00    14   1995.00      0.00 1872036  175104   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:01 PM  1002     75308    0.00    0.00    0.00    0.00    0.00    10      0.00      0.00 9198356  826492   2.54  python3
07:18:01 PM  1002     75454    3.00    1.00    0.00    0.00    4.00     0   1995.00      0.00 1872036  175104   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:02 PM  1002     75308   43.00    5.00    0.00    0.00   48.00    10  16293.00      0.00 9201056  828876   2.55  python3
07:18:02 PM  1002     75454    4.00    1.00    0.00    0.00    5.00     0    676.00      0.00 1866468  170092   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:03 PM  1002     75308   50.00    1.00    0.00    0.00   51.00     8  14726.00      0.00 9198356  826216   2.54  python3
07:18:03 PM  1002     75454    4.00    1.00    0.00    0.00    5.00    10   3315.00      0.00 1872036  175108   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:04 PM  1002     75308    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 9198356  826216   2.54  python3
07:18:04 PM  1002     75454    2.00    2.00    0.00    0.00    4.00     8    676.00      0.00 1866468  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:05 PM  1002     75308   39.00    2.00    0.00    0.00   41.00     8  18429.00      0.00 9201056  829044   2.55  python3
07:18:05 PM  1002     75454    5.00    1.00    0.00    0.00    6.00    10   3314.00      0.00 1872036  175108   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:06 PM  1002     75308   43.00    3.00    0.00    0.00   46.00     8  14727.00      0.00 9198356  826388   2.54  python3
07:18:06 PM  1002     75454    2.00    1.00    0.00    0.00    3.00    14   1995.00      0.00 1872036  175108   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
