Linux 5.15.0-186-generic (lenovo) 	08/27/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:13 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      1.00      0.00 8263464  603096   1.86  python3
08:17:13 PM  1002    104245    2.00    2.00    0.00    0.00    4.00     4   2001.00      0.00 2069444  175272   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:14 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262924  603040   1.86  python3
08:17:14 PM  1002    104245    4.00    0.00    0.00    0.00    4.00    14   1996.00      0.00 2069444  175276   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:15 PM  1002    104099    1.00    0.00    0.00    0.00    1.00     8      0.00      0.00 8262924  603040   1.86  python3
08:17:15 PM  1002    104245    4.00    1.00    0.00    0.00    5.00     8   1998.00      0.00 2069444  175276   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:16 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:16 PM  1002    104245    3.00    2.00    0.00    0.00    5.00     0   1999.00      0.00 2069444  175280   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:17 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:17 PM  1002    104245    2.00    3.00    0.00    0.00    5.00     0   1995.00      0.00 2069444  175280   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:18 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:18 PM  1002    104245    5.00    1.00    0.00    0.00    6.00    10   1998.00      0.00 2069444  175280   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:19 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:19 PM  1002    104245    3.00    1.00    0.00    0.00    4.00     6   1996.00      0.00 2069444  175284   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:20 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:20 PM  1002    104245    4.00    2.00    0.00    0.00    6.00     0   1996.00      0.00 2069444  175284   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:21 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:21 PM  1002    104245    2.00    2.00    0.00    0.00    4.00     6   1996.00      0.00 2069444  175284   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:22 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:22 PM  1002    104245    3.00    1.00    0.00    0.00    4.00     6   1995.00      0.00 2069444  175288   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:23 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:23 PM  1002    104245    3.00    2.00    0.00    0.00    5.00    10   1995.00      0.00 2069444  175288   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:24 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:24 PM  1002    104245    3.00    2.00    0.00    0.00    5.00     6   1995.00      0.00 2069444  175288   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:25 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:25 PM  1002    104245    5.00    0.00    0.00    0.00    5.00     8   1996.00      0.00 2069444  175292   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:26 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:26 PM  1002    104245    2.00    2.00    0.00    0.00    4.00     8   1995.00      0.00 2069444  175292   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:27 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:27 PM  1002    104245    3.00    2.00    0.00    0.00    5.00    19   1995.00      0.00 2069444  175292   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:28 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:28 PM  1002    104245    2.00    2.00    0.00    1.00    4.00     8   1996.00      0.00 2069444  175292   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:29 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:29 PM  1002    104245    3.00    2.00    0.00    0.00    5.00    12   1995.00      0.00 2069444  175296   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:30 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:30 PM  1002    104245    3.00    3.00    0.00    0.00    6.00     4   1996.00      0.00 2069444  175296   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:31 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 8262384  602976   1.86  python3
08:17:31 PM  1002    104245    1.00    3.00    0.00    0.00    4.00    16   1995.00      0.00 2069444  175296   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:32 PM  1002    104099   47.00    5.00    0.00    0.00   52.00     8  17171.00      2.00 9100104  694000   2.14  python3
08:17:32 PM  1002    104245    5.00    0.00    0.00    0.00    5.00    18   1995.00      0.00 2069444  175296   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:33 PM  1002    104099  161.00    7.00    0.00    0.00  168.00     8  38493.00      5.00 9196828  825456   2.54  python3
08:17:33 PM  1002    104245    2.00    2.00    0.00    0.00    4.00     0   1995.00      0.00 2069444  175296   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:34 PM  1002    104099   47.00    1.00    0.00    0.00   48.00     8  14599.00      0.00 9196828  825172   2.54  python3
08:17:34 PM  1002    104245    4.00    1.00    0.00    0.00    5.00     0   1995.00      0.00 2069444  175296   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:35 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 9196828  825172   2.54  python3
08:17:35 PM  1002    104245    5.00    0.00    0.00    0.00    5.00    14   1996.00      0.00 2069444  175296   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:36 PM  1002    104099   77.00    4.00    0.00    0.00   81.00     8  16920.00      0.00 9196828  825420   2.54  python3
08:17:36 PM  1002    104245    4.00    2.00    0.00    0.00    6.00    14   1995.00      0.00 2069444  175300   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:37 PM  1002    104099   46.00    1.00    0.00    0.00   47.00     8  14599.00      0.00 9196828  824872   2.54  python3
08:17:37 PM  1002    104245    4.00    1.00    0.00    0.00    5.00    23   1995.00      0.00 2069444  175300   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:38 PM  1002    104099    0.00    0.00    0.00    0.00    0.00     8      0.00      0.00 9196828  824872   2.54  python3
08:17:38 PM  1002    104245    2.00    3.00    0.00    0.00    5.00     6   1995.00      0.00 2069444  175300   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:39 PM  1002    104099   48.00    2.00    0.00    0.00   50.00    10  16848.00      0.00 9196828  825396   2.54  python3
08:17:39 PM  1002    104245    3.00    2.00    0.00    0.00    5.00    18   1996.00      0.00 2069444  175304   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:40 PM  1002    104099   77.00    2.00    0.00    0.00   79.00    10  14402.00      0.00 9196828  824840   2.54  python3
08:17:40 PM  1002    104245    5.00    1.00    0.00    0.00    6.00     8   1995.00      0.00 2069444  175304   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:17:41 PM  1002    104099   69.00    4.00    0.00    0.00   73.00    10  16224.00      0.00 9196828  824944   2.54  python3
08:17:41 PM  1002    104245    2.00    2.00    0.00    0.00    4.00     4   1996.00      0.00 2069444  175304   0.54  python3

